ID,名字,描述
ID,Name,Desc
1,打招呼,揮揮手，打聲招呼
2,疑問,小小的腦袋，大大的疑問
3,哭泣,捂臉大哭
4,生氣,火冒三丈，氣得跺腳
5,伸懶腰,有點困，伸個懶腰
6,高興,露出開心的樣子
7,感謝,誠懇地鞠個躬
8,休閒,四周望望，放鬆一下
9,倒地,突然倒地
10,pose,擺出迷人的招牌動作
11,專屬動作,柔柔專屬動作
12,專屬動作,月亮公主專屬動作
13,專屬動作,碧琪專屬動作
14,專屬動作,星光熠熠女孩專屬動作
15,專屬動作,雲寶女孩專屬動作
16,專屬動作,音韻公主女孩專屬動作
17,專屬動作,朝露繁花專屬動作
18,專屬動作,冰公主專屬動作
19,專屬動作,羅麗專屬動作
20,測試互動1,落櫻與雷光的互動動作
21,測試互動2,落櫻與落櫻的互舉動作
22,測試互動3,落櫻通用的互動動作
23,鶯飛長空-空侯,彈奏箜篌
24,鶯飛長空-鶯初,旋轉飛舞
25,展示武魂,唐三專屬動作
26,展示武魂,小舞專屬動作
27,展示武魂,比比東專屬動作
28,釋放魂技,奧斯卡專屬動作
29,展示武魂,馬紅俊專屬動作
30,釋放魂技,戴沐白專屬動作
31,展示武魂,朱竹清專屬動作
32,展示武魂,寧栄栄專屬動作
33,展示武魂,朱竹清專屬動作
34,展示武魂,寧榮榮專屬動作
