ID,描述
ID,Desc
1000,天氣
1001,區域
1002,位置
1003,朝向
1004,視角
1005,數值
1006,坐標分量
1007,角度單位
1008,固定底對數
1009,取整方式
1010,字符串
1011,傷害類型
1012,是否
1013,開關
1014,布爾值
1015,最大最小值
1016,比較計算符
1017,數學運算符
1018,玩家
1019,玩家組
1020,玩家屬性
1021,運動狀態
1022,玩家設置
1023,隊伍
1024,隊伍屬性
1025,方塊類型
1026,方塊設置
1027,道具
1028,道具類型
1029,投擲物類型
1030,掉落物
1031,生物
1032,生物類型
1033,生物組
1034,生物行動狀態
1035,生物屬性
1036,生物設置
1037,狀態
1038,觸發器
1039,觸發器組
1040,計時器
1041,動畫表情
1042,私有變量
1043,三角函數
1044,投擲物
1045,特效類型
1046,音效
1047,方向
1048,對象
1049,音調
1050,腳本
1051,按鍵
1052,快捷欄按鍵
1053,任意值
1054,裝備欄
1055,裝備類型
1056,顏色
1057,圖文信息
1058,圖文信息類型
1059,商品
1060,外觀類型
1061,任意組
1062,位置組
1063,區域組
1064,數值組
1065,字符串組
1066,布爾值組
1067,方塊類型組
1068,道具類型組
1069,生物類型組
1070,計時器組
1071,特效類型組
1072,排序
1073,視頻鏈接
1074,界面
1075,元件
1076,圖案模板
1077,移動方式
1078,時間單位
1079,頁面狀態
1080,音樂
1081,暫停恢復
1082,顯示板
1083,全局對象
1084,排行榜
1085,表
1086,播放模式
1101,指定頁面
1137,地形組
