ID,内容
ID,Content
1000000,別睡啦！快醒一醒卟！
1000001,你終於醒過來了卟！真是嚇死我了！
1000002,本來都挺順利的，結果在抵達迷拉星前星鏈里突然凝聚了大量的虛空之力卟！
1000003,一瞬間大伙全被打散了卟，目前看來只有我們勉強抵達了迷拉星。不知道其他人怎麼樣了……
1000004,你還好麼，我們最好先檢查一下狀態卟。
1000011,看看這個，這塊展示的是生命值和體力值。
1000012,紅色這條表示的是你目前的健康程度，如果太低的話會非常危險，請時刻關注卟！
1000013,黃色這條呢，則是你目前剩餘的體力了卟。
1000014,如果太低的話就會非常累卟，效率會降低，一旦遇到危險很可能會應接不暇，所以也請時刻關注！
1000021,下方這塊是稱為“快捷欄”的區域卟。點擊這些格子的話就能快速切換手上拿的道具了。
1000022,你現在的狀態不是很好，我們吃點東西恢復一下卟！
1000023,點一下這個，把它拿在手上卟。
1000031,下方這塊是稱為“快捷欄”的區域卟。通過按對應的“數字鍵”就能快速切換手上拿的道具了。
1000032,你現在的狀態不是很好，我們吃點東西恢復一下卟！
1000033,切換到這一格，把它拿在手上卟。
1000041,看吧！食物拿到手了卟嘿嘿。現在長按這個「使用按鈕」吃東西吧。
1000051,看吧！食物拿到手了卟嘿嘿。現在長按「鼠標右鍵」吃東西吧。
1000061,這下狀態好多了卟，我們檢查一下身體狀況吧。
1000062,跟著我，往前走兩步卟。點擊搖桿向前推就能前進了。
1000063,前進沒問題，現在我們後退一下卟。點擊搖桿向後推就能後退了。
1000064,很好，現在我們往左走走卟。試著把搖桿往左推吧。
1000065,沒錯卟，最後是往右。向右推搖桿吧。
1000071,這下狀態好多了卟，我們檢查一下身體狀況吧。
1000072,跟著我，往前走走卟。點擊鍵盤的「W」鍵就能前進了。
1000073,前進沒問題，現在我們後退一下卟。點擊鍵盤的「S」鍵就能後退了。
1000074,很好，現在我們往左走走卟。試著點擊鍵盤的「A」鍵吧。
1000075,沒錯卟，最後是往右。點擊鍵盤的「D」鍵吧。
1000081,看來身體沒有什麼大問題，接下來我們試一下跳躍卟。
1000082,按一下這個按鈕就能跳躍了卟，試著跳上附近的方塊吧
1000083,跳躍看來也正常卟。接下來我想想…試試潛行吧。我們按一下這個按鈕，就能進入潛行狀態了卟。
1000091,看來身體沒有什麼大問題，接下來我們試一下跳躍卟。
1000092,按一下「空格」鍵就能跳躍了卟，試著跳上附近的方塊吧
1000093,跳躍看來也正常卟。接下來我想想…試試潛行吧。我們按一下「shift」鍵，就能進入潛行狀態了卟。
