ID,名字
ID,EnumName
100101,Kecepatan Dasar
100102,Kecepatan Lari
100103,Kecepatan Renang
100104,Kecepatan Menyelinap
100201,HP
100202,Level Kelaparan
100203,Suhu
100301,Damage Serangan Melee
100302,Damage Serangan Jarak Jauh
100303,Damage Ledakan
100304,Damage Kebakaran
100305,Damage Racun
100306,Damage Chaos
100307,Kerusakan pada elit
100308,Kerusakan pada hewan
100309,Damage untuk Pemain
100310,Damage untuk Orang Liar
100311,Semua Damage
100313,Kerusakan Pembekuan
100401,Damage Serangan Melee
100402,Damage Serangan Jarak Jauh
100403,Damage Ledakan
100404,Damage Kebakaran
100405,Damage Racun
100406,Damage Chaos
100407,Kerusakan dari elit
100408,Kerusakan dari hewan
100409,Damage dari Pemain
100410,Damage dari Orang Liar
100411,Damage Terjatuh
100412,Semua Damage
100413,Kerusakan Pembekuan
100501,Pertahanan Serangan Melee
100502,Pertahanan Serangan Jarak Jauh
100503,Pertahanan Ledakan
100504,Ketahanan terhadap api
100505,Ketahanan terhadap toksin.
100506,Ketahanan terhadap kebingungan
100507,Semua Pertahanan
100508,Tahan beku
100601,Gali
100602,Berburu
100701,Tubuh
100702,Kepala
100801,Bawah Air
100802,Luar Angkasa
100901,Serangan Melee
100902,Serangan Jarak Jauh
100903,Serangan Ledakan
100904,Serangan Kebakaran
100905,Serangan Racun
100906,Serangan Chaos
100907,Semua Serangan
100908,Serangan Pembekuan
101001,Damage Serangan Melee
101002,Damage Serangan Jarak Jauh
101003,Damage Ledakan
101004,Damage Kebakaran
101005,Damage Racun
101006,Damage Chaos
101007,Kerusakan sejati
101008,Kerusakan Pembekuan
101101,Stamina
101102,Membesarkan Stamina
101201,Semua Tindakan yang Menguras Stamina
101202,Lari
101203,Berenang
101204,lari lompat
101205,Dig-Block
101206,Menggunakan alat Charging
101301,Semua status pemulihan Stamina
101302,Diam
101303,Berjalan
101304,Menyelinap
101401,Olahraga Berat
101402,Lari
101403,Berenang
101404,Lompat Lari
101405,Blok penambangan
101406,Mengisi daya dengan alat
101501,Suhu Rendah
101502,Suhu Tinggi
101601,Semua
101602,Blok Air
101603,Blok Pasir Apung
101604,Blok Madu
101605,Blok Lava
101701,Semua
101702,Mentah
101703,Bakar
101704,Direbus
101705,Obat
101801,Semua
101802,Health points
101803,Stamina points
101804,Perisai
101805,Penyelesaian
101806,Oksigen
