ID,名字
ID,EnumName
10001,Cerah atau Hujan
10002,Cerah
10003,Hujan
10004,badai petir
10005,cuaca buruk
10006,salju
10007,Badai pasir
10008,badai
10009,badai salju
20001,Timur
20002,Selatan
20003,Barat
20004,Utara
20005,Atas
20006,Bawah
30001,First Person View
30002,3rd-Person View
30003,View depan
30004,Quarter View
30005,Custom View
30006,
40001,X
40002,Y
40003,Z
50001,Aturan Sudut
50002,Ukuran radian
60001,Log
60002,Ln
70001,Kebawah
70002,Nomor rounding
70003,Keatas
80001,Cedera Serangan Jarak Dekat
80002,Cedera Serangan Jarak Jauh
80003,Cedera Ledakan
80004,Cedera Api
80005,Cedera Racun
80006,Cedera Chaos
80007,Cedera Jatuh
80008,Mati Lemas
80009,Kerusakan beku
90001,Iya
90002,Tidak
100001,On
100002,Off
110001,Max.
110002,Min.
120001,Sama dengan
120002,Tidak sama dengan
120003,Lebih dari
120004,Kurang dari
120005,Lebih besar sama dengan
120006,Lebih kecil sama dengan
130001,Tambah
130002,Kurang
130003,Kali
130004,Bagi
140001,Max. Nyawa
140002,Saat HP
140003,Penyembuhan
140006,Tingkat kelaparan
140008,Oksigen sekarang
140010,Kecepatan gerak
140011,Kecepatan berlari
140012,Kecepatan menyilinap
140013,Kecepatan berenang
140014,Lompat
140015,Skill mengelak
140016,Serangan jarak dekat
140017,Serangan jarak jauh
140018,Ketahanan jarak dekat
140019,Ketahanan jarak jauh
140020,Ukuran model
140022,Star
140023,EXP saat ini
140024,Level saat ini
140025,stamina Maksimal
140026,Stamina saat ini
140027,Rate pemulihan stamina
150001,Diam
150002,Bergerak
150004,Lari
150005,Lompat
150006,Double Jump
150007,Meyelundup
150011,Melandas
160001,Dapat bergerak
160002,Dapat menyimpan blok
160003,Dapat ditukarkan
160004,Dapat dirusakan
160005,Dapat pakai item
160006,Dapat diserang
160007,Dapat diserang
160008,Dapat dikalahkan
160009,Dapat menyimpan drop
160010,Dapat kalahkan drop
160011,Buang Barang
170001,Team1Merah
170002,Team2Briu
170003,Team3Hijau
170004,Team4Kuning
170005,Team5Orange
170006,Team6Ungu
170007,No Team
180001,Jumlah pemain
180002,Skor
190001,Dapat dirusak
190002,Dapat ditukark
190003,Dapat didorong
190004,Dapat item drop
200001,Kosong
200002,AFK
200003,Jalan-jalan
200004,Serangan jarak dekat
200005,Serangan jarak jauh
200006,Follow
200007,Berenang
200008,Lari
200009,Penghacuran diri
200010,Terpikat
200011,Cocokan
210001,Max. Nyawa
210002,Min. Nyawa
210003,Pemulihan nyawa
210005,Min. Nilai Lapar
210007,Min. Oksigen
210009,Kecepatan gerak
210011,Kecepatan berenang
210012,Kekuatan lompat
210014,Skill mengelak
210015,Serangan jarak dekat
210016,Serangan jarak dekat
210017,Perlindungan jarak dekat
210018,Perlindungan jarak jauh
210019,Ukuran model
220001,Dapat bergerak
220002,Dapat diserang
220003,Dapat dikalahkan
220004,Dapat mengumpulkan item
220005,Dapatkan kalahkan drop
230001,Pilih wilayah
240001,Posisi event
240002,Titik spawn
240003,Pilih wilayah
250001,Pemain di trigger event
250002,Target pemain di event
260001,Blok udara
260002,Jenis blok di acara
260003,Jenis blok yang terakhir dibuat
270001,Tipe item di event
270002,Jenis prop yang terakhir dibuat
280001,Proyektil di event
290001,Drop item di event
300001,Makhluk di event
300002,Target makhluk di event
300003,Pilih jenis makhluk
300004,Makhluk yang terakhir diciptakan
310001,Emoji Event
320001,BENAR
320002,SALAH
330001,Sin
330002,Cos
330003,Tan
340001,Jenis efek khusus dalam acara
340002,Jenis efek khusus yang terakhir dibuat
350001,Atas
350002,Di bawah
350003,Kiri
350004,Baik
350005,Depan
350006,Kembali
360001,Objek yang melakukan tindakan
370001,nada tinggi 1
370002,Tinggi lapangan 1 (tajam)
370003,Tinggi lapangan 2
370004,Tinggi lapangan 2 (tajam)
370005,nada tinggi 3
370006,Tinggi lapangan 4
370007,Tinggi lapangan 4 (tajam)
370008,Tinggi lapangan 5
370009,Tinggi lapangan 5 (tajam)
370010,Tinggi lapangan 6
370011,Tinggi lapangan 6 (tajam)
370012,Tinggi lapangan 7
370013,lapangan tengah 1
370014,lapangan tengah 1 (tajam)
370015,Tengah lapangan 2
370016,Tengah lapangan 2 (tajam)
370017,lapangan tengah 3
370018,lapangan tengah 4
370019,lapangan tengah 4 (tajam)
370020,lapangan tengah 5
370021,lapangan tengah 5 (tajam)
370022,lapangan tengah 6
370023,lapangan tengah 6 (tajam)
370024,lapangan tengah 7 (tajam)
370025,Rendah lapangan 1
370026,Rendah lapangan 1 (tajam)
370027,Low lapangan 2
370028,Low lapangan 2 (tajam)
370029,Rendah lapangan 3
370030,Low lapangan 4
370031,Low lapangan 4 (tajam)
370032,Low lapangan 5
370033,Low lapangan 5 (tajam)
370034,Rendah lapangan 6
370035,Rendah lapangan 6 (tajam)
370036,Rendah lapangan 7
380001,Tombol W
380002,Tombol A
380003,Tombol S
380004,Tombol D
380005,Tombol Spasi
380006,Tombol Shift
380007,Key B
380008,Key C
380009,Key E
380010,Key F
380011,Key G
380012,Key H
380013,Key I
380014,Key J
380015,Key K
380016,Key L
380017,Key M
380018,Key N
380019,Key O
380020,Key P
380021,Key Q
380022,Key R
380023,Key T
380024,Key U
380025,Key V
380026,Key X
380027,Key Y
380028,Key Z
390001,Bar shortcut 1
390002,Bar shortcut 2
390003,Bar shortcut 3
390004,Bar shortcut 4
390005,Bar shortcut 5
390006,Bar shortcut 6
390007,Bar shortcut 7
390008,Bar shortcut 8
400001,Bar shortcut event
410001,Efek Status di Event
420001,Bar Peralatan (Helm)
420002,Bar Peralatan (Pelindung Dada)
420003,Bar Peralatan (Pelindung Kaki)
420004,Bar Peralatan (Sepatu)
420005,Bar Peralatan (Aksesoris Belakang)
430001,Bar Peralatan di Event
440001,Jenis makhluk di trigger event
440002,Jenis makhluk target di event
440003,Jenis makhluk yang terakhir dibuat
450001,Resep di event
460001,Peleburan di event
470001,Alur cerita di event
480001,Nomor item di event
490001,Kotak Teks
490002,Teks Mengapung
490003,Progress Bar
490004,Panah menunjuk pada target
490005,Panah menunjuk pada posisi
490006,Area panduan menunjuk ke arah target
490007,Area panduan menunjuk ke arah posisi
490008,Jalur Panduan menunjuk ke arah target
490009,Panduan jalur menunjuk ke arah posisi
500001,Naik
500002,Menurun
510001,komponen Event
520001,edit Interface saat ini
520002,Interface Event
530001,Penerbangan
530002,Gerakan Default
540001,Tahun
540002,Bulan
540003,Hari
540004,Jam
540005,Menit
540006,Kedua
540007,Stempel waktu (detik)
550001,Rangkaian acara
570001,Musik dalam Event
580001,Pause
580002,Lanjutkan
580003,Tutup
590001,Pilih Etalase di World
600001,objek global
610001,lingkaran
610002,permainan tunggal
990001,Grup umum
990002,Kelompok laut
990003,Grup gurun
990004,Kelompok dingin biasa
990005,Kelompok zona dingin puncak
990006,formasi vulkanik
990007,Formasi Lahan Basah
