ID,名字,Desc
ID,Name,Desc
1001,Ubah kecepatan gerakan,Membuat pemain @1 @2
1002,Ubah kecepatan galian,Membuat kecepatan menggali pemain @1
1003,Ubah jumlah damage,Pemain yang terkena @1 @2
1004,Lompat,Meningkatkan kekuatan lompatan pemain @1
1005,Ubah level max HP atau level kelaparan,Buat maks @1 pemain @2
1006,Terus ubah level kelaparan,Setiap @1 detik level kelaparan pemain @2 poin
1007,Tetap memulihkan HP,Setiap @1 detik HP pemain pulih @2
1008,Tetep cedera,Setiap @1 detik pemain mendapatkan @2 @3
1009,Kecerahan penglihatan,Kecerahan penglihatan @1
1010,Rasio damage,Pemain mendapatkan @1 @2
1011,Level kelaparan,Kecepatan lapar pemain
1012,Keberuntungan,Pemain @1 memiliki probabilitas @2 untuk mendapatkan @3
1013,Knock-back jauh,Jarak knock-back bertambah @1 balok
1014,Pertahanan terkalahkan,Jarak knock-back berkurang @1 balok
1015,Volume model,Membuat ukuran pemain @1 @2
1016,Ganti model,Ubah mode menjadi @1
1017,Pusing,Bergerak ke arah yang berlawanan
1018,Tak terkalahkan,Buat pemain menjadi tak terkalahkan
1019,Gelembung,Buat pemain dikelilingi oleh gelembung
1020,Beku,Pemain tidak bisa bergerak
1021,Oksigen,Oksigen pemain @3 di @1 setiap @2 detik
1022,Menyerap damage,Pemain mendapat perisai yang dapat menyerap @1 damage
1023,Ubah serangan,Membuat pemain @1 @2
1024,Pukulan keatas,Serangan meele pemain akan knock-up lawan sejauh @1 balok
1025,Serang status tambahan,"Ketika target terkena, akan ada @1 kemungkinan untuk mendapatkan status @3 selama @2 detik"
1026,Ubah nilai pertahanan,Membuat @1 @2
1027,Kembalikan damage,"Ketika target terkena, akan ada @1 kemungkinan untuk mendapatkan @2 damage"
1028,Panjat dinding,Pemain dapat bergerak di permukaan apa pun seperti memanjat tangga
1029,Rate Pemulihkan HP,Tingkat Pemulihan HP Karakter @1
1030,Rate EXP,Nilai EXP Karakter @1
1031,Max Stamina %,Karakter Max @1 meningkat @2
1032,Max Stamina,Karakter Max @1 meningkat @2
1033,Memulihkan stamina secara terus menerus,Pulihkan @2 Stamina setiap @1 detik
1034,Rate Kelelahan,"Saat karakter melakukan @1, Stamina habis @2"
1035,Rate Pemulihan Stamina,"Saat karakter dalam status @1, tingkat pemulihan Stamina meningkat @2"
1036,Pulih dari Kelelahan,"Saat stamina karakter pulih ke atas @1, status kelelahan dihapus."
1037,Puasa,Tidak dapat mengkonsumsi makanan
1038,"Saat status berlaku, jatuhkan item","Saat dalam status @1, karakter akan menghasilkan @2"
1039,Jatuhkan item terus-menerus,"Setiap @1 detik, karakter akan menghasilkan @2"
1040,Tidak dapat berlari,Karakter tidak dapat berjalan
1041,"Saat status berakhir, jatuhkan item","Saat status @1 berakhir, karakter akan menghasilkan @2"
1042,Ganti model (skin),Ubah model avatar Anda menjadi @1
1043,Memulihkan kesehatan terus-menerus,Memulihkan kesehatan diri Anda dan rekan tim Anda dengan 2 HP per detik
1044,Kerusakan berkelanjutan terus-menerus,Menyebabkan monster menerima 2 kerusakan per detik
1045,Kerusakan dari mengkonsumsi stamina,Berurusan dengan jumlah @1 yang sama saat mengkonsumsi stamina
1046,Kerusakan dari melakukan suatu tindakan,Berurusan dengan @2 poin @3 saat melakukan @1
1047,Imunitas Status,Imunitas Karakter @1
1048,Buff Ekstra,Karakter mendapat @2 setiap @1 detik
1049,Dilarang operasi,Dilarang semua tindakan
1050,Imunitas Debuff,Imunitas Karakter dgn semua junis @1
1051,Jatuh,Menyebabkan makhluk terbang jatuh ke tanah
1052,Dilarang bergerak,Dilarang bergerak
1053,,
1054,,
1055,,
1056,Screen Applique,Make the character's screen display appliques
1057,Stop Action,Make the character stop at the current frame
1058,Change Texture,Change the character's texture to an ice material
1059,Ice Special Effect,Add ice special effects to the character
1060,End the temperature change,Set the character's temperature to @2 when the status ends
1061,End playing special effects and sound effects,Play special effects and sound effects when the status ends
1062,Temperature affects the duration,The duration of the status will change due to the surrounding temperature
1063,Remove the status when taking cumulative damage,The status is removed when the cumulative @1 damage reaches @2
1064,Change Temperature Over Time,Change the character's temperature by @2 every @1s
1065,Apparent Temperature Change,Change the environmental temperature affecting the character by @1
1066,Surrounding Temperature Change,Increase the environmental temperature within @1 grids around the character by @2
1067,Block Condensation and Melting,"Make water freeze within @1 grids around the character, with a height difference of @2 grids above and below"
1068,Randomly generate blocks nearby,"Within the cylindrical area around the player with a radius of @1 and a height of @2, generate @4 on the top surface of a random block every @3s"
1069,memberikan status pada penyerang.,"Ketika menerima serangan sebanyak @1 kali, terdapat kemungkinan sebesar @2% untuk memberi status @3 pada penyerang"
1070,Perubahan koefisien pemulihan makanan.,@1Peningkatan @2daya tarik makanan @3
