ID,大类名称
ID,TypeName
1,Perabotan
2,Perabotan
3,Perabotan
4,Perabotan
5,Perabotan
6,Perabotan
7,Perabotan
8,Perabotan
9,Perabotan
10,Perabotan
11,Perabotan
12,Perabotan
13,Perabotan
14,Perabotan
15,Perabotan
16,Perabotan
17,Perabotan
18,Perabotan
19,Perabotan
20,Perabotan
21,Perabotan
22,Perabotan
23,Perabotan
24,Perabotan
25,Perabotan
26,Perabotan
27,Perabotan
28,Perabotan
29,Perabotan
30,Perabotan
31,Perabotan
32,Perabotan
33,Perabotan
34,Perabotan
35,Perabotan
36,Perabotan
37,Perabotan
38,Perabotan
39,Perabotan
40,Perabotan
41,Perabotan
42,Perabotan
43,Bangunan
44,Bangunan
45,Bangunan
46,Bangunan
47,Bangunan
48,Perabotan
49,Perabotan
50,Perabotan
51,Perlengkapan
52,Perlengkapan
53,Perlengkapan
54,Perlengkapan
55,Perlengkapan
56,Perlengkapan
57,Perlengkapan
58,Perlengkapan
59,Perabotan
60,Perabotan
61,Perabotan
62,Perabotan
63,Perabotan
64,Perabotan
65,Perabotan
66,Perabotan
67,Perabotan
68,Perabotan
69,Perabotan
70,Perabotan
71,Perabotan
72,Perabotan
73,Perabotan
74,Perabotan
75,Perabotan
76,Perabotan
77,Hari raya
78,Hari raya
79,Hari raya
80,Hari raya
81,Hari raya
82,Hari raya
83,Hari raya
84,Hari raya
85,Hari raya
86,Hari raya
87,Hari raya
88,Hari raya
89,Hari raya
90,Bangunan
91,Bangunan
92,Bangunan
93,Bangunan
94,Bangunan
95,Bangunan
96,Bangunan
97,Bangunan
98,Bangunan
99,Bangunan
100,Bangunan
101,Hewan
102,Hewan
103,Hewan
104,Bangunan
105,Bangunan
106,Bangunan
107,Bangunan
108,Bangunan
109,Bangunan
110,Bangunan
111,Bangunan
112,Bangunan
113,Bangunan
114,Bangunan
115,Bangunan
116,Bangunan
117,Bangunan
118,Bangunan
119,Bangunan
120,Bangunan
121,Bangunan
122,Bangunan
123,Bangunan
124,Perlengkapan
125,Perlengkapan
126,Perlengkapan
127,Perlengkapan
128,Perlengkapan
129,Perlengkapan
130,Perlengkapan
131,Perlengkapan
132,Hari raya
133,Hari raya
134,Hari raya
135,Bangunan
136,Bangunan
137,Bangunan
138,Bangunan
139,Bangunan
140,Bangunan
149,mebel
150,mebel
151,mebel
152,mebel
153,mebel
