ID,名字,描述
ID,Name,Desc
1001,Kecepatan bergerak sampel,@Null@
1002,Kecepatan bergerak sampel,@Null@
1003,Kecepatan bergerak sampel,@Null@
2001,Kecepatan penggalian sampel,@Null@
3001,Pemulihan nyawa (LV1),Pulih 5 nyawa setiap 4 detik
3002,Pemulihan nyawa (LV2),Pulih 5 nyawa setiap 2 detik
3003,Pemulihan nyawa (LV3),Pulih 5 nyawa setiap 1 detik
4001,Lari Sprint (Lv. 1),Meningkatkan kecepatan sprint sebesar 25%
4002,Lari Sprint (Lv. 2),Meningkatkan kecepatan sprint sebesar 50%
4003,Lari Sprint (Lv. 3),Meningkatkan kecepatan sprint sebesar 75%
4004,Lari Sprint (Lv. 4),Meningkatkan kecepatan sprint sebesar 75%
5001,Berenang (LV1),Kecepatan renang naik 25%
5002,Berenang (LV2),Kecepatan renang naik 50%
5003,Berenang (LV3),Kecepatan renang naik 75%
6001,Lompat (LV1),Lompat lbh tinggi
6002,Lompat (LV2),Lompat lbh tinggi
6003,Lompat (LV3),"Lompat lbh tinggi, hati-hati jatuh!"
6004,Lompat (LV4),"Lompat lbh tinggi, hati-hati jatuh!"
6005,Parkour yang Ditingkatkan,"Kecepatan dasar meningkat 90%, lompatan meningkat 25."
7001,Menggali (LV1),Skil gali naik 25%
7002,Menggali (LV2),Skil gali naik 50%
7003,Menggali (LV3),Skil gali naik 75%
8001,Lambat (LV1),Kecepatan sprint berkurang 25%.
8002,Lambat (LV2),Kecepatan sprint berkurang 50%.
8003,Lambat (LV3),Kecepatan sprint berkurang 75%.
9001,Menggali keras (LV1),Skil gali turun  25%
9002,Menggali keras (LV2),Skil gali turun  50%
9003,Menggali keras (LV3),Skil gali turun 75%
10001,Penyerapan Luka (LV1),2 poin utk penyerapan cedera
10002,Penyerapan Luka (LV2),4 poin utk penyerapan cedera
10003,Penyerapan Luka (LV3),6 poin utk penyerapan cedera
11001,Serangan kritikal (LV1),Cedera hantam naik 25%
11002,Serangan kritikal  (LV2),Cedera hantam naik 50%
11003,Serangan kritikal  (LV3),Cedera hantam naik 75%
12001,Serangan Mundur(LV1),Jarak mundur lawan tambah 2m
12002,Serangan Mundur(LV2),Jarak mundur lawan tambah 4m
12003,Serangan Mundur(LV3),Jarak mundur lawan tambah 6m
13001,Ketahanan serangan(LV1),Kurangi 1m jarak mundur stlh diserang
13002,Ketahanan serangan(LV2),Kurangi 1m jarak mundur stlh diserang
13003,Ketahanan serangan(LV3),Kurangi 1m jarak mundur stlh diserang
14001,Pengalian hoki(LV1),Kesempatan dapat drop tambah 1%
14002,Pengalian hoki(LV2),Kesempatan dapat drop tambah 2%
14003,Pengalian hoki(LV3),Kesempatan dapat drop btambah 3%
15001,Berburu hoki(LV1),Kesempatan dapat drop tambah 1%
15002,Berburu hoki(LV2),Kesempatan dapat drop tambah 2%
15003,Berburu hoki(LV3),Kesempatan dapat drop tambah 3%
16001,Pengelihatan Malam (LV1),Pengelihatan saat malam meningkat sebesar 20
16002,Pengelihatan Malam(LV2),Pengelihatan saat malam meningkat sebesar 40
16003,Pengelihatan Malam(LV3),Pengelihatan saat malam meningkat sebesar 50
16004,Pengelihatan Malam(LV4),Pengelihatan saat  malam meningkat sebesar 60
16005,Pengelihatan Malam(LV5),Pengelihatan saat  malam meningkat sebesar 50
17001,Pukulan Kuat(LV1),Cedera serangan naik 25%
17002,Pukulan Kuat(LV2),Cedera serangan naik 50%
17003,Pukulan Kuat(LV3),Cedera serangan naik 75%
18001,Tembakan Kuat(LV1),Cedera serangan naik 25%
18002,Tembakan Kuat(LV2),Cedera serangan naik 50%
18003,Tembakan Kuat(LV3),Cedera serangan naik 75%
19001,Ledakan Kuat(LV1),Cedera ledakan naik 25%
19002,Ledakan Kuat(LV2),Cedera ledakan naik 50%
19003,Ledakan Kuat(LV3),Cedera ledakan naik 75%
20001,Serangan api(LV1),Cedera terbakar naik 100%
21001,Serangan beracun (LV1),Cedera racun naik 100%
22001,Serangan gelap (LV1),Cedera gelap naik 100%
23001,Pemburu Elit Level 1,Peningkatan kerusakan terhadap elit sebesar 25%.
23002,Pemburu Elite level 2,Kerusakan terhadap elit meningkat 50%.
23003,Pemburu Elit Tingkat 3,Peningkatan kerusakan terhadap elit sebesar 75%.
24001,Pemburu binatang liar tingkat 1.,Meningkatkan Kerusakan terhadap binatang liar sebesar 25%.
24002,Pemburu Binatang Level 2.,Meningkatkan kerusakan terhadap binatang sebesar 50%.
24003,Pemburu Hewan Liar Tingkat 3.,Meningkatkan kerusakan pada hewan liar sebesar 75%.
25001,Pemburu manusia(LV1),Cedera manusia naik 25%
25002,Pemburu manusia(LV2),Cedera manusia naik  50%
25003,Pemburu manusia(LV3),Cedera manusia naik  75%
26001,Perlawanan Dekat(LV1),Cedera serangan turun 25%
26002,Perlawanan Dekat(LV2),Cedera serangan turun 50%
