ID,名字,Desc
ID,Name,Desc
1001,移動速度を変える,プレイヤーの@1@2を
1002,採掘速度を変える,プレイヤーの採掘速度を@1
1003,ダメージ率を変える,プレイヤーを@1@2にさせる
1004,ジャンプ,プレイヤーのジャンプ力を@1を増加させる
1005,最大HP/飢餓度を変える,プレイヤーの最大値を@1@2にする
1006,飢餓度を持続的に変える,@1秒ごとに、プレイヤーの空腹度が@2ポイントにる
1007,持続的なHPを回復,@1秒ごとに@2ポイントでHPを回復し続ける
1008,持続的に被害,プレイヤーに@1秒ごとに@2ポイント@3を受け取り続けます
1009,視野の明るさ,ビジョンの明るさを@1にする
1010,負傷率,@1@2をプレイヤーに受ける
1011,飢餓率,プレイヤーの飢餓度消耗スピード@1
1012,幸運,プレイヤーが@1に@2の率が@3倍ドロップを獲得する
1013,ノックバックの機能強化,プレイヤーがノックバックした時の距離を@1格付け増やします
1014,ノックバック抵抗,プレイヤーがノックバックした時の距離を@1格減ります。
1015,モデル体積,プレイヤーの@1のボリュームを@2にする
1016,モデルを変える,プレイヤーのモデルを@1に変更させる
1017,めまいが起こる,プレイヤーの動きを反転させる
1018,無敵,プレイヤーが攻撃されないように
1019,バブル,プレイヤーを泡で包みます
1020,動けない,プレイヤーが動かないようにする
1021,酸素,プレイヤーを@1環境で@2秒ごとに酸素値@3ポイントにする
1022,ダメージを吸収,プレイヤーに@1ダメージを吸収できるシールドを与える
1023,攻撃力を変える,プレイヤーの@1@2をさせる
1024,打っ飛ばす,近接攻撃を@1格でターゲットにぶっ飛ばさせる
1025,攻撃追加状態,プレイヤーが攻撃を受けた時に、@1の率でターゲットに持続時間は@2秒の@3効果をさせる
1026,防御値を変える,プレイヤーの@1@2させる
1027,反撃ダメージ,プレイヤーが近接攻撃を受けている場合、攻撃者に@2ポイントのダメージを与える可能性が@1の率あります　
1028,壁を登る,プレイヤーを任意の側面にはしごを登るように動かせます
1029,HP回復率,キャラクターHP回復率@1
1030,経験値取得率,キャラクターの経験値取得率@1
1031,スタミナの上限のパーセンテージ,キャラクター@1上限@ 2
1032,スタミナの上限値,キャラクター@1上限@ 2
1033,スタミナ持続回復,@1秒ごとに@ 2スタミナを回復する
1034,スタミナ消耗率,キャラクターが@1を行うと、スタミナは@ 2消耗する
1035,スタミナ回復率,キャラクターが@1にいるとき、スタミナ回復率は@ 2
1036,疲労から回復する,キャラクターのスタミナが@1以上に回復すると、疲労が回復する
1037,断食,食品アイテムは使用できない
1038,ステータスが始めたら、アイテムを落とす,@1つのステータスの開始時、@ 2を生成させる
1039,アイテム持続的に落とす,@1秒ごとに、キャラクターに@ 2を生成させるす
1040,走れない,キャラクターを走らせない
1041,ステータスが終了したら、アイテムを落とす,@1ステータスの終わりに、キャラクターに@ 2を生成させる
1042,モデルを変える（スキン）,キャラクターのモデルを@1に変更する
1043,HP回復し続ける。,毎秒自分とチームメイトのHPが2pt回復する。
1044,ダメージを受け続ける,毎秒怪物を2点損傷させた
1045,体力の消耗によるダメージを受ける,キャラクターが体力を消耗すると同量の@1を受ける
1046,動作中ダメージを受ける,キャラクターが@1を実行すると@2点@3を受ける
1047,ステータス免疫,キャラクターは@1に免疫
1048,ステータス追加,@1秒ごとに@2をキャラクターに与える
1049,操作不可,キャラクターのすべてのアクションを無効にする
1050,ステータスタイプ免疫,キャラクターは@1タイプのすべてのステータスに免疫
1051,落下,飛行中の生物を地面に落下させる
1052,移動不可,キャラクターの移動を禁止する
1053,,
1054,,
1055,,
1056,スクリーン柄枠,キャラクターのスクリーンに柄枠を表示させる
1057,アクション中止,キャラクターのアクションを現在のフレームに止まらせる
1058,マッピング変更,キャラクターのマッピングを氷テクスチャーに変える
1059,特殊効果-氷,キャラクターに特殊効果-氷を付与する
1060,終了時温度変更,状態終了時、キャラクターの温度を@2に設定する
1061,終了時SE&特殊効果を再生,状態終了時、SE&特殊効果を再生する
1062,温度による持続時間への影響,状態の持続時間は周りの温度に従って変化する
1063,被ダメ時の状態解除,@1ダメージを合計で@2受けた場合、状態を解除する
1064,持続的な温度変化,@1秒毎にキャラクターの温度を@2変える
1065,体感温度変更,キャラクターが感じた環境温度を@1変える
1066,周囲温度変更,キャラクター周りの@1マス範囲内の温度を@2増やす
1067,ブロック凝結&融化,キャラクター周りの@1マス、上下@2マス範囲内の水を凝結させる
1068,ランダムブロック生成,プレイヤーを中心に、半径@1、高さ@2の円柱範囲内において、@3秒毎に、ランダムなブロックの上に@4を生成する
1069,攻撃者に状態を付与する,攻撃を@1回受けた時、@2%の確率で攻撃者に@3を付与する
1070,食べ物回復量の倍率を変更する,食べ物@1の回復量@2を@3上げる
