ID,描述
ID,Desc
1000,天気
1001,エリア
1002,位置
1003,向き
1004,視点
1005,数値
1006,座標の重量
1007,角度の単位
1008,底を固定した対数
1009,整数変換方式
1010,文字列
1011,ダメージタイプ
1012,はい/いいえ
1013,オンオフ
1014,ブール値
1015,最大最小値
1016,比較演算子
1017,数学演算子
1018,プレイヤー
1019,プレイヤーグループ
1020,プレイヤー属性
1021,運動ステータス
1022,プレイヤー設定
1023,チーム
1024,チーム属性
1025,ブロックタイプ
1026,ブロック設定
1027,道具
1028,道具タイプ
1029,投擲物タイプ
1030,ドロップアイテム
1031,生物
1032,生物タイプ
1033,生物グループ
1034,生物行動ステータス
1035,生物属性
1036,生物設定
1037,ステータス
1038,トリガー
1039,トリガーグループ
1040,タイマー
1041,アニメーション表情
1042,プライベート変数
1043,三角関数
1044,投擲物
1045,特殊効果タイプ
1046,SE
1047,方向
1048,対象
1049,音調
1050,シナリオ
1051,キー
1052,ショートカットキー
1053,任意値
1054,装備バー
1055,装備タイプ
1056,色
1057,グラフィック情報
1058,グラフィック情報タイプ
1059,商品
1060,外観タイプ
1061,任意のグループ
1062,場所グループ
1063,地域グループ
1064,数値グループ
1065,文字列グループ
1066,ブーリアングループ
1067,ブロックタイプグループ
1068,アイテムタイプグループ
1069,生き物タイプグループ
1070,タイマーグループ
1071,特殊効果タイプグループ
1072,ソート
1073,ビデオリンク
1074,インターフェース
1075,コンポーネント
1076,図案テンプレート
1077,移動モード
1078,時間単位
1079,ページ状態
1080,音楽
1081,一時停止/再開
1082,掲示板
1083,グローバルオブジェクト
1084,ランキング
1085,テーブル
1086,再生モード
1101,指定ページ
1137,地形グループ
