id,地形名称
id,Name
-1,生成試行回数
1000,浅い海
1001,草原
1002,砂漠
1003,森林
1004,崖
1005,沼地
1006,針葉樹林
1007,ジャングル
1008,氷原
1009,凍った海
1010,凍った川
1011,赤土
1012,赤土海岸
1013,砂漠の砂丘
1014,森の丘
1015,針葉樹林の丘陵
1016,氷山
1017,ジャングルの丘
1018,川
1019,ビーチ
1020,崖の端
1021,溶岩の地
1022,空島
1023,盆地
1024,盆地の縁
1025,竹林盆地
1026,桃の盆地
1027,平野
1028,丘
1029,祭壇平原
1030,高い山
1031,丘陵
1032,惑星スカイアイランド
1033,惑星スカイアイランド
1034,惑星スカイアイランド
1035,惑星スカイアイランド
1036,惑星スカイアイランド
1037,惑星スカイアイランド
1038,スカイアイランドの端
1039,熱帯雨林
1040,スカイアイランドの平原
1041,草原のスカイアイランド
1042,火山の主峰
1043,火山平原
1044,火山山脈
1045,火山溶岩川
1046,火山のクレーター
1047,砂漠のオアシス
1048,砂漠の湖
1049,深海
1050,無人島の海岸
1051,無人島の中心
1052,赤土の島の海岸
1053,赤土島の中心
1054,サンゴ島の海岸
1055,サンゴ島の中心
1056,雪に覆われた針葉樹林
1057,雪山主峰
1058,雪山副峰
1059,雪山山脈
1060,雪山中部
1061,雪山底部
1062,副峰雪山中部
1063,凍湖
1064,峡谷
1065,峡谷周辺
