ID,大类名称
ID,TypeName
1,家具
2,家具
3,家具
4,家具
5,家具
6,家具
7,家具
8,家具
9,家具
10,家具
11,家具
12,家具
13,家具
14,家具
15,家具
16,家具
17,家具
18,家具
19,家具
20,家具
21,家具
22,家具
23,家具
24,家具
25,家具
26,家具
27,家具
28,家具
29,家具
30,家具
31,家具
32,家具
33,家具
34,家具
35,家具
36,家具
37,家具
38,家具
39,家具
40,家具
41,家具
42,家具
43,建物
44,建物
45,建物
46,建物
47,建物
48,家具
49,家具
50,家具
51,装備
52,装備
53,装備
54,装備
55,装備
56,装備
57,装備
58,装備
59,家具
60,家具
61,家具
62,家具
63,家具
64,家具
65,家具
66,家具
67,家具
68,家具
69,家具
70,家具
71,家具
72,家具
73,家具
74,家具
75,家具
76,家具
77,祝日
78,祝日
79,祝日
80,祝日
81,祝日
82,祝日
83,祝日
84,祝日
85,祝日
86,祝日
87,祝日
88,祝日
89,祝日
90,建物
91,建物
92,建物
93,建物
94,建物
95,建物
96,建物
97,建物
98,建物
99,建物
100,建物
101,生物
102,生物
103,生物
104,建物
105,建物
106,建物
107,建物
108,建物
109,建物
110,建物
111,建物
112,建物
113,建物
114,建物
115,建物
116,建物
117,建物
118,建物
119,建物
120,建物
121,建物
122,建物
123,建物
124,装備
125,装備
126,装備
127,装備
128,装備
129,装備
130,装備
131,装備
132,祝日
133,祝日
134,祝日
135,建物
136,建物
137,建物
138,建物
139,建物
140,建物
149,家具
150,家具
151,家具
152,家具
153,家具
