ID,名字
ID,EnumName
100101,基礎速度
100102,走行速度
100103,水泳速度
100104,ダイビング速度
100201,HP
100202,飢餓度
100203,温度
100301,近接ダメージ
100302,遠距離ダメージ
100303,爆発ダメージ
100304,燃焼ダメージ
100305,毒素ダメージ
100306,混乱ダメージ
100307,エリートに対する与ダメージ
100308,ビーストに対する与ダメージ
100309,プレイヤーへのダメージ
100310,野蛮人へのダメージ
100311,すべてのダメージ
100313,凍結ダメージ
100401,近接ダメージ
100402,遠距離ダメージ
100403,爆発ダメージ
100404,燃焼ダメージ
100405,毒素ダメージ
100406,混乱ダメージ
100407,エリートからのダメージ
100408,ビーストからのダメージ
100409,プレイヤーへのダメージ
100410,野蛮人へのダメージ
100411,落下ダメージ
100412,すべてのダメージ
100413,凍結ダメージ
100501,近接防御
100502,長距離防御
100503,爆発防御
100504,燃焼耐性
100505,毒耐性
100506,混乱耐性
100507,すべての防御
100508,凍結耐性
100601,掘る
100602,狩猟
100701,全身
100702,頭
100801,水中
100802,スペース
100901,近接攻撃
100902,遠隔攻撃
100903,爆発攻撃
100904,燃焼攻撃
100905,毒素攻撃
100906,混乱攻撃
100907,すべての攻撃力
100908,凍結攻撃力
101001,近接ダメージ
101002,遠距離ダメージ
101003,爆発ダメージ
101004,燃焼ダメージ
101005,毒素ダメージ
101006,混乱ダメージ
101007,確定ダメージ
101008,凍結ダメージ
101101,スタミナ
101102,スタミナを上げる
101201,持つスタミナ消耗行為
101202,ランニング
101203,泳ぐ
101204,ジャンプ
101205,ブロックを掘る
101206,ツールを使用してエネルギーを蓄積する
101301,持つスタミナ回復ステータス
101302,静止
101303,歩く
101304,スニーク
101401,激しい運動
101402,ランニング
101403,泳ぐ
101404,ジャンプ
101405,ブロックを掘る
101406,ツールを使用してエネルギーを蓄積する
101501,低温
101502,高温
101601,すべて
101602,水ブロック
101603,流砂ブロック
101604,蜂蜜ブロック
101605,マグマブロック
101701,全部
101702,生物
101703,焼き物
101704,煮物
101705,薬品
101801,全部
101802,HP
101803,スタミナ
101804,シールド
101805,気力
101806,酸素
