ID,购买提示
ID,BuyTips
1,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
2,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
3,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
4,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
5,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
6,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
7,ガーデンがレベル10級に達すると取得方法を開放できる。
8,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
9,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
10,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
11,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
12,@Null@
13,@Null@
14,@Null@
15,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
16,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
17,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
18,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
19,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
20,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
21,@Null@
22,@Null@
23,@Null@
24,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
25,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
26,@Null@
27,@Null@
28,@Null@
29,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
30,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
31,@Null@
32,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
33,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
34,ロック解除されたアイテムは、ミニポイントショップで交換できます
35,ロック解除道具はガーデンのイベント限定果実に獲得できる。他の普通果実に獲得できない。ご了承してください。
36,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
37,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
38,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
39,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
40,ログ解除道具はガーデンのイベント限定果実に獲得できる。他の普通果実に獲得できない。ご了承してください。
45,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
46,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
47,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
48,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
49,イベントでロック解除の道具を取得できる
50,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
51,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
52,イベントでロック解除の道具を取得できる
53,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
54,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
55,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
56,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
57,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
58,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
59,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
60,アンロックアイテムはイベントで獲得可能。
61,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
62,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
63,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
64,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
65,イベントでロック解除の道具を取得できる
66,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
67,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
68,購入するとアンロック（課金は計画的に）
69,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
70,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
71,購入するとアンロック（課金は計画的に）
72,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
73,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
74,ロック解除道具はショップーセール、ギフトバッグを購入して、入手します。
75,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
76,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
77,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
78,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
79,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
80,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
81,ロック解除道具はホームのイベント限定フルーツに獲得できる。金果実と普通果実には獲得できない（課金は計画的に）
82,ロック解除道具はホームのイベント限定フルーツに獲得できる。金果実と普通果実には獲得できない（課金は計画的に）
83,ロック解除道具はホームのイベント限定フルーツに獲得できる。金果実と普通果実には獲得できない（課金は計画的に）
84,購入するとアンロック（課金は計画的に）
85,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
86,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
87,ロック解除道具はホームのイベント限定フルーツに獲得できる。金果実と普通果実には獲得できない（課金は計画的に）
88,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
89,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
90,@Null@
91,@Null@
92,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
93,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
94,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
95,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
96,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
97,解放アイテムはガーデンの果実から取得できる。
98,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
99,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
100,購入するとアンロック（課金は計画的に）
101,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
102,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
103,購入するとアンロック（課金は計画的に）
104,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
105,購入するとアンロック（課金は計画的に）
106,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
107,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
108,購入するとアンロック（課金は計画的に）
109,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
110,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
111,解放アイテムはギフトバッグから取得できる。（課金は計画的に）
112,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
113,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
114,購入でアンロック（課金はほどほどに）
115,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
116,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
117,購入でアンロック（課金はほどほどに）
118,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
119,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
120,購入でアンロック（課金はほどほどに）
121,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
122,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
123,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
124,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
126,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
127,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
128,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
129,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
130,購入でアンロック（課金はほどほどに）
131,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
132,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
133,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
134,アンロックアイテムはマウントガチャ機で獲得可能。（課金はほどほどに）
137,アンロックアイテムは、運営イベントで入手可能。
138,アンロックアイテムは、運営イベントで入手可能。
139,アンロックアイテムは、運営イベントで入手可能。
140,アンロックアイテムは、運営イベントで入手可能。
141,アンロックアイテムはイベントで入手。
142,アンロックアイテムはイベントで入手。
143,
144,
145,解放道具は、運営イベントで入手可能。
146,購入で解放（課金はほどほどに）
147,解放道具は、マウントのガチャで入手可能。（課金はほどほどに）
148,解放道具は、マウントのガチャで入手可能。（課金はほどほどに）
149,購入で解放（課金はほどほどに）
