id,地形名称
id,Name
-1,المحاولات
1000,بحر ضحل
1001,سهل
1002,صحراء
1003,غابة
1004,جرف
1005,مستنقع
1006,غابة إبرية
1007,غابة كثيفة
1008,حقل جليدي
1009,المحيط المتجمد
1010,نهر متجمد
1011,تربة حمراء
1012,شاطئ الأرض الحمراء
1013,كثبان الصحراء
1014,تل الغابة
1015,تل غابة الصنوبر
1016,جبل جليدي
1017,تل الغابة
1018,نهر
1019,شاطئ
1020,حافة الجرف
1021,أرض الحمم
1022,جزيرة السماء
1023,حوض
1024,حافة الحوض
1025,حوض الغابة الخيزرانية
1026,حوض شجرة الخوخ
1027,سهل
1028,تل
1029,سهل المذبح
1030,جبل عالي
1031,تلال
1032,كوكب جزيرة السماء
1033,كوكب جزيرة السماء
1034,كوكب جزيرة السماء
1035,كوكب جزيرة السماء
1036,كوكب جزيرة السماء
1037,كوكب جزيرة السماء
1038,حافة جزيرة السماء
1039,غابة مطيرة
1040,سهل جزيرة السماء
1041,جزيرة السماء السهلية
1042,القمة البركانية الرئيسية
1043,سهل بركاني
1044,سلسلة جبال بركانية
1045,نهر الحمم البركانية
1046,فوهة بركانية
1047,واحة الصحراء
1048,بحيرة الصحراء
1049,البحر العميق
1050,ساحل الجزيرة المهجورة
1051,مركز الجزيرة المهجورة
1052,شاطئ جزيرة التربة الحمراء
1053,مركز جزيرة التربة الحمراء
1054,ساحل جزيرة الشعاب المرجانية
1055,مركز جزيرة الشعاب المرجانية
1056,الغابات الصنوبرية الثلجية
1057,قمة جبل الثلج
1058,قمة جبل الثلج الثانوية
1059,سنو ماونتن ريدج
1060,سلسلة جبال الثلج المركزية
1061,قاعدة جبل الثلج
1062,جبل الثلج الثانوي الذروة النطاق المركزي
1063,بحيرة متجمدة
1064,الوادي
1065,الحافة الجرفية
