ID,名字
ID,EnumName
10001,Ensoleillé ou pluvieux
10002,Ensoleillé
10003,Pluvieux
10004,عاصفة رعدية
10005,سوء الاحوال الجوية
10006,ثلج
10007,عاصفة رملية
10008,عاصفه
10009,عاصفة ثلجية
20001,Est
20002,Au sud
20003,Ouest
20004,Au nord
20005,Up
20006,Bas
30001,Vue à la première personne
30002,Vue à la 3ème personne
30003,Vue de face
30004,Vue du quartier
30005,Vue personnalisée
30006,
40001,X
40002,Y
40003,Z
50001,Système d'angle
50002,Mesure en radians
60001,Journal
60002,Ln
70001,À la baisse
70002,Chiffres arrondis
70003,Vers le haut
80001,Dégâts de mêlée
80002,Dommages à distance
80003,Dommages causés par l'explosion
80004,Dommages causés par le feu
80005,Dommages Poison
80006,Chaos dommages
80007,Chute des dégâts
80008,Suffocation
80009,تجميد الضرر
90001,Oui
90002,Non
100001,Sur
100002,Off
110001,Max.
110002,Min.
120001,Égal à
120002,Pas égal à
120003,Plus grand que
120004,Moins que
120005,Supérieur ou égal à
120006,Inférieur ou égal à
130001,Ajouter
130002,Soustraire
130003,Multiplier
130004,Diviser
140001,HP max.
140002,HP actuel
140003,Récupération HP
140006,Satiété actuelle
140008,Oxygène actuel
140010,Vitesse de déplacement
140011,Vitesse de course
140012,Vitesse furtive
140013,Vitesse de natation
140014,Sauter
140015,Taux d'esquive
140016,Attaque de mêlée
140017,Attack à distance
140018,Défense en mêlée
140019,Défense à distance
140020,Taille du modèle
140022,Étoiles
140023,EXP actuelle
140024,Niveau actuel
140025,endurance maximale
140026,l'endurance actuelle
140027,Endurance taux de récupération
150001,Reste tranquille
150002,Déplacer
150004,Run
150005,Sauter
150006,Double saut
150007,Furtif
150011,La terre
160001,Mobile
160002,Bloc Placeable
160003,Bloc Interactable
160004,Bloc destructible
160005,Point utile
160006,Attaquable
160007,Peut être endommagé
160008,Defeatable
160009,Article de collection
160010,Defeat Drop
160011,Jeter l'article
170001,Team1Red
170002,Team2Blue
170003,Team3Green
170004,Team4Yellow
170005,Team5Orange
170006,Team6Purple
170007,Aucune équipe
180001,Numéro de joueur
180002,Score
190001,Destructible
190002,Interagissable
190003,Peut être poussé
190004,Activer la suppression
200001,Vide
200002,AFK
200003,Se promener
200004,Attaque de mêlée
200005,Attack à distance
200006,Suivre
200007,Nager
200008,S'enfuir
200009,Autodestruction
200010,Attiré
200011,Mate
210001,HP max.
210002,HP min
210003,Récupération HP
210005,Satiété actuelle
210007,Oxygène actuel
210009,Vitesse de déplacement
210011,Vitesse de natation
210012,Puissance de saut
210014,Taux d'esquive
210015,Attaque de mêlée
210016,Attack à distance
210017,Défense en mêlée
210018,Défense à distance
210019,Taille du modèle
220001,Mobile
220002,Attaquable
220003,Defeatable
220004,Article de collection
220005,Defeat Drop
230001,Choisissez une région
240001,Position de l'événement
240002,Spawn Point
240003,Choisissez l'emplacement
250001,Joueurs dans l'événement déclencheur
250002,Joueurs cibles en événement
260001,Air Block
260002,Type de bloc en cas
260003,Dernier type de bloc créé
270001,Type d'élément dans l'événement
270002,Dernier type de propagation créé
280001,Projectile en événement
290001,Drop Item in Event
300001,Créature en événement
300002,Créature ciblée en événement
300003,Choisissez la créature
300004,Dernière créature créée
310001,Émoticônes en événement
320001,VRAI
320002,FAUX
330001,Sin
330002,Cos
330003,Tan
340001,Type d'effet spécial dans l'événement
340002,Dernier type d'effet spécial créé
350001,Au dessus de
350002,Au dessous de
350003,La gauche
350004,Droite
350005,De face
350006,Retour
360001,L'objet qui exécute l'action
370001,pas élevé 1
370002,pas élevé 1 (dièse)
370003,2 pas élevé
370004,2 pas élevé (forte)
370005,Haute pas 3
370006,4 pas élevé
370007,4 pas élevé (forte)
370008,High 5 pas
370009,5 pas élevé (forte)
370010,6 pas élevé
370011,6 pas élevé (dièse)
370012,7 pas élevé
370013,pas Moyen 1
370014,pas Moyen 1 (dièse)
370015,2 pas Moyen-
370016,pas Moyen 2 (dièse)
370017,pas Moyen 3
370018,pas Moyen 4
370019,pas Moyen 4 (dièse)
370020,pas Moyen-5
370021,pas Moyen-5 (forte)
370022,6 pas Moyen-
370023,pas Moyen 6 (dièse)
