ID,名字
ID,EnumName
100203,Temperatur
100307,Schaden an Eliten
100308,Schaden an Tieren
100313,Gefrierschäden
100407,Schaden durch Elites
100408,Schaden von Tieren
100413,Gefrierschaden
100504,Brandschutz
100505,Toxinresistenz.
100506,Verwirrungsresistenz
100508,Frostbeständigkeit.
100908,Freezing-Angriff
101007,Wahrer Schaden
101008,Gefrierschaden
101501,Niedrige Temperatur
101502,Hohe Temperatur
101601,Alle
101602,Wasser-Block
101603,Treibsand-Block
101604,Honig-Block
101605,Lava-Block
101701,Alle
101702,Rohe
101703,Gegrillt
101704,Eier
101705,Medizin
101801,Alle
101802,Gesundheitspunkte
101803,Stamina-Punkte
101804,Schilde
101805,Entschlüsseln
101806,Oxygen
