ID,大类名称
ID,TypeName
1,Möbel
2,Möbel
3,Möbel
4,Möbel
5,Möbel
6,Möbel
7,Möbel
8,Möbel
9,Möbel
10,Möbel
11,Möbel
12,Möbel
13,Möbel
14,Möbel
15,Möbel
16,Möbel
17,Möbel
18,Möbel
19,Möbel
20,Möbel
21,Möbel
22,Möbel
23,Möbel
24,Möbel
25,Möbel
26,Möbel
27,Möbel
28,Möbel
29,Möbel
30,Möbel
31,Möbel
32,Möbel
33,Möbel
34,Möbel
35,Möbel
36,Möbel
37,Möbel
38,Möbel
39,Möbel
40,Möbel
41,Möbel
42,Möbel
43,Architektur
44,Architektur
45,Architektur
46,Architektur
47,Architektur
48,Möbel
49,Möbel
50,Möbel
51,Ausrüstung
52,Ausrüstung
53,Ausrüstung
54,Ausrüstung
55,Ausrüstung
56,Ausrüstung
57,Ausrüstung
58,Ausrüstung
59,Möbel
60,Möbel
61,Möbel
62,Möbel
63,Möbel
64,Möbel
65,Möbel
66,Möbel
67,Möbel
68,Möbel
69,Möbel
70,Möbel
71,Möbel
72,Möbel
73,Möbel
74,Möbel
75,Möbel
76,Möbel
77,Festival
78,Festival
79,Festival
80,Festival
81,Festival
82,Festival
83,Festival
84,Festival
85,Festival
86,Festival
87,Festival
88,Festival
89,Festival
90,Architektur
91,Architektur
92,Architektur
93,Architektur
94,Architektur
95,Architektur
96,Architektur
97,Architektur
98,Architektur
99,Architektur
100,Architektur
101,Biologie
102,Biologie
103,Biologie
104,Architektur
105,Architektur
106,Architektur
107,Architektur
108,Architektur
109,Architektur
110,Architektur
111,Architektur
112,Architektur
113,Architektur
114,Architektur
115,Architektur
116,Architektur
117,Architektur
118,Architektur
119,Architektur
120,Architektur
121,Architektur
122,Architektur
123,Architektur
124,Ausrüstung
125,Ausrüstung
126,Ausrüstung
127,Ausrüstung
128,Ausrüstung
129,Ausrüstung
130,Ausrüstung
131,Ausrüstung
132,Festival
133,Festival
134,Festival
135,Architektur
136,Architektur
137,Architektur
138,Architektur
139,Architektur
140,Architektur
149,Möbel
150,Möbel
151,Möbel
152,Möbel
153,Möbel
