id,地形名称
id,Name
-1,Çalışır
1000,Sığ Deniz
1001,Bozkır
1002,Çöl
1003,Orman
1004,Uçurum
1005,Bataklık
1006,Konifer Ormanı
1007,Orman
1008,Buzul Alanı
1009,Donmuş Okyanus
1010,Donmuş Nehir
1011,Kızıl toprak
1012,Kızıl Toprak Sahili
1013,Çöl Kumulları
1014,Orman Tepesi
1015,Konifer Ormanı Tepesi
1016,Buzdağı
1017,Orman Tepesi
1018,Nehir
1019,Plaj
1020,Uçurum Kenarı
1021,Lava Toprak
1022,Gökada
1023,Havza
1024,Havza Kenarı
1025,Bambu Koruluğu Havzası
1026,Şeftali Ağacı Havzası
1027,Ova
1028,Tepesi
1029,Sunak Ovası
1030,Yüksek Dağ
1031,Tepeler
1032,Gezegen Gökyüzü Adası
1033,Gezegen Gökyüzü Adası
1034,Gezegen Gökyüzü Adası
1035,Gezegen Gökyüzü Adası
1036,Gezegen Gökyüzü Adası
1037,Gezegen Gökyüzü Adası
1038,Gökyüzü Adası Kenarı
1039,Yağmur Ormanı
1040,Gökyüzü Adası Ovası
1041,Çayır Gökyüzü Adası
1042,Volkanik Ana Zirve
1043,Volkanik Ova
1044,Volkanik Dağ Sırası
1045,Volkanik Lava Nehri
1046,Volkanik Krater
1047,Çöl Vahası
1048,Çöl Gölü
1049,Derin Deniz
1050,Terkedilmiş Ada Sahili
1051,Terkedilmiş Ada Merkezi
1052,Kızıl Toprak Adası Sahili
1053,Kızıl Toprak Adası Merkezi
1054,Mercan Adası Sahili
1055,Mercan Adası Merkezi
1056,Kar İğne Yapraklı Orman
1057,Kar Dağı Zirvesi
1058,Kar Dağı İkincil Zirvesi
1059,Kar Dağı Sırtı
1060,Kar Dağı Merkez Sıradağları
1061,Kar Dağı Üssü
1062,Kar Dağı İkincil Zirve Merkezi Menzil
1063,Donmuş Göl
1064,Kanyon
1065,Kanyon kenarı
