ID,名字
ID,EnumName
10001,Güneşli veya yağmurlu
10002,Güneşli
10003,Yağmurlu
10004,fırtına
10005,kötü hava
10006,kar
10007,Kum fırtınası
10008,fırtına
10009,kar fırtınası
20001,Doğu
20002,Güney
20003,Batı
20004,Kuzey
20005,Yukarı
20006,Aşağı
30001,Ana perspektif
30002,Arka perspektif
30003,Ön perspektif
30004,Yukardan perspektif
30005,Özel perspektif
30006,
40001,X
40002,Y
40003,Z
50001,Açı sistemi
50002,radyan sistemi
60001,Log
60002,Ln
70001,Aşağıya doğru
70002,Yuvarlama Numaraları
70003,Yukarıya
80001,Yakın dövüş hasarı
80002,Uzun menzilli hasar
80003,Patlama Hasarı
80004,Yanma Hasarı
80005,Zehir hasarı
80006,Kaos hasarı
80007,Düşme hasarı
80008,Boğulma hasarı
80009,Donma hasarı
90001,Evet
90002,Hayır
100001,Açık
100002,Kapalı
110001,Max.
110002,Min.
120001,Eşit
120002,Eşit değil
120003,Daha fazla
120004,Daha az
120005,Daha büyük veya eşit
120006,Küçük veya eşit
130001,Ekle
130002,Çıkar
130003,Çarp
130004,Böl
140001,Max. HP
140002,Şimdilik HP
140003,HP Kurtarma
140006,Mevcut açlık derecesi
140008,Mevcut oksijen değeri
140010,Hareket hızı
140011,Koşu hızı
140012,Gizli yürüme hızı
140013,Yüzme hızı
140014,Atlama
140015,Atlatma oranı
140016,Yakın saldırısı
140017,Uzak saldırısı
140018,Yakın saldırı savunması
140019,Uzun menzilli savunma
140020,Model boyutu
140022,Yıldız sayısı
140023,Mevcut EXP
140024,Mevcut seviye
140025,Maksimum dayanıklılık
140026,Güncel dayanıklılık
140027,Dayanıklılık iyileşme hız oranı
150001,Hareketsiz
150002,Hareket et
150004,Koş
150005,Atla
150006,Çift atlama
150007,Gizli yürümesi
150011,Yere inmek
160001,Taşınır
160002,Yerleştirilebilir Blok
160003,Bloklarla etkileştirilir
160004,Blok yıkılabilir
160005,Kullanılabilir Eşya
160006,Saldırılır
160007,İncinebilir
160008,Öldürülebilir
160009,Teslim alınabilen eşya
160010,Ölümle düşürülebilir
160011,Bırakabilir eşya
170001,Takım 1 Kırmızı
170002,Takım 2 Mavi
170003,Takım 3 Yeşil
170004,Takım 4 Sarı
170005,Takım 5 Turuncu
170006,Takım 6 Mor
170007,Takım yok
180001,Oyuncu sayısı
180002,Skor
190001,Yok edilebilir
190002,Etkileşebilir
190003,İtilebilir
190004,Düşebilir eşya
200001,Boş
200002,AFK
200003,Dolaşmak
200004,Yakın saldırısı
200005,Uzak saldırısı
200006,Takip et
200007,Yüzmek
200008,Kaçmak
200009,Kendini yok etmek
200010,İlgi çekici
200011,Çiftleşmek
210001,Max. HP
210002,Min. HP
210003,HP Kurtarma
210005,Mevcut açlık derecesi
210007,Mevcut oksijen değeri
210009,Hareket hızı
210011,Yüzme hızı
210012,Atlama gücü
210014,Atlatma Oranı
210015,Yakın saldırısı
210016,Uzak saldırısı
210017,Yakın savunması
210018,Uzak Savunma
210019,Model boyutu
220001,Taşınır
220002,Saldırıya uğrayabilir
220003,Öldürülebilir
220004,Teslim alınabilen eşya
220005,Ölümle düşürebilir
230001,Dünyada bir bölge seçin
240001,Olay yeri
240002,Doğum noktası
240003,Dünyada bir yer seçin
250001,Etkinliği tetikleyen oyuncu
250002,Etkinlikte hedef oyuncu
260001,Hava küpü
260002,Etkinlikteki blok türü
260003,Oluşturulan son blok türü
270001,Etkinlikteki sahne türü
270002,Son oluşturulan eşya türü
280001,Olayı tetikleyen mermi
290001,Etkinlikteki düşen eşya
300001,Olayı tetikleyen yaratık
300002,Etkinlikte hedef yaratık
300003,Dünyada yaratıkları seç
300004,Yaratılan son yaratık
310001,Etkinlikte animasyon emojileri
320001,DOĞRU
320002,YANLIŞ
330001,Sin
330002,Cos
330003,Tan
340001,Etkinlikteki özel efekt türü
340002,Oluşturulan son özel efekt türü
350001,Yukarıya doğru yön
350002,Alta doğru yön
350003,Tam sola yön
350004,Tam sağa yön
350005,Öne yön
350006,Arkaya yön
360001,İşlemi gerçekleştiren obje
370001,Tiz ses 1
370002,Tiz ses 1 (diyez)
370003,Tiz ses 2
370004,Tiz ses 2 (diyez)
370005,Tiz ses 3
370006,Tiz ses 4
370007,Tiz ses 4 (diyez)
370008,Tiz ses 5
370009,Tiz ses 5 (diyez)
370010,Tiz ses 6
370011,Tiz ses 6 (diyez)
370012,Tiz ses 7
370013,Mezzo 1
370014,Mezzo 1(diyez)
370015,Mezzo 2
370016,Mezzo 2(diyez)
370017,Mezzo 3
370018,Mezzo 4
370019,Mezzo 4(diyez)
370020,Mezzo 5
370021,Mezzo 5(diyez)
370022,Mezzo 6
370023,Mezzo 6(diyez)
370024,Mezzo 7
370025,Alto 1
370026,Alto 1 (diyez)
370027,Alto 2
370028,Alto 2 (diyez)
370029,Alto 3
370030,Alto 4
370031,Alto 4 (diyez)
370032,Alto 5
370033,Alto 5 (diyez)
370034,Alto 6
370035,Alto 6 (diyez)
370036,Alto 7
380001,W Tuşu
380002,A Tuşu
380003,S Tuşu
380004,D Tuşu
380005,Boşluk Tuşu
380006,Shift Tuşu
380007,B Tuşu
380008,C Tuşu
380009,E Tuşu
380010,F Tuşu
380011,G Tuşu
380012,H Tuşu
380013,I Tuşu
380014,J Tuşu
380015,K Tuşu
380016,L Tuşu
380017,M Tuşu
380018,N Tuşu
380019,O Tuşu
380020,P Tuşu
380021,Q Tuşu
380022,R Tuşu
380023,T Tuşu
380024,U Tuşu
380025,V Tuşu
380026,X Tuşu
380027,Y Tuşu
380028,Z Tuşu
390001,Kısayol çubuğu 1
390002,Kısayol çubuğu 2
390003,Kısayol çubuğu 3
390004,Kısayol çubuğu 4
390005,Kısayol çubuğu 5
390006,Kısayol çubuğu 6
390007,Kısayol çubuğu 7
390008,Kısayol çubuğu 8
400001,Etkinlikte kısayol çubuğu
410001,Olaydaki Durum efekti
420001,Ekipman Çubuğu 1 (Kask)
