ID,名字,描述
ID,Name,Desc
1001,Örnek hareket hızı,@Null@
1002,Örnek hareket hızı,@Null@
1003,Örnek hareket hızı,@Null@
2001,Örnek kazma hızı,@Null@
3001,İyileşme(LV.1),Her 4 saniyede 5 HP iyileşir.
3002,İyileşme(LV.1),Her 2 saniyede 5 HP iyileşir.
3003,İyileşme(LV.1),Her saniye 5 HP iyileşir.
4001,Sürat koşusu(LV.1),Sprint hızını %25 artır
4002,Sürat koşusu(LV.1),Sprint hızını %50 artır
4003,Sürat koşusu(LV.1),Sprint hızını %75 artır
4004,Sürat koşusu(LV.1),Sprint hızını %75 artır
5001,Hızlı yüzme(LV.1),Yüzme hızı 20% artar.
5002,Hızlı yüzme(LV.1),Yüzme hızı 50% artar.
5003,Hızlı yüzme(LV.1),Yüzme hızı 75% artar.
6001,Yükseğe zıpla(LV.1),Daha yükseğe zıpla
6002,Yükseğe zıpla(LV.2),Daha yükseğe zıpla
6003,Yükseğe zıpla(LV.3),Daha yükseğe zıpla Fakat bacaklarına dikkat et!
6004,Yükseğe zıpla(LV.4),Daha yükseğe zıpla Fakat bacaklarına dikkat et!
6005,Geliştirilmiş Parkur,"Temel hız 90%, atlama 25 arttı."
7001,Çılgın kazma(LV.1),Kazma hızı 20% artar.
7002,Çılgın kazma(LV.2),Kazma hızı 40% artar.
7003,Çılgın kazma(LV.3),Kazma hızı 60% artar.
8001,Yavaş(LV.1),Temel Koşma hızı 25% düşer.
8002,Yavaş(LV.2),Temel Koşma hızı 50% düşer.
8003,Yavaş(LV.3),Temel Koşma hızı 75% düşer.
9001,Kazma yorgunluğu(LV.1),Kazma yorgunluğu 20% düşer.
9002,Kazma yorgunluğu(LV.2),Kazma hızı 50% düşer
9003,Kazma yorgunluğu(LV.3),Kazma hızı 75% düşer
10001,Zarar emme(LV.1),Zararı emmek için 2 hayat puanı verilir.
10002,Zarar emme(LV.2),Zararı emmek için 4 hayat puanı verilir.
10003,Zarar emme(LV.3),Zararı emmek için 6 hayat puanı verilir.
11001,Kritik saldırı!(LV.1),Kritik saldırı zararı 25% artar.
11002,Kritik saldırı!(LV.2),Kritik saldırı zararı 50% artar.
11003,Kritik saldırı!(LV.3),Kritik saldırı zararı 75% artar.
12001,Güçlü geri vuruş(LV.1),Geri vuruş mesafesi 2 metre artar.
12002,Güçlü geri vuruş(LV.2),Geri vuruş mesafesi 4 metre artar.
12003,Güçlü geri vuruş(LV.3),Geri vuruş mesafesi 6 metre artar.
13001,Geri vuruş direnişi(LV.1),Geri vuruş mesafesi 1 metre azalır.
13002,Geri vuruş direnişi(LV.2),Geri vuruş mesafesi 2 metre azalır.
13003,Geri vuruş direnişi(LV.3),Geri vuruş mesafesi 3 metre azalır.
14001,Şanslı kazma(LV.1),Özel eşya düşme olasılığı 1% artar.
14002,Şanslı kazma(LV.2),Özel eşya düşme olasılığı 2% artar.
14003,Şanslı kazma(LV.3),Özel eşya düşme olasılığı 3% artar.
15001,Şanslı Avlama(LV.1),Özel düşme olasılığı 1% artar.
15002,Şanslı Avlama(LV.2),Özel düşme olasılığı 2% artar.
15003,Şanslı Avlama(LV.3),Özel düşme olasılığı 3% artar.
16001,Gece görüşü(LV.1),Gece görünürlüğü 20 artar
16002,Gece görüşü(LV.2),Gece görünürlüğü 40 artar
16003,Gece görüşü(LV.3),Gece görünürlüğü 50 artar
16004,Gece görüşü(LV.4),Gece görünürlüğü 60 artar
16005,Gece görüş 5,Görüş alanının parlaklığı 50 artırılır.
17001,Güçlü saldırı(LV.1),Yakın dövüş zararı 25% artar.
17002,Güçlü saldırı(LV.2),Yakın dövüş zararı 50% artar.
17003,Güçlü saldırı(LV.3),Yakın dövüş zararı 75% artar.
18001,Güçlü ateş(LV.1),Uzun menzil zararı 25% artar.
18002,Güçlü ateş(LV.2),Uzun menzil zararı 50% artar.
18003,Güçlü ateş(LV.3),Uzun menzil zararı 75% artar.
19001,Güçlü patlama(LV.1),Patlama zararı 25% artar.
19002,Güçlü patlama(LV.2),Patlama zararı 50% artar.
19003,Güçlü patlama(LV.3),Patlama zararı 75% artar.
20001,Alev saldırısı(LV.1),Alev zararı 100% artar.
21001,Zehir saldırısı(LV.1),Zehir zararı 100% artar.
22001,Karanlık saldırı(LV.1),Урон от хаоса увеличивается на 100%.
23001,Elit Avcısı Seviye 1,Elitlere yönelik hasar %25 arttırıldı.
23002,Lisanslı Avcı Seviye 2,Elite hasarını %50 artırır.
23003,Elite Avcısı seviye 3,Elitlere karşı hasar artışı %75.
24001,Vahşi Hayvan Avcısı seviye 1,Vahşi hayvanlara verilen hasar %25 artar.
24002,Vahşi Hayvan Avcısı seviye 2,Vahşi hayvanlara karşı hasar %50 artar.
24003,Vahşi Hayvan Avcısı seviye 3.,Vahşi hayvanlara verilen hasar %75 artar.
25001,İnsan avcısı(LV.1),İnsanlara verilen zarar 25% artar.
25002,İnsan avcısı(LV.2),İnsanlara verilen zarar 50% artar.
25003,İnsan avcısı(LV.3),İnsanlara verilen zarar 75% artar.
26001,Yakın dövüş savunması(LV.1),Yakın dövüş zararı 25% azalır
26002,Yakın dövüş savunması(LV.2),Yakın dövüş zararı 50% azalır
26003,Yakın dövüş savunması(LV.3),Yakın dövüş zararı 75% azalır
27001,Uzun menzil savunması(LV.1),Menzil zararı 25% düşer.
27002,Uzun menzil savunması(LV.2),Menzil zararı 50% düşer.
27003,Uzun menzil savunması(LV.3),Menzil zararı 75% düşer.
