ID,描述
ID,Desc
1000,Thời tiết
1001,Khu vực
1002,Vị trí
1003,Định hướng
1004,Tầm nhìn
1005,Giá trị
1006,Thành phần phối hợp
1007,Đơn vị đo góc
1008,Đã sửa lỗi logarit cơ sở
1009,Chuyển đổi số nguyên
1010,Chuỗi ký tự
1011,Loại thiệt hại
1012,Đúng/ Sai
1013,Đóng mở
1014,Giá trị Boolean
1015,Max và Min
1016,So sánh tính toán
1017,Toán học vận hành
1018,Người chơi
1019,Nhóm người chơi
1020,Thuộc tính người chơi
1021,Động thái hoạt động
1022,Cài đặt người chơi
1023,Team
1024,Thuộc tính Team
1025,Loại khối vuông
1026,Cài đặt khối vuông
1027,Công cụ
1028,Loại công cụ
1029,Kiểu ném vật phẩm
1030,Vật phẩm rơi
1031,Sinh vật
1032,Loại sinh vật
1033,Nhóm sinh vật
1034,Trạng thái sinh vật
1035,Thuộc tính sinh vật
1036,Cài đặt sinh vật
1037,Trạng thái
1038,Kích hoạt
1039,Bộ kích hoạt
1040,Thời gian
1041,Biểu cảm động
1042,Biến số riêng
1043,Lượng giác
1044,Vật ném
1045,Hiệu ứng đặc biệt
1046,Hiệu ứng âm thanh
1047,Phương hướng
1048,Đối tượng
1049,Âm sắc
1050,Kịch bản
1051,Phím
1052,Thanh phím tắt
1053,Giá trị ngẫu nhiên
1054,Thanh trang bị
1055,Loại trang bị
1056,Màu sắc
1057,Thông tin hiển thị
1058,Loại thông tin hiển thị
1059,Sản phẩm
1060,Kiểu ngoại hình
1061,Nhóm bất kỳ
1062,Nhóm vị trí
1063,Nhóm khu vực
1064,Nhóm số
1065,Nhóm chuỗi
1066,Nhóm Boolean
1067,Nhóm loại khối
1068,Nhóm loại vật phẩm
1069,Nhóm loại sinh vật
1070,Nhóm thời gian
1071,Nhóm loại hiệu ứng đặc biệt
1072,Sắp xếp
1073,Liên kêt video
1074,Giao diện
1075,Thành phần
1076,Hình ảnh mẫu
1077,Chế độ di chuyển
1078,Đơn vị thời gian
1079,Trạng thái trang
1080,Âm nhạc
1081,Tạm dừng tiếp tục
1082,Cửa sổ hiển thị
1083,Đối tượng toàn cầu
1084,Bảng xếp hàng
1085,Bảng
1086,Chế độ phát
1101,Trang chỉ định
1137,Nhóm địa hình
