ID,名字,Desc
ID,Name,Desc
1001,Thay đổi tốc độ di chuyển,Khiến cho người chơi @1@2
1002,Thay đổi tốc độ đào,Khiến cho tốc độ đào @1
1003,Thay đổi lượng sát thương,Khiến cho người chơi tạo thành @1@2
1004,Nhảy,Lực nhảy của người chơi tăng @1@2
1005,Thay đổi mức HP / độ đói,Khiến cho người chơi lớn nhất@1@2
1006,Tiếp tục thay đổi độ đói,Cứ cách @1 giây thì độ đói của người chơi thay đổi @2 độ
1007,Liên tục hồi máu,Cứ cách @1 giây thì máu của người chơi hồi @2 độ
1008,Liên tục chịu sát thương,Cứ mỗi @1 giây thì người chơi chịu sát thương @2@3
1009,Độ sáng tầm nhìn,Khiến cho độ sáng tầm nhìn tăng @1
1010,Tỷ lệ thương tật,Khiến cho người chơi phải nhận @1@2
1011,Tốc độ đói,Khiến cho tốc độ đói của người chơi @1
1012,May mắn,Người chơi @1 có xác suất @2 để có được @3
1013,Tăng cường ra đòn,Ra đòn tăng @1 lần
1014,Giảm ra đòn,Giảm ra đòn @1 lần
1015,Thể tích mô hình,Thể tích của người chơi @1 @2
1016,Thay đổi mô hình,Thay đổi mô hình thành @1
1017,Chóng mặt và mất phương hướng,Di chuyển theo hướng ngược lại
1018,Bất khả chiến bại,Làm cho người chơi bất khả chiến bại
1019,Bong bóng,Làm cho người chơi được bao quanh bởi bong bóng
1020,Không thể di chuyển,Người chơi không thể di chuyển
1021,Oxy,Oxy của người chơi @3 trong @1 mỗi @2 giây
1022,Hấp thụ sát thương,Người chơi nhận được một lá chắn có thể hấp thụ sát thương @1
1023,Thay đổi sức tấn công,Khiến cho người chơi @1 @2
1024,Đòn tấn công,Tấn công cận chiến sẽ đánh bại kẻ thù @1
1025,Tấn công trạng thái bổ sung,"Khi mục tiêu bị tấn công, sẽ có xác suất @1 có hiệu ứng @3 trong @2 giây"
1026,Thay đổi giá trị phòng thủ,Khiến cho người chơi @1 @2
1027,Chấn thương,"Khi mục tiêu tấn công cận chiến, sẽ có xác suất @1 gây ra sát thương @2"
1028,Leo tường,Người chơi có thể di chuyển trên bất kỳ bề mặt nào như leo thang
1029,Tốc độ phục hồi HP,Tỷ lệ phục hồi HP của nhân vật @1
1030,Tỷ lệ EXP,Tỷ lệ EXP nhân vật @1
1031,% thể lực tối đa,Nhân vật @1 tối đa @2
1032,Thể lực tối đa,Nhân vật @1 tối đa @2
1033,Liên tục phục hồi thể lực,Sau mỗi @1 giây Khôi phục @2 điểm thể lực
1034,Tỷ lệ tiêu hao thể lực,"Khi nhân vật thực hiện @1, tiêu hao thể lực @2"
1035,Tỷ lệ hồi phục thể lực,"Khi nhân vật ở @1, thể lực hồi lại tốc độ @2"
1036,Giảm mệt mỏi,"Khi thể lực của nhân vật được phục hồi từ @1 trở lên, trạng thái mệt mỏi sẽ thuyên giảm"
1037,Nhịn ăn,Không thể sử dụng các mặt hàng thực phẩm
1038,"Khi trạng thái có hiệu lực, hãy thả vật phẩm","Khi bắt đầu trạng thái @1, hãy làm cho nhân vật tạo ra @2"
1039,Thả vật phẩm liên tục,"Mỗi @1 giây, nhân vật tạo ra @2"
1040,Không chạy được,Làm cho nhân vật không thể chạy
1041,"Khi trạng thái kết thúc, thả các vật phẩm","Khi trạng thái @1 kết thúc, nhân vật sẽ tạo ra @2"
1042,Thay đổi mô hình (skin),Đổi mô hình của avatar bạn thành @1
1043,Liên tục phục hồi HP,Phục hồi 2 HP của bản thân và đồng đội mỗi giây
1044,Bị sát thương liên tục,Khiến quái vật nhận 2 sát thương mỗi giây
1045,Bị sát thương do tiêu hao thể lực,Nhân vật nhận được cùng một lượng @1 khi tiêu thụ thể lực
1046,Bị sát thương lúc thực hiện hành động,Nhân vật nhận @2 điểm @3 khi thực hiện @1
1047,Miễn nhiễm trạng thái,Nhân vật miễn dịch
1048,Trạng thái bổ sung,Cung cấp cho nhân vật @2 sau mỗi @1 giây
1049,Cấm thao thác,Cấm mọi hành động của nhân vật
1050,Trạng thái miễn nhiễm,Nhân vật miễn dịch với tất cả các trạng thái của loại @1
1051,Rơi xuống,Làm cho các sinh vật bay rơi xuống đất
1052,Cấm di chuyển,Cấm nhân vật di chuyển
1053,,
1054,,
1055,,
1056,Đính màn hình,Hiển thị miếng dán đính lên màn hình nhân vật
1057,Dừng động tác,Động tác của nhân vật dừng ở khung hình hiện tại
1058,Thay đổi Sticker,Sticker của nhân vật đổi thành chất liệu khối băng
1059,Hiệu ứng khối băng,Thêm hiệu ứng khối băng trên người nhân vật
1060,Kết thúc thay đổi nhiệt độ,Khi trạng thái kết thúc sẽ cài đặt nhiệt độ nhân vật thành @2
1061,Kết thúc phát hiệu ứng âm thanh,Khi trạng thái kết thúc sẽ phát hiệu ứng và âm thanh
1062,Nhiệt độ ảnh hưởng thời gian duy trì,Thời gian trạng thái sẽ thay đổi theo nhiệt độ xung quanh
1063,Tích lũy chịu sát thương giải trừ trạng thái,Tích lũy chịu sát thương @1 đến @2 giải trừ trạng thái
1064,Tiếp tục thay đổi nhiệt độ,Cứ cách @1 giây nhiệt độ nhân vật thay đổi thành @2
1065,Thay đổi nhiệt độ cơ thể,Nhiệt độ môi trường mà nhân vật phải chịu thay đổi thành @1
1066,Thay đổi nhiệt độ xung quanh,Nhiệt độ môi trường trong @1 ô xung quanh nhân vật tăng @2
1067,Khối ngưng tụ và tan chảy,"Ngưng tụ nước trong @1 ô xung quanh nhân vật, và có độ cao trên dưới @2 ô"
1068,Tạo khối ngẫu nhiên xung quanh,"Trong phạm vi hình trụ tròn có bán kính @1 độ cao @2 xung quanh người chơi, cứ cách @3 giây ngẫu nhiên tạo @4 trên đỉnh của một khối vuông"
1069,Khiến người tấn công nhận được trạng thái,"Khi nhận @1 lần tấn công, có @2% tỷ lệ khiến người tấn công nhận @3"
1070,Thay đổi bội suất lượng hồi phục Thức Ăn,Thức Ăn @1 có lượng hồi phục @2 tăng @3
