ID,名字,描述
ID,Name,Desc
1001,Tốc độ di chuyển mẫu,@Null@
1002,Tốc độ di chuyển mẫu,@Null@
1003,Tốc độ di chuyển mẫu,@Null@
2001,Tốc độ đào mẫu,@Null@
3001,Hồi phục (LV.1),Mỗi 4s hồi 5đ HP.
3002,Hồi phục (LV.2),Mỗi 2s hồi 5đ HP.
3003,Hồi phục (LV.3),Mỗi 1s hồi 5đ HP.
4001,Chạy Nhanh (LV.1),Tốc độ chạy tăng 25%.
4002,Chạy Nhanh (LV.2),Tốc độ chạy tăng 50%.
4003,Chạy Nhanh (LV.3),Tốc độ chạy tăng 75%.
4004,Chạy Nhanh (LV.4),Tốc độ chạy tăng 75%.
5001,Bơi Nhanh,Tăng 25% tốc độ bơi.
5002,Bơi Nhanh (LV.2),Tăng 50% tốc độ bơi.
5003,Bơi Nhanh,Tăng 75% tốc độ bơi.
6001,Nhảy Cao  (LV.1),Tăng độ cao khi nhảy
6002,Nhảy Cao (LV.2),Tăng độ cao khi nhảy
6003,Nhảy Cao (LV.3),"Tăng độ cao khi nhảy, coi chừng té gãy chân!"
6004,Nhảy Cao (LV.4),"Tăng độ cao khi nhảy, coi chừng té gãy chân!"
6005,Parkour Nâng Cao,"Tốc độ chạy tăng 90%, nhảy tăng 25."
7001,Đào Điên Cuồng  (LV.1),Tăng 25% tộc độ đào.
7002,Đào Điên Cuồng (LV.2),Tăng 50% tốc độ đào.
7003,Đào Điên Cuồng  (LV.3),Tăng 75% tốc độ đào.
8001,Chậm Chạp 1 (LV.1),Tốc độ chạy giảm 25%.
8002,Chậm Chạp 2 (LV.2),Tốc độ chạy giảm 50%.
8003,Chậm Chạp 3 (LV.3),Tốc độ chạy giảm 75%.
9001,Đào Kiệt Sức (LV.1),Giảm 25% tốc độ đào.
9002,Đào Kiệt Sức (LV.2),Giảm 50% tốc độ đào.
9003,Đào Kiệt Sức (LV.3),Giảm 75% tốc độ đào.
10001,Chịu sát thương  (LV.1),Nhận 2 điểm HP Hấp Thu ST.
10002,Chịu sát thương (LV.2),Nhận 4 điểm HP Hấp Thu ST.
10003,Chịu sát thương (LV.3),Nhận 6 điểm HP Hấp Thu ST.
11001,Đình công nghiêm trọng! (LV.1),Tăng 25% sát thương bạo kích.
11002,Đình công nghiêm trọng! (LV.2),Tăng 50% sát thương bạo kích.
11003,Đình công nghiêm trọng! (LV.3),Tăng 75% sát thương bạo kích.
12001,Đánh Lui Mạnh (LV.1),Tăng 2m cự ly đánh lui.
12002,Đánh Lui Mạnh (LV.2),Tăng 4m cự ly đánh lui.
12003,Đánh Lui Mạnh (LV.3),Tăng 6m cự ly đánh lui.
13001,Kháng Đánh Lui (LV.1),Giảm 1m cự ly bị đánh lui.
13002,Kháng Đánh Lui (LV.2),Giảm 2m cự ly bị đánh lui.
13003,Kháng Đánh Lui (LV.3),Giảm 3m cự ly bị đánh lui.
14001,Đào May Mắn (LV.1),Nhận tỉ lệ rơi đặc biệt tăng 1%.
14002,Đào May Mắn (LV.2),Nhận tỉ lệ rơi đặc biệt tăng 2%
14003,Đào May Mắn (LV.3),Nhận tỉ lệ rơi đặc biệt tăng 3%.
15001,Săn May Mắn (LV.1),Nhận tỉ lệ rơi đặc biệt tăng 1%.
15002,Săn May Mắn (LV.2),Nhận tỉ lệ rơi đặc biệt tăng 2%
15003,Săn May Mắn (LV.3),Nhận tỉ lệ rơi đặc biệt tăng 3%.
16001,Nhìn Đêm (LV.1),Khả năng nhìn ban đêm tăng 20
16002,Nhìn Đêm (LV.2),Khả năng nhìn ban đêm tăng 40
16003,Nhìn Đêm (LV.3),Khả năng nhìn ban đêm tăng 50
16004,Nhìn Đêm (LV.4),Khả năng nhìn ban đêm tăng 60
16005,Nhìn Đêm (LV.5),Khả năng nhìn ban đêm tăng 50
17001,Tấn Công Mạnh  (LV.1),Tăng 25% sát thương cận chiến.
17002,Tấn Công Mạnh  (LV.2),Tăng 50% sát thương cận chiến..
17003,Tấn Công Mạnh (LV.3),Tăng 75% sát thương cận chiến.
18001,Bắn Mạnh (LV.1),Tăng 25% sát thương tầm xa.
