ID,名字
ID,EnumName
10001,Sunny or Rainy
10002,Sunny
10003,Rainy
10004,Thunderstorm
10005,Bad Weather
10006,Snow
10007,Dust Storm
10008,Tempest
10009,Blizzard
20001,East
20002,South
20003,West
20004,North
20005,Up
20006,Down
30001,First-person View
30002,Third-person View
30003,Front View
30004,Top-down View
30005,Custom View
30006,
40001,X
40002,Y
40003,Z
50001,Angle System
50002,Radian System
60001,Log
60002,Ln
70001,Downward
70002,Rounding
70003,Upward
80001,Melee Damage
80002,Ranged Damage
80003,Blast Damage
80004,Burning Damage
80005,Poison Damage
80006,Chaos Damage
80007,Falling Damage
80008,Suffocation
80009,Freezing Damage
90001,Yes
90002,No
100001,On
100002,Off
110001,Max
110002,Min
120001,Equal to
120002,Not Equal to
120003,Greater than
120004,Less than
120005,Greater than or equal to
120006,Less than or equal to
130001,Add
130002,Reduce
130003,Multiply
130004,Divide
140001,Max HP
140002,Current HP
140003,HP Recovery
140006,Current Hunger
140008,Current Oxygen
140010,Movement Speed
140011,Running Speed
140012,Stealth Speed
140013,Swimming Speed
140014,Jump
140015,Dodge Rate
140016,Melee Attack
140017,Ranged Attack
140018,Melee Defense
140019,Ranged Defense
140020,Model Size
140022,Stars
140023,Current EXP
140024,Current Level
140025,Max Stamina
140026,Current stamina
140027,Stamina recovery rate
150001,Static
150002,Move
150004,Run
150005,Jump
150006,Double Jump
150007,Stealth
150011,Land
160001,Moveable
160002,Can place the block
160003,Can interact with the block
160004,Destructible Block
160005,Can use items
160006,Can attack
160007,Can take damage
160008,Defeatable
160009,Can pick up items
160010,Defeat Drop
160011,Can discard items
170001,Team 1 Red
170002,Team 2 Blue
170003,Team 3 Green
170004,Team 4 Yellow
170005,Team 5 Orange
170006,Team 6 Purple
170007,No Team
180001,Player Number
180002,Score
190001,Destructible
190002,Interactable
190003,Can be pushed
190004,Can drop items
200001,Empty
200002,AFK
200003,Strolling
200004,Melee Attack
200005,Ranged Attack
200006,Follow
200007,Swim
200008,Escape
200009,Self-destruction
200010,Drawn
200011,Mate
210001,Max HP
210002,Current HP
210003,HP Recovery
210005,Current Hunger
210007,Current Oxygen
210009,Movement Speed
210011,Swimming Speed
210012,Jumping Force
210014,Dodge Rate
210015,Melee Attack
210016,Ranged Attack
210017,Melee Defense
210018,Ranged Defense
210019,Model Size
220001,Moveable
220002,Can be attacked
220003,Defeatable
220004,Can pick up items
220005,Defeat Drop
230001,Select Area in the world
240001,Event Position
240002,Spawn Point
240003,Select Location in the world
250001,Player that triggered the event
250002,Target Players in Event
260001,Air Block
260002,Block Type in event
260003,Last created block type
270001,Item Type in Event
270002,Last created item type
280001,Projectile that triggered the event
290001,Drops in Event
300001,Creature that triggered the event
300002,Target Creature in Event
300003,Select Creature in the world
300004,Last created creature
310001,Emote in Event
320001,TRUE
320002,FALSE
330001,Sin
330002,Cos
330003,Tan
340001,Special Effect Type in event
340002,Last created special effect type
350001,Up
350002,Down
350003,Left
350004,Right
350005,Front
350006,Back
360001,The object that performs the action
370001,Treble 1
370002,Treble 1 (Sharp)
370003,Treble 2
370004,Treble 2 (Sharp)
370005,Treble 3
370006,Treble 4
370007,Treble 4 (Sharp)
370008,Treble 5
370009,Treble 5 (Sharp)
370010,Treble 6
370011,Treble 6 (Sharp)
370012,Treble 7
370013,Alto 1
370014,Alto 1 (Sharp)
370015,Alto 2
370016,Alto 2 (Sharp)
370017,Alto 3
370018,Alto 4
370019,Alto 4 (Sharp)
370020,Alto 5
370021,Alto 5 (Sharp)
370022,Alto 6
370023,Alto 6 (Sharp)
370024,Alto 7
370025,Bass 1
370026,Bass 1 (Sharp)
370027,Bass 2
370028,Bass 2 (Sharp)
370029,Bass 3
370030,Bass 4
370031,Bass 4 (Sharp)
370032,Bass 5
370033,Bass 5 (Sharp)
370034,Bass 6
370035,Bass 6 (Sharp)
370036,Bass 7
380001,Key W
380002,Key A
380003,Key S
380004,Key D
380005,Key Space
380006,Key Shift
380007,Key B
380008,Key C
380009,Key E
380010,Key F
380011,Key G
380012,Key H
380013,Key I
380014,Key J
380015,Key K
380016,Key L
380017,Key M
380018,Key N
380019,Key O
380020,Key P
380021,Key Q
380022,Key R
380023,Key T
380024,Key U
380025,Key V
380026,Key X
380027,Key Y
380028,Key Z
390001,Quick Bar 1
390002,Quick Bar 2
390003,Quick Bar 3
390004,Quick Bar 4
390005,Quick Bar 5
390006,Quick Bar 6
390007,Quick Bar 7
390008,Quick Bar 8
400001,Quick Bar in event
410001,Status Effect in Event
420001,Equipment Bar 1 (Helmet)
420002,Equipment Bar 2 (Cuirass)
420003,Equipment Bar 3 (Greaves)
420004,Equipment Bar 4 (Boots)
420005,Equipment Bar 5 (Backwear)
430001,Equipment Bar in Event
440001,Creature Type that triggered the event
440002,Target Creature type in event
440003,Last created Creature type
450001,Recipes in event
460001,Melting in event
470001,Storyline in event
480001,Item number in event
490001,Textbox
490002,Floating Text
490003,Progress Bar
490004,Arrow pointing to target object
490005,Arrow pointing to location
490006,Guide area pointing to target object
490007,Guide area pointing to location
490008,Guideline pointing to target object
490009,Guideline pointing to location
500001,Ascending
500002,Descending
510001,Event unit
520001,Current Editing Interface
520002,Event Interface
530001,Fly
530002,Default Movement
540001,Year
540002,Month
540003,Day
540004,Hour
540005,Minute
540006,Second
540007,Timestamp (Seconds)
550001,Event string
570001,Music in event
580001,Pause
580002,Restore
580003,Close
590001,Select Display Panel in the world
600001,Global Object
610001,Loop
610002,Single Play
990001,Common Group
990002,Ocean Group
990003,Desert Group
990004,Ordinary Frigid Zone Group
