ID,名字,描述
ID,Name,Desc
1001,Movement Speed Example,Make player @1 @2
1002,Movement Speed Example,Make player's digging speed @1
1003,Movement Speed Example,Player-caused @1 @2
2001,Digging Speed Example,@Null@
3001,Slowly HP Recovery Lvl 1,Recovers 5 HP every 4 sec.
3002,Slowly HP Recovery Lvl 2,Recovers 5 HP every 2 sec.
3003,Slowly HP Recovery Lvl 3,Recovers 5 HP per sec.
4001,Sprint Lvl 1,Basic Speed increases by 25%.
4002,Sprint Lvl 2,Basic Speed increases by 50%.
4003,Sprint Lvl 3,Basic Speed increases by 75%.
4004,Sprint Lvl 4,Basic Speed increases by 75%.
5001,Fast Swim Lvl 1,Swimming Speed increases by 25%.
5002,Fast Swim Lvl 2,Swimming Speed increases by 50%.
5003,Fast Swim Lvl 3,Swimming Speed increases by 75%.
6001,Jump High Lvl 1,Jump higher
6002,Jump High Lvl 2,Jump higher
6003,Jump High Lvl 3,Jump higher. But watch out for your legs!
6004,Jump High Lvl 4,Jump higher. But watch out for your legs!
6005,Enhanced Parkour,"Basic Speed increased by 90%, and jump height increased by 25."
7001,Crazy Digging Lvl 1,Digging Speed increases by 25%.
7002,Crazy Digging Lvl 2,Digging Speed increases by 50%.
7003,Crazy Digging Lvl 3,Digging Speed increases by 75%.
8001,Slow Lvl 1,Basic Speed reduces by 25%.
8002,Slow Lvl 2,Basic Speed reduces by 50%.
8003,Slow Lvl 3,Basic Speed reduces by 75%.
9001,Digging Exhaustion Lvl 1,Digging Speed reduces by 25%.
9002,Digging Exhaustion Lvl 2,Digging Speed reduces by 50%.
9003,Digging Exhaustion Lvl 3,Digging Speed reduces by 75%.
10001,Absorb DMG Lvl 1,Grants 2 HP to absorb the DMG.
10002,Absorb Damage Lvl 2,Grants 4 HP to absorb the damage.
10003,Absorb Damage Lvl 3,Grants 6 HP to absorb the damage.
11001,Crit Strike Lvl 1,Crit Damage increases by 25%.
11002,Crit Strike Lvl 2,Crit Damage increases by 50%.
11003,Crit Strike Lvl 3,Crit Damage increases by 75%.
12001,Powerful Knockback Lvl 1,Knockback Distance increases by 2 m.
12002,Powerful Knockback Lvl 2,Knockback Distance increases by 4 m.
12003,Powerful Knockback Lvl 3,Knockback Distance increases by 6 m.
13001,Knockback Resist Lvl 1,Knockback Distance reduces by 1 m.
13002,Knockback Resist Lvl 2,Knockback Distance reduces by 2 m.
13003,Knockback Resist Lvl 3,Knockback Distance reduces by 3 m.
14001,Lucky Digging Lvl 1,The chance of special drop increases by 1%.
14002,Lucky Digging Lvl 2,The chance of special drop increases by 2%.
14003,Lucky Digging Lvl 3,The chance of special drop increases by 3%.
15001,Lucky Hunting Lvl 1,The chance of special drop increases by 1%.
15002,Lucky Hunting Lvl 2,The chance of special drop increases by 2%.
15003,Lucky Hunting Lvl 3,The chance of special drop increases by 3%.
16001,Night Vision Lvl 1,Night Visibility increases by 20.
16002,Night Vision Lvl 2,Night Visibility increases by 40.
16003,Night Vision Lvl 3,Night Visibility increases by 50.
