ID,名字,描述
ID,Name,Desc
1,Greet,Wave and say hello
2,Doubt,Small head with many doubts
3,Cry,Weeping
4,Angry,Furious and stomping
5,Stretch,Yawn and stretch
6,Happy,Looking happy
7,Grateful,Bow sincerely
8,Casual,Look around and relax
9,Fall,Fall to the ground suddenly
10,Pose,Put on a charming signature action
11,Exclusive Action,Fluttershy Exclusive Action
12,Exclusive Action,Princess Luna Exclusive Action
13,Exclusive Action,Pinkie Pie Exclusive Action
14,Exclusive Action,Starlight Glimmer Exclusive Action
15,Exclusive Action,Rainbow Dash Exclusive Action
16,Exclusive Action,Princess Cadence Exclusive Action
17,Exclusive Action,Flower Dew Exclusive Action
18,Exclusive Action,Princess Frost Exclusive Action
19,Exclusive Action,Rory Exclusive Action
20,Test Interaction 1,Falling Sakura and Lightning Beam Interactive Action
21,Test Interaction 2,Falling Sakura Lifting up Action
22,Test Interaction 3,Falling Sakura Common Interactive Action
23,Soaring Warbler-Kong Hou,Play Harp
24,Soaring Warbler-Ying Chu,Whirl and Dance
25,Display Martial Soul,Tang San Exclusive Action
26,Display Martial Soul,Xiao Wu Exclusive Action
27,Display Martial Soul,Bibi Dong Exclusive Action
28,Unleash Spirit Skill,Oscar Exclusive Action
29,Display Martial Soul,Ma Hongjun Exclusive Action
30,Display Martial Soul,Dai Mubai Exclusive Action
31,Display Martial Soul,Zhu Zhuqing Exclusive Action
32,Display Martial Soul,Ning Rongrong Exclusive Action
33,Petal Rain,Fecilia exclusive action
34,Petal Rain,Fecilia exclusive action
