ID,大类名称
ID,TypeName
1,Furniture
2,Furniture
3,Furniture
4,Furniture
5,Furniture
6,Furniture
7,Furniture
8,Furniture
9,Furniture
10,Furniture
11,Furniture
12,Furniture
13,Furniture
14,Furniture
15,Furniture
16,Furniture
17,Furniture
18,Furniture
19,Furniture
20,Furniture
21,Furniture
22,Furniture
23,Furniture
24,Furniture
25,Furniture
26,Furniture
27,Furniture
28,Furniture
29,Furniture
30,Furniture
31,Furniture
32,Furniture
33,Furniture
34,Furniture
35,Furniture
36,Furniture
37,Furniture
38,Furniture
39,Furniture
40,Furniture
41,Furniture
42,Furniture
43,Building
44,Building
45,Building
46,Building
47,Building
48,Furniture
49,Furniture
50,Furniture
51,Equipment
52,Equipment
53,Equipment
54,Equipment
55,Equipment
56,Equipment
57,Equipment
58,Equipment
59,Furniture
60,Furniture
61,Furniture
62,Furniture
63,Furniture
64,Furniture
65,Furniture
66,Furniture
67,Furniture
68,Furniture
69,Furniture
70,Furniture
71,Furniture
72,Furniture
73,Furniture
74,Furniture
75,Furniture
76,Furniture
77,Festival
78,Festival
79,Festival
80,Festival
81,Festival
82,Festival
83,Festival
84,Festival
85,Festival
86,Festival
87,Festival
88,Festival
89,Festival
90,Building
91,Building
92,Building
93,Building
94,Building
95,Building
96,Building
97,Building
98,Building
99,Building
100,Building
101,Creature
102,Creature
103,Creature
104,Building
105,Building
106,Building
107,Building
108,Building
109,Building
110,Building
111,Building
112,Building
113,Building
114,Building
115,Building
116,Building
117,Building
118,Building
119,Building
120,Building
121,Building
122,Building
123,Building
124,Equipment
125,Equipment
126,Equipment
127,Equipment
128,Equipment
129,Equipment
130,Equipment
131,Equipment
132,Festival
133,Festival
134,Festival
135,Building
136,Building
137,Building
138,Building
139,Building
140,Building
149,Furniture
150,Furniture
151,Furniture
152,Furniture
153,Furniture
