ID,名字,Desc
ID,Name,Desc
1001,Change Movement Speed,The player's @1 @2
1002,Change Digging Speed,The player's Digging Speed @1
1003,Change Damage Rate,The @1 that the player dealt @2
1004,Jump,Increases the Jumping Force of the player by @1
1005,Change Max HP/Hunger,The player's max @1 @2
1006,Change Hunger Over Time,"Every @1 sec, the player's Hunger will @2 point(s)"
1007,Recover HP Over Time,"Every @1 sec, the player's HP recovers @2"
1008,Take Damage Over Time,"Every @1 sec, the player takes @2 @3"
1009,Night Visibility,The player's Night Visibility @1
1010,Damage Taken Rate,The player takes @1 @2
1011,Hunger Speed,The player's Hunger Speed @1
1012,Luck,The player has a @2 chance to get @3× dropped items when @1
1013,Knockback Enhancement,Knockback distance increases by @1 grid(s)
1014,Knockback Resistance,Knockback distance decreases by @1 grid(s)
1015,Model Volume,The size of the player's @1 @2
1016,Change Model,Change the mode into @1
1017,Dizzy,Reverse the direction
1018,Invincible,The player becomes invincible
1019,Bubble,The player gets surrounded by bubbles
1020,Stuck,The player can't move and spins in place
1021,Oxygen,The player's Oxygen @3 in @1 every @2 sec
1022,Absorb Damage,The player gets a shield that can absorb @1 damage
1023,Change Attack,The player's @1 @2
1024,Knockup,The player's Melee Attack will knock the target up for @1 grids
1025,Attack Buff,"When the target is hit, there's a @1 chance to attach a @3 status for @2 sec."
1026,Change Defense,The player's @1 @2
1027,Reflect Damage,"When the player is hit by Melee Attack, there's a @1 chance to deal @2 damage to the attacker."
1028,Wall Climbing,The player can move on any side like climbing a ladder
1029,HP Recovery Rate,The player's HP Recovery Rate @1
1030,EXP Rate,The player's EXP Rate @1
1031,Max Stamina Percentage,The player's Max @1 @2
1032,Max Stamina,The player's Max @1 @2
1033,Recover Stamina Over Time,Recovers @2 Stamina every @1 sec
1034,Stamina Exhaustion Rate,"When the player performs @1, Stamina Exhaustion @2."
1035,Stamina Recovery Rate,"When the player is in @1 status, Stamina Recovery Rate @2."
1036,Recover from Exhaustion,"When the player's Stamina recovers to above @1, the Exhaustion status is removed."
1037,Fasting,Unable to consume food
1038,Drop items when the status is in effect,"When in @1 status, the player will produce @2."
1039,Drop items over time,"Every @1 sec, the player will produce @2."
1040,Unable to run,The player is unable to run
1041,Drop items when the status ends,"When @1 status ends, the player will produce @2."
1042,Change Model (Skin),Change the mode into @1
1043,Recover HP Over Time,Recovers the HP of you and your teammates by 2 per sec
1044,Take Damage Over Time,Deals 2 damage to the monster per sec
1045,Take damage from consuming Stamina,Takes the same amount of @1 when consuming Stamina
1046,Take damage from performing an action,Takes @2 @3 when performing @1
1047,Status Immunity,The player is immune to @1
1048,Extra Buff,The player gets @2 every @1 sec
1049,No Operation,No actions
1050,Status Type Immunity,The player is immune to all debuffs of @1
1051,Fall,Shoot down flying creatures
1052,No Movement,No Movement
1053,,
1054,,
1055,,
1056,Screen Applique,Make the character's screen display appliques
1057,Stop Action,Make the character stop at the current frame
1058,Change Texture,Change the character's texture to an ice material
1059,Ice Special Effect,Add ice special effects to the character
1060,End the temperature change,Set the character's temperature to @2 when the status ends
1061,End playing special effects and sound effects,Play special effects and sound effects when the status ends
1062,Temperature affects the duration,The duration of the status will change due to the surrounding temperature
1063,Remove the status when taking cumulative damage,The status is removed when the cumulative @1 damage reaches @2
1064,Change Temperature Over Time,Change the character's temperature by @2 every @1s
1065,Apparent Temperature Change,Change the environmental temperature affecting the character by @1
1066,Surrounding Temperature Change,Increase the environmental temperature within @1 grids around the character by @2
1067,Block Condensation and Melting,"Make water freeze within @1 grids around the character, with a height difference of @2 grids above and below"
1068,Randomly generate blocks nearby,"Within the cylindrical area around the player with a radius of @1 and a height of @2, generate @4 on the top surface of a random block every @3s"
1069,Grants the attacker a status,"When taking @1 attacks, there is a @2% chance to grant @3 to the attacker"
1070,Food restoration multiplier is changed,@1Food@2 restoration amount is increased @3
