ID,内容
ID,Content
1000000,Wake up! Wake up!
1000001,You finally woke up! You scared me to death!
1000002,Everything was going smoothly until a large amount of Void Energy suddenly condensed in the Starlink just before we arrived at Miras!
1000003,"Everyone was scattered in an instant, and it seems that only we barely made it to Miras. I don't know what happened to the others..."
1000004,Are you okay? We should check our condition first.
1000011,"Take a look at this, it displays the HP and Stamina."
1000012,"The red bar represents your current HP, which can be very dangerous if it gets too low. Please keep an eye on it at all times."
1000013,The yellow bar represents your current remaining stamina.
1000014,"If it's too low, you will become very tired and your efficiency will decrease. If you encounter danger, you may not be able to cope with it. So please pay attention to it at all times!"
1000021,"The area at the bottom is called the ""Quickbar"". By clicking on the slots, you can quickly switch between the items you have in your hand."
1000022,"You're not in a good condition now, let's eat something to recover!"
1000023,Click on this and hold it in your hand.
1000031,"The area below is called the ""quickbar"". You can quickly switch between the items you are holding by pressing the corresponding ""number keys"""
1000032,"You're not in a good condition now, let's eat something to recover!"
1000033,Switch to this slot and hold it in your hand.
1000041,"Look! You've got the food now. Hold down the ""Use"" button to eat it."
1000051,Look! You've got the food now. hehe. Hold down the right mouse button to eat it.
1000061,"Now your condition is much better, let's check your body status."
1000062,Follow me and take two steps forward. Push the joystick forward to move ahead.
1000063,Now let's move backwards. Push the joystick backwards to move backwards.
1000064,Great! Now let's take a few steps to the left. Try pushing the joystick to the left.
1000065,"Correct, now the last direction is to the right. Push the joystick to the right."
1000071,"Now your condition is much better, let's check your body status."
1000072,"Follow me and walk forward. Press the ""W"" key on your keyboard to move forward."
1000073,"Good job! Now let's move backward. Press the ""S"" key on the keyboard to move backward."
1000074,"Alright, now let's walk to the left. Try pressing the ""A"" key on your keyboard."
1000075,"That's right, now let's go right. Press the ""D"" key on the keyboard."
1000081,"It seems like there's no major issue with your body. Next, let's try jumping."
1000082,"Press this button once to jump, try jumping onto the nearby block."
1000083,Jumping seems to be working properly. Let me think... let's try stealth. We can enter the stealth mode by pressing this button.
1000091,"It seems like there are no major issues with your body, let's try jumping next."
1000092,"Press the ""Space"" key to jump. Try jumping onto the nearby blocks."
1000093,"Jumping seems to be working properly. Let me think... let's try stealth. We can enter the stealth mode by pressing the ""shift"" key"
1000101,"Great, both jumping and stealth seem to be working fine. Remember to stay in stealth mode to avoid falling off the edges of blocks."
1000102,"To complete the last check, try turning your head to face my position."
1000103,Pay attention to my instructions and swipe the screen in my direction to turn. Let's begin when you are ready.
1000104,"First, let's start with the left side. I'm here, so swipe the screen to the left."
1000105,Then look to the right. Swipe the screen towards the right side.
1000106,"Now let's look up. Swipe the screen to find where I am, hehe."
1000107,Next is downwards. Can you find me?
1000108,"Finally, let's check the back side. You'll need to swipe a bit further to find me this time."
1000111,"Great, both jumping and stealth seem to be working fine. Remember to stay in stealth mode to avoid falling off the edges of blocks."
1000112,"To complete the last check, try turning your head to face my position."
1000113,Pay attention to my instructions and move the mouse in the direction of my location to turn around. Are you ready? Let's begin.
1000114,"First, let's look to the left. I'm here. Move your mouse to the left."
1000115,Then it's the right side. Move the mouse to the right.
1000116,Now let's look up. Move the mouse to find where I am.
1000117,Next is downwards. Can you find me?
1000118,The last one is the back side. You'll have to move the mouse a bit further this time.
1000121,"Full body check is done! Great, everything is normal. Oh, what is that?"
1000122,"It seems to be a dilapidated house. If we repair it, it should be able to serve as our temporary base!"
1000131,"Oops, we got sidetracked. Let's quickly review our mission."
1000132,Although the Void Phantom still appears to be sealed within the volcano on Miras.
1000133,"But its apostles have been secretly supplying it with a large amount of creative power, and now the seal is like a candle in the wind."
1000134,"However, it is precisely because the Void Phantom now urgently wants to open the Triangle Door and has consumed a lot of Void power. Now is the perfect time to eliminate it!"
