ID,名字,描述
ID,Name,Desc
1,Mini Coin ×50,@Null@
2,Mini Coin ×250,@Null@
3,Mini Coin ×500,With a bonus gift of 25 Mini Coins
4,Mini Coin ×1000,With a bonus gift of 100 Mini Coins
5,Mini Coin ×2500,With a bonus gift of 500 Mini Coins
6,Mini Coin ×5000,With a bonus gift of 1500 Mini Coins
7,Mini Coin ×100,With a bonus gift of 100 Mini Coins (Limited to 1 purchase)
8,Mini Coin ×300,With a bonus gift of 300 Mini Coins (Limited to 1 purchase)
11,13 Mini Coins,
12,14 Mini Coins,
13,27 Mini Coins,
14,41 Mini Coins,
17,20 Mini Coins,
20,25 Mini Coins,
21,"14,400 Mini Coins","With a bonus gift of 4,600 Mini Coins"
22,33 Mini Coins,With a bonus gift of 33 Mini Coins (First Purchase Only)
23,150 Mini Coins,With a bonus gift of 150 Mini Coins (First Purchase Only)
