ID,名字,描述
ID,Name,Desc
3001,@Null@,@Null@
3002,@Null@,@Null@
3003,@Null@,@Null@
3004,@Null@,@Null@
3005,@Null@,@Null@
3006,@Null@,@Null@
3007,@Null@,@Null@
3008,@Null@,@Null@
3009,@Null@,@Null@
3010,Pedagang Kembara,@Null@
3011,Pedagang Gurun,@Null@
3012,Pedagang Salji,@Null@
3013,Pedagang Kristmas,@Null@
3014,Pedagang Tahun Baru,@Null@
3015,Pedagang Tahun Baru Cina,@Null@
3016,Pedagang Ulang Tahun,@Null@
3017,Pedagang 1 Jun,@Null@
3018,Pedagang Angkasa Lepas,@Null@
3019,Pedagang Pulau Terapung.,@Null@
3020,Wish Trader.,@Null@
3021,Duta cinta,@Null@
3022,Peniaga melancong,@Null@
3023,0,@Null@
3024,0,@Null@
3025,0,@Null@
3026,0,@Null@
3027,0,@Null@
3028,0,@Null@
3029,0,@Null@
3030,0,@Null@
3031,0,@Null@
3032,0,@Null@
3033,0,@Null@
3034,0,@Null@
3035,0,@Null@
3036,0,@Null@
3037,0,@Null@
3038,0,@Null@
3039,0,@Null@
3040,0,@Null@
3095,Kaka,
3096,Nini,
3097,Big Sam,
3098,Scott Lee,
3099,Darwin Lee,
3100,0,@Null@
3101,Pahlawan Boarman,
3102,Bayi Liar,@Null@
3103,Graviti,@Null@
3104,Planeteer Misterius.,@Null@
3105,Boarman Spearman,
3106,Perayaan Boarman.,@Null@
3107,Kelawar,@Null@
3108,0,@Null@
3109,Bom Telur,@Null@
3110,Rocki,@Null@
3111,Frosti,@Null@
3112,Bulli,@Null@
3113,Rooki,@Null@
3114,Froosti,@Null@
3115,Buulli,@Null@
3116,Frocki,@Null@
3117,Roclli,@Null@
3118,Froslli,@Null@
3119,0,@Null@
3120,Tukang Daging Ganas,@Null@
3121,Orang-orangan Sawah,@Null@
3122,Tukang Daging Ganas (diperbaiki),@Null@
3123,Orang-orangan Sawah Makhluk Asing,@Null@
3124,Rocki Jinak,@Null@
3125,Frosti Jinak,@Null@
3126,Bulli Jinak,@Null@
3127,0,@Null@
3128,0,@Null@
3129,0,@Null@
3130,Raksasa Lava,@Null@
3131,Pemanah Sulfur,@Null@
3132,Pemanah Chaos,@Null@
3133,0,@Null@
3134,0,@Null@
3135,Frost Boarman Shaman,
3136,0,@Null@
3137,0,@Null@
3138,0,@Null@
3139,0,@Null@
3140,0,@Null@
3141,0,@Null@
3142,0,@Null@
3143,0,@Null@
3144,0,@Null@
3145,0,@Null@
3146,0,@Null@
3147,0,@Null@
3148,0,@Null@
3149,0,@Null@
3150,0,@Null@
3151,0,@Null@
3152,0,@Null@
3153,0,@Null@
3154,0,@Null@
3155,0,@Null@
3156,0,@Null@
