ID,名字
ID,EnumName
100101,Kelajuan Asas
100102,Kelajuan Berlari
100103,Kelajuan Berenang
100104,Kelajuan Menyelinap
100201,HP
100202,Tahap kelaparan
100203,Suhu
100301,Kecederaan Serangan dekat
100302,Kecederaan Serangan jauh
100303,Kecederaan Ledakan
100304,Kecederaan Kebakaran
100305,Kecederaan Keracunan
100306,Kecederaan Huru Hara
100307,Kecederaan terhadap Elit
100308,Kecederaan terhadap haiwan
100309,Kecederaan terhadap pemain
100310,Kecederaan terhadap orang liar
100311,Semua kecederaan
100313,Kerosakan Pembekuan
100401,Kecederaan Serangan dekat
100402,Kecederaan Serangan jauh
100403,Kecederaan Ledakan
100404,Kecederaan Kebakaran
100405,Kecederaan Keracunan
100406,Kecederaan Huru Hara
100407,Kecederaan daripada elit
100408,Kecederaan daripada haiwan
100409,Kecederaan disebabkan oleh pemain
100410,Kecederaan disebabkan oleh orang liar
100411,Kecederaan kejatuhan
100412,Semua kecederaan
100413,Kerosakan Pembekuan
100501,Pertahanan serangan dekat
100502,Pertahanan serangan jauh
100503,Pertahanan ledakan
100504,Pertahanan api
100505,Pertahanan racun
100506,Pertahanan Chaos
100507,Semua pertahanan
100508,Pertahanan beku
100601,Gali
100602,Berburu
100701,Seluruh badan
100702,Kepa
100801,Dalam air
100802,Luar Angkasa
100901,Serangan dekat
100902,Serangan jauh
100903,Serangan ledakan
100904,Serangan kebakaran
100905,Serangan keracunan
100906,Serangan huru-hara
100907,Segala serangan
100908,Serangan Pembekuan
101001,Kecederaan Serangan dekat
101002,Kecederaan Serangan jauh
101003,Kecederaan Ledakan
101004,Kecederaan Kebakaran
101005,Kecederaan Keracunan
101006,Kecederaan Huru Hara
101007,Kecederaan tetap
101008,Kerosakan Pembekuan
101101,Stamina
101102,Meningkatkan stamina
101201,Semua tindakan yang menurunkan stamina
101202,Berlari
101203,Berenang
101204,Lari lompat
101205,Menggali Blok
101206,Gunakan alat untuk simpan tenaga
101301,Status pemulihan semua stamina
101302,Berhenti
101303,Berjalan
101304,Menyelinap
101401,Senaman berat
101402,Lari
101403,Berenang
101404,Berlari melompat
101405,Blok perlombongan
101406,Guna alatan  mengecas
101501,Suhu rendah
101502,Suhu Tinggi
101601,Semua
101602,Blok Air
101603,Blok Quicksand
101604,Blok Madu
101605,Blok Lava
101701,Semua
101702,Mentah
101703,Panggang
101704,Masak
101705,Ubat
101801,Semua
101802,HP
101803,Stamina
101804,Perisai
101805,Kehendak
101806,Oksigen
