ID,大类名称
ID,TypeName
1,Perabot
2,Perabot
3,Perabot
4,Perabot
5,Perabot
6,Perabot
7,Perabot
8,Perabot
9,Perabot
10,Perabot
11,Perabot
12,Perabot
13,Perabot
14,Perabot
15,Perabot
16,Perabot
17,Perabot
18,Perabot
19,Perabot
20,Perabot
21,Perabot
22,Perabot
23,Perabot
24,Perabot
25,Perabot
26,Perabot
27,Perabot
28,Perabot
29,Perabot
30,Perabot
31,Perabot
32,Perabot
33,Perabot
34,Perabot
35,Perabot
36,Perabot
37,Perabot
38,Perabot
39,Perabot
40,Perabot
41,Perabot
42,Perabot
43,Bangunan
44,Bangunan
45,Bangunan
46,Bangunan
47,Bangunan
48,Perabot
49,Perabot
50,Perabot
51,Kelengkapan
52,Kelengkapan
53,Kelengkapan
54,Kelengkapan
55,Kelengkapan
56,Kelengkapan
57,Kelengkapan
58,Kelengkapan
59,Perabot
60,Perabot
61,Perabot
62,Perabot
63,Perabot
64,Perabot
65,Perabot
66,Perabot
67,Perabot
68,Perabot
69,Perabot
70,Perabot
71,Perabot
72,Perabot
73,Perabot
74,Perabot
75,Perabot
76,Perabot
77,Perayaan
78,Perayaan
79,Perayaan
80,Perayaan
81,Perayaan
82,Perayaan
83,Perayaan
84,Perayaan
85,Perayaan
86,Perayaan
87,Perayaan
88,Perayaan
89,Perayaan
90,Bangunan
91,Bangunan
92,Bangunan
93,Bangunan
94,Bangunan
95,Bangunan
96,Bangunan
97,Bangunan
98,Bangunan
99,Bangunan
100,Bangunan
101,Makhluk
102,Makhluk
103,Makhluk
104,Bangunan
105,Bangunan
106,Bangunan
107,Bangunan
108,Bangunan
109,Bangunan
110,Bangunan
111,Bangunan
112,Bangunan
113,Bangunan
114,Bangunan
115,Bangunan
116,Bangunan
117,Bangunan
118,Bangunan
119,Bangunan
120,Bangunan
121,Bangunan
122,Bangunan
123,Bangunan
124,Kelengkapan
125,Kelengkapan
126,Kelengkapan
127,Kelengkapan
128,Kelengkapan
129,Kelengkapan
130,Kelengkapan
131,Kelengkapan
132,Perayaan
133,Perayaan
134,Perayaan
135,Bangunan
136,Bangunan
137,Bangunan
138,Bangunan
139,Bangunan
140,Bangunan
149,Perabot
150,Perabot
151,Perabot
152,Perabot
153,Perabot
