ID,名字
ID,EnumName
100101,Velocidad Básica
100102,Velocidad de carrera
100103,Velocidad de natación
100104,Velocidad furtiva
100201,HP
100202,Punto de hambre
100203,Temperatura
100301,Daño Meele
100302,Damge a distancia
100303,Daño de Explosión
100304,Daño Quemar
100305,Daño tóxico
100306,Daño del caos
100307,Daño a élites
100308,Daño a bestias
100309,Daño al jugador
100310,Daño al salvaje
100311,Todos los daños
100313,Daño Congelante
100401,Daño Meele
100402,Damge a distancia
100403,Daño de Explosión
100404,Daño Quemar
100405,Daño tóxico
100406,Daño del caos
100407,Daño de élites
100408,Daño de bestias
100409,Daño del jugador
100410,Daño de salvaje
100411,Daño cayendo
100412,Todos los daños
100413,Daño Congelante
100501,Meele Defense
100502,Defensa a distancia
100503,Defensa contra explosiones
100504,Resistencia a quemaduras
100505,Resistencia al veneno
100506,Resistencia al caos
100507,Toda la defensa
100508,Resistencia al congelamiento
100601,Cavar
100602,Cazar
100701,Cuerpo
100702,Cabeza
100801,Submarino
100802,En el espacio
100901,Ataque Meele
100902,Ataque a distancia
100903,Ataque de explosión
100904,Ataque Quemar
100905,Ataque Tóxico
100906,Ataque del caos
100907,Todo el ataque
100908,Ataque Congelante
101001,Daño Meele
101002,Damge a distancia
101003,Daño de Explosión
101004,Daño de llama
101005,Daño tóxico
101006,Daño del caos
101007,Daño verdadero
101008,Daño Congelante
101101,Fuerza física
101102,Ampliar la resistencia
101201,Todas las acciones que agotan la resistencia
101202,Correr
101203,Nadar
101204,Salto corriendo
101205,Bloque de excavación
101206,Utilice herramientas cargadas
101301,Todo el estado de recuperación de Stamina
101302,Inactivo
101303,Caminar
101304,Furtivo
101401,Ejercicio intenso
101402,Correr
101403,Nadar
101404,Salta corriendo
101405,Cavar bloque
101406,Usa herramientas para cargar
101501,Baja Temperatura
101502,Alta Temperatura
101601,Todo
101602,Bloque de Agua
101603,Bloque de Arena Movediza
101604,Bloque de Miel
101605,Bloque de Lava
101701,Todo
101702,Crudo
101703,Asado
101704,Hervido
101705,Medicina
101801,Todo
101802,HP
101803,Resistencia
101804,Escudo
101805,Firmeza
101806,Oxígeno
