ID,名字,描述
ID,Name,Desc
3001,@Null@,@Null@
3002,@Null@,@Null@
3003,@Null@,@Null@
3004,@Null@,@Null@
3005,@Null@,@Null@
3006,@Null@,@Null@
3007,@Null@,@Null@
3008,@Null@,@Null@
3009,@Null@,@Null@
3010,Mercader viajante,@Null@
3011,Mercader del desierto,@Null@
3012,Mercader del hielo,@Null@
3013,Mercader de Navidad,@Null@
3014,Mercader de Año Nuevo,@Null@
3015,Mercader del festival de la primavera,@Null@
3016,Mercader del aniversario,@Null@
3017,Mercader del 1 de junio,@Null@
3018,Comerciante Horas,@Null@
3019,Comerciante de las islas flotantes,@Null@
3020,Comerciante de deseos,@Null@
3021,Embajador del amor,
3022,Mercader viajante,
3023,ID de Reserva,@Null@
3024,ID de Reserva,@Null@
3025,ID de Reserva,@Null@
3026,ID de Reserva,@Null@
3027,ID de Reserva,@Null@
3028,ID de Reserva,@Null@
3029,ID de Reserva,@Null@
3030,ID de Reserva,@Null@
3031,ID de Reserva,@Null@
3032,ID de Reserva,@Null@
3033,ID de Reserva,@Null@
3034,ID de Reserva,@Null@
3035,ID de Reserva,@Null@
3036,ID de Reserva,@Null@
3037,ID de Reserva,@Null@
3038,ID de Reserva,@Null@
3039,ID de Reserva,@Null@
3040,ID de Reserva,@Null@
3095,Kaka,
3096,Nini,
3097,Big Sam,
3098,Scott Lee,
3099,Darwin Lee,
3100,Modelo Biológico,@Null@
3101,Guerrero Salvaje,
3102,Bebé Salvaje,@Null@
3103,Gravidad,@Null@
3104,Hombre del Planeta Misterioso,@Null@
3105,Lancero Salvaje,
3106,Salvaje Festivo,@Null@
3107,Murciélago,@Null@
3108,ID de Reserva,@Null@
3109,Huevo explosivo,@Null@
3110,Rocki,@Null@
3111,Frosti,@Null@
3112,Bulli,@Null@
3113,Rooki,@Null@
3114,Froosti,@Null@
3115,Buulli,@Null@
3116,Frocki,@Null@
3117,Roclli,@Null@
3118,Froslli,@Null@
3119,ID de Reserva,@Null@
3120,Acuariciador Rabugento,@Null@
3121,Espantapájaros,@Null@
3122,Acuariciador Rabugento (Domado),@Null@
3123,Espantón Alienígena,@Null@
3124,Amansado Rocki,@Null@
3125,Amansado Frosti,@Null@
3126,Amansado Bulli,@Null@
3127,ID de Reserva,@Null@
3128,ID de Reserva,@Null@
3129,ID de Reserva,@Null@
3130,Gigante Derretido,@Null@
3131,Arquero de azufre,@Null@
3132,Arqueiro do Caos,@Null@
3133,ID de Reserva,@Null@
3134,ID de Reserva,@Null@
3135,Chamán Salvaje de Escarcha,
3136,ID de Reserva,@Null@
3137,ID de Reserva,@Null@
3138,ID de Reserva,@Null@
3139,ID de Reserva,@Null@
3140,ID de Reserva,@Null@
