ID,描述
ID,Desc
1000,Temperie
1001,Región
1002,Lugar
1003,Orientación
1004,Vista
1005,Valor
1006,Componente Coordenada
1007,Unidad de Ángulo Medición
1008,Logaritmo con Base Fija
1009,Conversión de Núm. Redondo
1010,String Caracteres
1011,Tipo de Daño
1012,Sí/No
1013,Interruptor
1014,Valor Boolean
1015,Max. y Min.
1016,Operador Comparación
1017,Operador Matemático
1018,Jugador
1019,Grup. Jugador
1020,Atributos de Jugador
1021,Estado Movim.
1022,Config. Jugador
1023,Equipo
1024,Atributos de Equipo
1025,Tipo Bloque
1026,Config. Bloque
1027,Objeto
1028,Tipo Objeto
1029,Tipo Proyectil
1030,Objeto Caído
1031,Criatura
1032,Tipo Criatura
1033,Grup. Criatura
1034,Estado Movim. de Criatura
1035,Atributo Criatura
1036,Config. Criatura
1037,Estado
1038,Activador
1039,Grupo Activador
1040,Temporizador
1041,Emoticono
1042,Variable Privada
1043,Trigonométrico
1044,Proyectil
1045,Tipo de Efecto Especial
1046,EfectoSonido
1047,Dirección
1048,Objeto
1049,Tono
1050,Script
1051,Teclado
1052,AtajoTeclado
1053,Valor Aleatorio
1054,Barra Equip.
1055,Tipo de Equip.
1056,Color
1057,Mostrar Info
1058,Tipo de Mostrar Info
1059,Producto
1060,Apariencia
1061,Cualquier grupo
1062,Grupo de ubicación
1063,Grupo regional
1064,Grupo numérico
1065,Grupo de cuerdas
1066,Grupo booleano
1067,Grupo de tipo de bloque
1068,Grupo de tipo de artículo
1069,Grupo de tipo de criatura
1070,Grupo de temporizador
1071,Grupo de tipo de efecto especial
1072,Clasificar
1073,Enlace de video
1074,Interfaz
1075,Componente
1076,Plantilla de imagen
1077,Modo de movimiento
1078,Unidad de tiempo
1079,Estado de la página
1080,Música
1081,Pausa Reanudar
1082,Ventana de visualización
1083,Objeto Global
1084,Tabla de clasificación
1085,Tabla
1086,Modo de Reproducción
1101,Especificar Página
1137,Grupo de Terreno
