ID,名字,描述
ID,Name,Desc
1001,@Null@,@Null@
1002,@Null@,@Null@
1003,@Null@,@Null@
2001,@Null@,@Null@
3001,Recuperación Lenta Vida(Nivel 1),Recupera 5 PS cada 4 segundos.
3002,Recuperación Lenta Vida(Nivel 2),Recupera 5 PS cada 2 segundos.
3003,Recuperación Lenta Vida(Nivel 3),Recupera 5 PS cada 1 segundos.
4001,Esprintar(Nivel 1),Aumenta la velocidad en un 25%.
4002,Esprintar(Nivel 2),Aumenta la velocidad en un 50%.
4003,Esprintar(Nivel 3),Aumenta la velocidad en un 75%.
4004,Esprintar(Nivel 4),Aumenta la velocidad en un 75%.
5001,Natación rápida(Nivel 1),La velocidad de natación aumenta un 25%.
5002,Natación rápida(Nivel 2),La velocidad de natación aumenta un 50%.
5003,Natación rápida(Nivel 3),La velocidad de natación aumenta un 75%.
6001,Salto alto(Nivel 1),Salta más alto.
6002,Salto alto(Nivel 2),Salta más alto.
6003,Salto alto(Nivel 3),Salta más alto. ¡Pero ten cuidado con las piernas!
6004,Salto alto(Nivel 4),Salta más alto. ¡Pero ten cuidado con las piernas!
6005,Parkour Mejorado,La Velocidad básica aumenta en 90% y la altura de salto aumenta en 25.
7001,Cavación demencial(Nivel 1),La velocidad de cavación aumenta un 25%.
7002,Cavación demencial(Nivel 2),La velocidad de cavación aumenta un 50%.
7003,Cavación demencial(Nivel 3),La velocidad de cavación aumenta un 75%.
8001,Lento(Nivel 1),La velocidad se reduce un 25%.
8002,Lento(Nivel 2),La velocidad se reduce un 50%.
8003,Lento(Nivel 3),La velocidad se reduce un 75%.
9001,Cansancio al cavar(Nivel 1),La velocidad de cavación se reduce un 25%.
9002,Cansancio al cavar(Nivel 2),La velocidad de cavación se reduce un 50%.
9003,Cansancio al cavar(Nivel 3),La velocidad de cavación se reduce un 75%.
10001,Absorción de daño(Nivel 1),Otorga 2 puntos de vida para absorber el daño.
10002,Absorción de daño(Nivel 2),Otorga 4 puntos de vida para absorber el daño.
10003,Absorción de daño(Nivel 3),Otorga 6 puntos de vida para absorber el daño.
11001,¡Ataque crítico!(Nivel 1),El daño de un ataque crítico aumenta un 25%.
11002,¡Ataque crítico!(Nivel 2),El daño de un ataque crítico aumenta un 50%.
11003,¡Ataque crítico!(Nivel 3),El daño de un ataque crítico aumenta un 75%.
12001,Rechazo potente(Nivel 1),La distancia de rechazo aumenta 2 metros.
12002,Rechazo potente(Nivel 2),La distancia de rechazo aumenta 4 metros.
12003,Rechazo potente(Nivel 3),La distancia de rechazo aumenta 6 metros.
13001,Resistencia al rechazo(Nivel 1),La distancia de rechazo se reduce 1 metro.
13002,Resistencia al rechazo(Nivel 2),La distancia de rechazo se reduce 2 metro.
13003,Resistencia al rechazo(Nivel 3),La distancia de rechazo se reduce 3 metro.
14001,Cavación afortunada(Nivel 1),Aumenta un 1% la probabilidad de conseguir un objeto especial.
14002,Cavación afortunada(Nivel 2),Aumenta un 2% la probabilidad de conseguir un objeto especial.
14003,Cavación afortunada(Nivel 3),Aumenta un 3% la probabilidad de conseguir un objeto especial.
15001,Caza afortunada(Nivel 1),Aumenta un 1% la probabilidad de conseguir un objeto especial.
15002,Caza afortunada(Nivel 2),Aumenta un 2% la probabilidad de conseguir un objeto especial.
15003,Caza afortunada(Nivel 3),Aumenta un 3% la probabilidad de conseguir un objeto especial.
16001,Visión nocturna(Nivel 1),La visibilidad nocturna aumenta en 20
16002,Visión nocturna(Nivel 2),La visibilidad nocturna aumenta en 40
16003,Visión nocturna(Nivel 3),La visibilidad nocturna aumenta en 50
16004,Visión nocturna(Nivel 4),La visibilidad nocturna aumenta en 60
16005,Visión nocturna(Nivel 5),La visibilidad nocturna aumenta en 50
17001,Ataque potente(Nivel 1),El daño cuerpo a cuerpo aumenta un 25%.
17002,Ataque potente(Nivel 2),El daño cuerpo a cuerpo aumenta un 50%.
17003,Ataque potente(Nivel 3),El daño cuerpo a cuerpo aumenta un 75%.
18001,Disparo potente(Nivel 1),El daño a larga distancia aumenta un 25%.
18002,Disparo potente(Nivel 2),El daño a larga distancia aumenta un 50%.
18003,Disparo potente(Nivel 3),El daño a larga distancia aumenta un 75%.
19001,Explosión potente(Nivel 1),El daño de explosión aumenta en un 25%.
19002,Explosión potente(Nivel 2),El daño de explosión aumenta en un 50%.
19003,Explosión potente(Nivel 3),El daño de explosión aumenta en un 75%.
20001,Ataque llameante(Nivel 4),El daño de llamas aumenta un 100%.
21001,Ataque venenoso(Nivel 1),El daño de veneno aumenta un 100%.
22001,Ataque Caos(Nivel 1),El daño de Caos aumenta un 100%.
23001,Cazador de élite Nv. 1,El daño infligido a enemigos de élite aumenta en un 25%.
23002,Cazador de élite Nv. 2,El daño infligido a enemigos de élite aumenta en un 50%.
23003,Cazador de élite Nv. 3,El daño infligido a enemigos de élite aumenta en un 75%.
24001,Cazador de bestias Nv. 1,El daño infligido a bestias aumenta en un 25%.
24002,Cazador de bestias Nv. 2,El daño infligido a bestias aumenta en un 50%.
24003,Cazador de bestias Nv. 3,El daño infligido a bestias aumenta en un 75%.
