ID,大类名称
ID,TypeName
1,Muebles
2,Muebles
3,Muebles
4,Muebles
5,Muebles
6,Muebles
7,Muebles
8,Muebles
9,Muebles
10,Muebles
11,Muebles
12,Muebles
13,Muebles
14,Muebles
15,Muebles
16,Muebles
17,Muebles
18,Muebles
19,Muebles
20,Muebles
21,Muebles
22,Muebles
23,Muebles
24,Muebles
25,Muebles
26,Muebles
27,Muebles
28,Muebles
29,Muebles
30,Muebles
31,Muebles
32,Muebles
33,Muebles
34,Muebles
35,Muebles
36,Muebles
37,Muebles
38,Muebles
39,Muebles
40,Muebles
41,Muebles
42,Muebles
43,Arquitectura
44,Arquitectura
45,Arquitectura
46,Arquitectura
47,Arquitectura
48,Muebles
49,Muebles
50,Muebles
51,Equipo
52,Equipo
53,Equipo
54,Equipo
55,Equipo
56,Equipo
57,Equipo
58,Equipo
59,Muebles
60,Muebles
61,Muebles
62,Muebles
63,Muebles
64,Muebles
65,Muebles
66,Muebles
67,Muebles
68,Muebles
69,Muebles
70,Muebles
71,Muebles
72,Muebles
73,Muebles
74,Muebles
75,Muebles
76,Muebles
77,Festival
78,Festival
79,Festival
80,Festival
81,Festival
82,Festival
83,Festival
84,Festival
85,Festival
86,Festival
87,Festival
88,Festival
89,Festival
90,Arquitectura
91,Arquitectura
92,Arquitectura
93,Arquitectura
94,Arquitectura
95,Arquitectura
96,Arquitectura
97,Arquitectura
98,Arquitectura
99,Arquitectura
100,Arquitectura
101,Criatura
102,Criatura
103,Criatura
104,Arquitectura
105,Arquitectura
106,Arquitectura
107,Arquitectura
108,Arquitectura
109,Arquitectura
110,Arquitectura
111,Arquitectura
112,Arquitectura
113,Arquitectura
114,Arquitectura
115,Arquitectura
116,Arquitectura
117,Arquitectura
118,Arquitectura
119,Arquitectura
120,Arquitectura
121,Arquitectura
122,Arquitectura
123,Arquitectura
124,Equipo
125,Equipo
126,Equipo
127,Equipo
128,Equipo
129,Equipo
130,Equipo
131,Equipo
132,Festival
133,Festival
134,Festival
135,Arquitectura
136,Arquitectura
137,Arquitectura
138,Arquitectura
139,Arquitectura
140,Arquitectura
149,Muebles
150,Muebles
151,Muebles
152,Muebles
153,Muebles
