ID,名字
ID,EnumName
10001,Sol o Lluvia
10002,Sol
10003,Lluvia
10004,Tormenta Eléctrica
10005,Mal Clima
10006,Nieve
10007,Tormenta de Arena
10008,Tempestad
10009,Ventisca
20001,Este
20002,Sur
20003,Oeste
20004,Norte
20005,Arriba
20006,Abajo
30001,Vista 1ª Persona
30002,Vista 3ª Persona
30003,Vista Frontal
30004,Vista Abajo
30005,Vista Personalizada.
30006,
40001,X
40002,Y
40003,Z
50001,Sistema Ángulo
50002,Medición Radián
60001,Log
60002,Ln
70001,Hacia Abajo
70002,Redondeo
70003,Hacia Arriba
80001,Daño Cuerpo/Cuerpo
80002,Daño a Distancia
80003,Daño Explosivo
80004,Daño Fuego
80005,Daño Veneno
80006,Daño por Caos
80007,Daño de Caer
80008,Asfixia
80009,Daño de Hielo
90001,Sí/Ser
90002,No
100001,On
100002,Off
110001,Máx.
110002,Min.
120001,Igual a
120002,No Igual a
120003,Mayor que
120004,Menor que
120005,Mayor o Igual que
120006,Menor o Igual que
130001,Añadir
130002,Sustraer
130003,Multiplicar
130004,Dividir
140001,Máx. HP
140002,HP actual
140003,Recuperación HP
140006,Saciedad Actual
140008,Oxígeno Actual
140010,Velocidad Movim.
140011,Velocidad Carrera
140012,Velocidad Subrepticia
140013,Velocidad Nadar
140014,Saltar
140015,Ratio Evitación
140016,Ataque Cuerpo/Cuerpo
140017,Ataque a Distancia
140018,Defensa Cuerpo/Cuerpo
140019,Defensa a Distancia
140020,Tamaño Modelo
140022,Estrella
140023,EXP actual
140024,Nivel actual
140025,Resistencia máxima
140026,Resistencia actual
140027,Tasa de recuperación de resistencia
150001,Inmóvil
150002,Mover
150004,Correr
150005,Saltar
150006,Salta Doble
150007,Subrepción
150011,Tierra
160001,Móvil
160002,Bloque Colocable
160003,Bloque Interactivo
160004,Bloque Destruíble
160005,Objeto Utilizable
160006,Atacable
160007,Puede ser dañado
160008,Vencible
160009,Objeto Recogible
160010,Caer objetos al morir
160011,Puede tirar objeto
170001,Equipo1Rojo
170002,Equipo2Azul
170003,Equipo3Verde
170004,Equipo4Amarillo
170005,Equipo5Naranja
170006,Equipo6Morado
170007,No Equipo
180001,Núm. Jugador
180002,Puntuación
190001,Destruíble
190002,Interactivo
190003,Puede ser empujado
190004,Habilitar Caer
200001,Vacío
200002,AFK
200003,Paseando
200004,Ataque Cuerpo/Cuerpo
200005,Ataque a Distancia
200006,Seguir
200007,Nadar
200008,Escapar
200009,Auto-Destrucción
200010,Atraído
200011,Copulación
210001,Max. HP
210002,Min. HP
210003,HP Recuperación
210005,Saciedad Actual
210007,Oxígeno Actual
210009,Velocidad Movim.
210011,Velocidad Nadar
210012,Fuerza Saltar
210014,Ratio Evitación
210015,Ataque cuerpo/Cuerpo
210016,Ataque a Distancia
210017,Defensa Cuerpo/Cuerpo
210018,Defensa a Distancia
210019,Tamaño Modelo
220001,Movible
220002,Atacable
220003,Vencible
220004,Objeto Recogible
220005,Caer objetos al morir
230001,Elegir Región
240001,Posición en Evento
240002,Punto de Iniciación
240003,Elegir Lugar
250001,Jugador en Evento Activador
250002,Jugador Objetive en Evento
260001,Bloque Aire
260002,Tipo de bloque en evento
260003,Último tipo de bloque creado
270001,Tipo Objeto en Evento
270002,Último tipo de accesorio creado
280001,Proyectil en Evento
290001,Objeto Caído en Evento
300001,Criatura en Evento
300002,Criatura Objetiva en Evento
300003,Elegir Criatura
300004,Último tipo de criatura creado
310001,Emoticonos en Evento
320001,VERDADERO
320002,FALSO
330001,Sin
330002,Cos
330003,Tan
340001,Tipo de efecto especial en evento
340002,Último tipo de efecto especial creado
350001,Encima
350002,Debajo
350003,Izquierda
350004,Derecha
350005,Delante
350006,Detrás
360001,El objeto que ejecuta la acción
370001,Tono Alto 1
370002,Tono Alto 1 (Sostenido)
370003,Tono Alto 2
370004,Tono Alto 2 (Sostenido)
370005,Tono Alto 3
370006,Tono Alto 4
370007,Tono Alto 4 (Sostenido)
370008,Tono Alto 5
370009,Tono Alto 5 (Sostenido)
370010,Tono Alto 6
370011,Tono Alto 6 (Sostenido)
370012,Tono Alto 7
370013,Tono Medio 1
370014,Tono Medio 1 (Sostenido)
370015,Tono Medio 2
370016,Tono Medio 2 (Sostenido)
370017,Tono Medio 3
370018,Tono Medio 4
370019,Tono Medio 4 (Sostenido)
370020,Tono Medio 5
370021,Tono Medio 5 (Sostenido)
370022,Tono Medio 6
370023,Tono Medio 6 (Sostenido)
370024,Tono Medio 7 (Sostenido)
370025,Tono Bajo 1
370026,Tono Bajo 1 (Sostenido)
370027,Tono Bajo 2
370028,Tono Bajo 2 (Sostenido)
370029,Tono Bajo 3
370030,Tono Bajo 4
370031,Tono Bajo 4 (Sostenido)
370032,Tono Bajo 5
370033,Tono Bajo 5 (Sostenido)
370034,Tono Bajo 6
370035,Tono Bajo 6 (Sostenido)
370036,Tono Bajo 7
380001,Tecla W
380002,Tecla A
380003,Tecla S
380004,Tecla D
380005,Tecla Espacio
380006,Tecla Shift
380007,Tecla B
380008,Tecla C
380009,Tecla E
380010,Tecla F
380011,Tecla G
380012,Tecla H
380013,Tecla I
380014,Tecla J
380015,Tecla K
380016,Tecla L
380017,Tecla M
380018,Tecla N
380019,Tecla O
380020,Tecla P
380021,Tecla Q
380022,Tecla R
380023,Tecla T
380024,Tecla U
380025,Tecla V
380026,Tecla X
380027,Tecla Y
380028,Tecla Z
390001,Atajo 1
390002,Atajo 2
390003,Atajo 3
390004,Atajo 4
390005,Atajo 5
390006,Atajo 6
390007,Atajo 7
390008,Atajo 8
400001,AtajoTeclado en Evento
410001,Efecto de Estado en Evento
420001,Barra 1 (casco)
420002,Barra 2 (coraza)
420003,Barra 3 (guardaespaldas)
420004,Barra 4 (arranque)
420005,Barra 5 (espaldo)
430001,Barra en evento
440001,El tipo de criatura en el evento desencadenante.
440002,El tipo de criatura objetivo en el evento.
440003,Último tipo de criatura creado
450001,Recetas en el evento
460001,Fusionada en el evento
470001,Historia del evento
480001,Número de artículo en el evento
490001,Cuadro de Texto
490002,Texto Flotante
490003,Barra de Progreso
490004,Flecha apuntando al objetivo
