ID,Name,ChildName,Desc,Remarks
ID,Name,ChildName,Desc,Remarks
1010001,Cuando el clima cambia,Mundo,Cualquier cambio en el clima,El clima pasó de soleado a lluvioso，y la lluvia se convirtió en un día soleado.
1010002,Cuando cambia el clima del grupo de terreno,Mundo,Cuando cambia el clima del |@1| especificado,"Grupo Común: Llanura/Bosque/Colinas/Selva/Cuenca/Isla Flotante/Río; Grupo de Océano: Playa/Mar Profundo/Mar poco Profundo/Islas; Grupo de Desierto: Desierto/Oasis; Zona Helada Ordinaria: Bosque de Coníferas/Campo de Hielo; Zona Helada Alpina: Iceberg; Grupo Volcánico: Volcán; Grupo de Humedal: Bosque Pluvial/Pantano; Llano, Isla Flotante."
1020001,Cuando el juego es creado,Lógica Juego,Activado cuando el juego se crea,Al ingresar a la cuenta regresiva del juego 3，2，1，comenzando el juego
1020002,Hora en Juego,Lógica Juego,Hora del juego a las |@1|,Cuando el juego está en el punto de tiempo especificado
1020003,Tiempo de ejecución del juego,Lógica Juego,Tras tiempo de |@1| que corre en juego,Después de ingresar al juego，ejecute el tiempo especificado
1020004,Victoria de Juego,Lógica Juego,Activado por cualquier victoria de jugador,@Null@
1020005,Perder el juego,Lógica Juego,Activado por cualquier fracaso de jugador,@Null@
1020007,Jugador entra en juego,Lógica Juego,Cuando cualquier jugador entra en el juego,@Null@
1020008,Jugador sale del juego,Lógica Juego,Cuando cualquier jugador sale del juego,@Null@
1020009,Cambio de Temporizador,Lógica Juego,Cuando cualquier Temporizador cambia,Cualquier variable de temporizador en la biblioteca de variables cambia
1020010,Cambio de un temporizador designado,Lógica Juego,Cuando |@1| cambia,Cuando la variable de temporizador designada cambia en la biblioteca de variables cambia
1020011,Durante cada tiempo de ejecución del juego (bucle),Lógica Juego,El juego por tiempo de ejecución es |@1| segundos,"1. El valor mínimo es 0.05 segundos，0.01-0.09 tomara 0.05
2. El juego se activara (bucle) cada vez que se especifique el juego."
1020012,Cuando el mapa recibe información,Lógica Juego,Cuando el mapa recibe cualquier información de String,@Null@
1030001,Derrotado por Jugador,Jugador,Activado por ser derrotado por cualquier jugador,@Null@
1030002,Resurrección,Jugador,Activado por cualquier resurrección de jugador,@Null@
1030003,Cambio Atributos,Jugador,El cambio de |@1| de cualquier jugador,Cuando el jugador es atributo，si el volumen de sangre cambia
1030004,Derrotar al objetivo,Jugador,Cualquier jugador derrota cualquier otro jugador o criatura,Cuando el jugador derrota otros jugadores，Eso es bio. vence jugadores，criaturas para los objetivos de jugador，criaturas
1030005,Atacar,Jugador,Cuando cualquier jugador ataca,@Null@
1030006,Atacar al objetivo,Jugador,Cualquier jugador ataca cualquier jugador o criatura,Cuando el jugador atacó a otros jugadores，criaturas. El jugador，la criatura，el jugador objetivo，biológico
1030007,Infligir Daño,Jugador,Cualquier jugador inflige daño a cualquier otro，criatura o bloque,Cuando el jugador hiere a otros jugadores，las criaturas hieren. Los jugadores heridos，los jugadores del organismo，las criaturas en el evento.
1030008,Ser Atacado,Jugador,Cualquier jugador recibe daño,@Null@
1030009,Mover,Jugador,Cualquier jugador se mueve en un bloque,@Null@
1030010,Usar expresiones y acciones,Jugador,Cualquier jugador usa expresiones,@Null@
1030011,Usar Objetos,Jugador,Cualquier jugador usa cualquier objeto,@Null@
1030012,Obtener Objetos,Jugador,Cualquier jugador obtiene cualquier objeto,@Null@
1030013,Consumir Objetos,Jugador,Cualquier jugador consume cualquier objeto,@Null@
1030014,Clic en Criatura,Jugador,Cualquier jugador hace clic en cualquier criatura,@Null@
1030015,Clic en Bloque,Jugador,Cualquier jugador usa cualquier bloque,@Null@
1030016,Montar Montura,Jugador,Cualquier jugador conducir cualquier montura o vehículo,@Null@
1030017,Desmonta Criatura,Jugador,Cualquier jugador cancelar conducción de cualquier montura o vehículo,@Null@
1030018,Alteración de Estado Movimiento,Jugador,Cualquier jugador entra en estado |@1|,@Null@
1030019,Colisión,Jugador,Activado cuando cualquier jugador/criatura se choca,@Null@
1030020,Recoger Objeto,Jugador,Cualquier jugador recoge cualquier cosa caída,@Null@
1030021,Al entrar en región,Jugador,Cuando cualquier jugador entra en |@1|,@Null@
1030022,Al salir de región,Jugador,Cuando cualquier jugador sale de |@1|,@Null@
1030023,Cambio Equipamiento,Jugador,Cambio de barra de armadura de cualquier jugador,@Null@
1030024,Cambio Objetos en Mochila,Jugador,Cambio de mochila de cualquier jugador,@Null@
1030025,Cambio de Barra,Jugador,Cambio de barra de objeto de cualquier jugador,@Null@
1030026,Elegir una barra,Jugador,Cualquier jugador elige cualquier ranura en la Barra,@Null@
1030027,Tirar objeto,Jugador,Cualquier jugador tira el objeto,@Null@
1030028,Vestirse armadura,Jugador,Cualquier jugador se viste la armadura,@Null@
1030029,Quitarse armadura,Jugador,Cualquier jugador se quita la armadura,@Null@
1030030,Mostrar string de carác. en Charla,Jugador,Mostrar |@1| en marco de charla,@Null@
1030031,Introducir Strings,Jugador,Cualquier jugador entra en |@1|,@Null@
1030032,Presiona tecla,Jugador,Cualquier jugador presiona |@1|,@Null@
1030033,Mantiene presionada tecla,Jugador,Cualquier jugador presiona por largo tiempo |@1|,@Null@
1030034,Suelta tecla,Jugador,Cualquier jugador suelta la presión de |@1|,@Null@
1030035,Obtener efecto de estado,Jugador,Jugador aleatorio obtiene efecto de estado,@Null@
1030036,Perder efecto de estado,Jugador,Jugador aleatorio pierde efecto de estado,@Null@
1030037,Perder efecto de estado específico,Jugador,Jugador aleatorio pierde |@1|,@Null@
1030038,Nivel cambia,Jugador,El nivel de jugador aleatorio cambia,@Null@
1030039,Jugador ingresa información (incluidas cadenas),Jugador,Cualquier entrada del jugador desde las cajas de chat con |@1|,Cuando el jugador ingresa a la caja de chat y cuando se emite
1040001,Ser Atacado,Criatura,Cuando cualquier criatura recibe daño,@Null@
1040002,Atacar,Criatura,Cuando cualquier criatura está atacando,@Null@
1040003,Al ser atacado,Criatura,Cuando cualquier criatura ataca cualquier otro jugador o criatura,@Null@
1040004,Infligir Daño,Criatura,Cuando cualquier criatura perjudica cualquier otro jugador o criatura,@Null@
1040005,Derrotado por Criatura,Criatura,Cuando cualquier criatura sea derrotada,@Null@
1040006,Vencer al Objetivo,Criatura,Cuando cualquier criatura derrota cualquier otro jugador o criatura,@Null@
1040007,Entrar en Región,Criatura,Cuando cualquier criatura entra en |@1|,@Null@
1040008,Salir de Región,Criatura,Cuando cualquier criatura sale de |@1|,@Null@
1040009,Cambio de Estado de Movim.,Criatura,Cuando cualquier criatura entra en estado |@1|,@Null@
1040010,Colisión,Criatura,Cuando cualquier criatura se choca con jugador u otra criatura,@Null@
1040011,Alteración Atributos,Criatura,Cambio de |@1| de cualquier criatura,@Null@
1040012,Al ser creado,Criatura,Cualquier criatura es creada,@Null@
1040013,Obtiene efecto de estado,Criatura,Criatura aleatoria obtiene efecto de estado,@Null@
1040014,Pierde efecto de estado,Criatura,Criatura aleatoria pierde efecto de estado,@Null@
1040015,Pierde efecto de estado específico,Criatura,Criatura aleatoria pierde |@1|,@Null@
1040016,Cuando es atacado,Criatura,Cuando esta criatura esta siendo atacada,@Null@
1040017,Al empezar a atacar,Criatura,Cuando esta criatura comience a atacar,@Null@
1040018,Al llegar al objetivo,Criatura,Cuando esta criatura comienza a atacar y golpea al objetivo,@Null@
1040019,Al causar daño,Criatura,Cuando esta criatura inflige daño al objetivo,@Null@
