ID,任务名,任务描述,任务追踪
ID,Name,Desc,TrackDesc
1001001,Coloque o fruto sagrado,"Coloque @item_587#@1#r no pedestal da pedra da vida (""fruta sagrada"" representa a mais brilhante tecnologia de modificação genética dos ""Antigos"".)",Coloque @item_587# na Pedra da Vida
1001002,Coloque a Espada de Chama Quebrada,"Coloque @item_588#@1#r no Assento de pedra da coragem (""Espada de Chama Quebrada"" representa o símbolo da cooperação de longo prazo entre ""antigos"" e ""Dragão Negro"".)",Coloque @item_588# no Assento de pedra da coragem
1001003,Coloque Olho do Homem de Pedra,"Coloque @item_589#@1#r no assento da pedra da sabedoria (""Olho do Homem de Pedra"" representa a inteligência artificial da qual os ""Antigos"" já se orgulharam).",Coloque @item_589# no assento da pedra da sabedoria
1001004,Duelo de fantasma do vazio!,"Derrote o Fantasma do Vazio! #r (Não há como voltar atrás, lutando pelo mini universo!)",Derrote o Fantasma do Vazio!
1001005,Entre em contato com o vazio,Obtenha @item_11333##r (isso é... um novo começo?...),Obter @item_11333#
1002001,Voltar para Mira,"Finalmente, eles chegaram em segurança ao planeta Mira. #rMas quando eles romperam o bloqueio da cadeia estelar, toda a equipe foi dividida. Não sei se existem outros parceiros que chegaram ao planeta?",Chegada a Mira
1002002,Eu preciso de algumas pedras,"Colete @item_110# obtenha @item_11627#@1#r (pressione longamente a pedra para coletar, você também pode abrir o painel de controle, processa @item_104# para obter @item_11627# na interface de processamento)",Coletar @item_110# para obter @item_11627#@1
1002003,Mais material,"Colete galhos para obter @item_11323#@1#r (pressione e segure os galhos para coletar, os galhos de algumas árvores crescem em lugares relativamente altos, existe alguma maneira de se levantar)",Obtenha @item_11323#@1 da árvore
1002004,Comece uma boa vida~,Use @item_11627# e @item_11323# para processar @item_11002#@1#r (ferramentas úteis podem coletar recursos mais rapidamente),Abra o Painel de Controle para processar @item_11002#@1
1002005,Lenhador,"Segure @item_11002#, colete troncos de árvores! Obtenha @item_11323#@1#r (@item_11323# é crucial na jornada à frente)",Corte árvores para coletar @item_11323#@1
1002006,Especialista em construção,"Use @item_11323# para processar @item_206#@1#r (exceto @item_206#, a maioria dos adereços de madeira precisa usar @item_11323#, você pode coletar mais)",Processando @item_206#@1
1002007,Abrigo,"Coloque @item_206#@1#r (parece haver uma casa quebrada perto da estação estelar que acabou de chegar, talvez possa ser consertada com @item_206#, então você não precisa se preocupar em viver)",Colocando @item_206#@1
1002008,Arme-se,"Use @item_11323# e @item_11627# para criar @item_12012#@1#r (Não é fácil sobreviver lá fora, por isso é essencial ter uma arma confiável!)",Criar @item_12012#@1
1002009,Força!,Derrote qualquer criatura @1#r (A melhor defesa é o ataque? Experimente a sensação de uma arma recém-fabricada),Derrote qualquer criatura @1
1002010,Luz no escuro!,"Use @item_11323# e @item_11226# para processar @item_298#@1#r (Nota! A pequena tocha tem um tempo de queima limitado e precisa ser reacendida se for extinta, mas não é absolutamente nenhum problema atuar como uma ferramenta de iluminação temporária)",Processando @item_298#@1
1002011,Festa de fogueira,"Use @item_298# para iluminar @item_1200#@1#r (pode haver @item_1200# pronto na casa quebrada perto da estação estelar, ou você mesmo pode processar um.)",Acendendo @item_1200#@1
1002012,Artesão,"Use @item_11323# e @item_11627# para processar @item_800#@1#r  (mesa de artesão, indispensável para viagens e para casa! Uau~ mais itens podem ser processados!)",Processando @item_800#@1
1002013,O essencial para a sobrevivência,"Use @item_12600# e @item_11226# para processar @item_828#@1#r (você precisa usar @item_800# ao processar. Após o processamento, lembre-se de colocar @item_828# em um local seguro, se houver uma ameaça por perto, você não consigo dormir!)",Processando @item_828#@1
1002014,Descanse bem,"Durma um pouco com @item_828# #r (Clique em @item_828# para deitar, mas você não consegue dormir durante o dia, você precisa esperar até a noite. A noite de Mira começa às 20:00, preste atenção a hora)",Clique no @item_828# e tire um cochilo
1003001,"Churrasco, saboroso!","Coloque @item_12513# na fogueira e asse para obter @item_12514#@1#r (A carne deixada pela maioria dos animais pode ser assada, é muito perigoso comer carne crua diretamente na natureza, asse antes de comer!)",Use @item_1200# para obter @item_12514#@1
1003002,Conquistado por churrasco,Coma um pouco de @item_12514# Recupere suas forças @1#r (Sinto-me cheio de forças depois de comer!),Comida @item_12514#@1
1003003,Destruidor de minerais,"Use @item_11627# e @item_11323# para processar @item_11012#@1#r (Com @item_11012# você pode coletar minerais mais rapidamente, minerar com as próprias mãos é muito doloroso!)",Processando @item_11012#@1
1003004,Nova energia?,"Segure @item_11012# e toque em @item_402# para obter @item_11201#@1#r (@item_11201# é o combustível de fundição mais comum em Mira, é muito comum tanto acima quanto abaixo do solo, lembre-se de prestar atenção.)",Coletando @item_402#@1
1003005,Minerais novos!,"Segurando @item_11012# para cavar @item_451#@1#r (@item_451# é amplamente distribuído em Mira, com muita produção terrestre e subterrânea)",Coletando @item_451#@1
1003006,Processador de mesa de fundição,"Use @item_11226# e @item_101# para processar @item_802#@1#r (com @item_802# você pode fundir metal, é hora de minerar para atualizar as ferramentas)",Processando @item_802#@1
1003007,Fundição de metal: Latão,"Use combustível para fundir @item_451# em @item_802# para refinar @item_11329#@1#r (@item_11329# é um metal básico muito versátil, usado para melhorar ferramentas e aumentar sua eficácia)",Funda para obter @item_11329#@1
1003008,Ferramentas mais úteis,"Use @item_11329# e @item_11323# para processar @item_11011#@1#r (você precisa usar @item_800# para processamento. Com @item_11011#, a velocidade de mineração não será a mesma!)",Processando @item_11011#@1
