ID,名字
ID,Name
1,Lâmpadas I
2,Lâmpadas Ⅱ
3,Frutaria de Madeira
4,Móveis Aspen
5,Mobilia de Pinho
6,Portas
7,Camas
8,Coisas indestrutiveis
9,Quadro de Mensagens
10,Armas de longo alcance
11,Placa
12,Luzes de Luxo
13,Jardim
14,Festival da Primavera
15,Festival das Lanternas
16,Festival de Criação Nacional (Cubo)
17,Festival de Criação Nacional (Cubo)
18,Bônus Semanal (Peixe)
19,Ficção-A
20,Ficção-B
21,Tecnologia alienígena
22,Tecnologia antiga
23,Evento
24,Máquina
25,Móveis de Madeira Populus
26,Adereços da Fada Mágica Balala
27,Móvel chinês
