ID,购买提示
ID,BuyTips
1,Aos desbloquear itens poderá obter ganhos no jardim.
2,Aos desbloquear itens poderá obter ganhos no jardim.
3,Desbloquear em eventos
4,Desbloquear em eventos
5,Aos desbloquear itens poderá obter ganhos no jardim.
6,Aos desbloquear itens poderá obter ganhos no jardim.
7,"Após o jardim alcançar Nv.10, poderá obter o acesso."
8,Aos desbloquear itens poderá obter ganhos no jardim.
9,Aos desbloquear itens poderá obter ganhos no jardim.
10,Desbloquear em eventos
11,Desbloquear em eventos
12,@Null@
13,@Null@
14,@Null@
15,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
16,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
17,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
18,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
19,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
20,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
21,@Null@
22,@Null@
23,@Null@
24,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
25,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
26,@Null@
27,@Null@
28,@Null@
29,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
30,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
31,@Null@
32,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
33,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
34,Pode ser resgatado na Loja de Mini Ponto
35,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
36,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
37,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
38,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
39,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
40,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
45,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
46,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
47,Frutas limitadas podem ajudar a desbloquear itens. Não sai de frutas douradas e comuns.
48,Compre para desbloquear
49,Desbloquear em eventos
50,Desbloquear em eventos
51,Desbloquear em eventos
52,Desbloquear em eventos
53,Frutas limitadas podem ajudá-lo a desbloquear itens. Não sai de frutas douradas e comuns.
54,Frutas limitadas podem ajudá-lo a desbloquear itens. Não sai de frutas douradas e comuns.
55,Frutas limitadas podem ajudá-lo a desbloquear itens. Não sai de frutas douradas e comuns.
56,Frutas limitadas podem ajudá-lo a desbloquear itens. Não sai de frutas douradas e comuns.
57,Frutas limitadas podem ajudá-lo a desbloquear itens. Não sai de frutas douradas e comuns.
58,Frutas limitadas podem ajudá-lo a desbloquear itens. Não sai de frutas douradas e comuns.
59,Frutas limitadas podem ajudá-lo a desbloquear itens. Não sai de frutas douradas e comuns.
60,Desbloquear em eventos
61,Desbloquear em eventos
62,Frutas limitadas podem ajudá-lo a desbloquear itens. Não sai de frutas douradas e comuns.
63,Desbloquear em eventos
64,Desbloquear em eventos
65,Desbloquear em eventos
66,Desbloquear em eventos
67,Desbloquear em eventos
68,Compre desbloqueio (entretenimento moderado e consumo racional)
69,"Os adereços de desbloqueio podem ser obtidos no evento de frutas do jardim, não disponíveis em frutas de ouro e frutas comuns (entretenimento moderado e consumo racional)"
70,"Os adereços de desbloqueio podem ser obtidos no evento de frutas do jardim, não disponíveis em frutas de ouro e frutas comuns (entretenimento moderado e consumo racional)"
71,Comprar para desbloquear (entretenimento adequado e consumo racional)
72,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
73,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
74,"Para desbloquear os itens na loja - oferta especial, para obter compre um pacote de presente"
75,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
76,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
77,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
78,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
79,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
80,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
81,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
82,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
83,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
84,Comprar para desbloquear (entretenimento adequado e consumo racional)
85,Comprar para desbloquear (entretenimento adequado e consumo racional)
86,Comprar para desbloquear (entretenimento adequado e consumo racional)
87,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
88,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
89,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
90,@Null@
91,@Null@
92,Itens desbloqueados podem ser obtidos das frutas no jardim. (Entretenimento moderado e consumo racional)
93,Itens desbloqueados podem ser obtidos das frutas no jardim. (Entretenimento moderado e consumo racional)
94,Itens desbloqueados podem ser obtidos das frutas no jardim. (Entretenimento moderado e consumo racional)
95,Aos desbloquear itens poderá obter ganhos no jardim.
96,Aos desbloquear itens poderá obter ganhos no jardim.
97,Aos desbloquear itens poderá obter ganhos no jardim.
98,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
99,"Os itens desbloqueados podem ser obtidos no evento fruto do jardim, não disponíveis no fruto de ouro e no fruto comum (entretenimento adequado e consumo racional)"
100,Compra para desbloquear (entretenimento moderado e consumo racional)
101,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
102,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
103,Comprar para desbloquear (entretenimento moderado consumo racional)
104,Itens desbloqueados podem ser obtidos através da máquina de loteria de montaria. (Entretenimento moderado e consumo racional)
105,Comprar para desbloquear (entretenimento moderado consumo racional)
106,Itens desbloqueados podem ser obtidos através da máquina de loteria de montaria. (Entretenimento moderado e consumo racional)
107,Itens desbloqueados podem ser obtidos através da máquina de loteria de montaria. (Entretenimento moderado e consumo racional)
108,Comprar para desbloquear (entretenimento moderado consumo racional)
109,Itens desbloqueados podem ser obtidos através da máquina de loteria de montaria. (Consumo racional de entretenimento moderado)
110,Itens desbloqueados podem ser obtidos através da máquina de loteria de montaria.
111,Itens desbloqueados podem ser obtidos através de pacotes especiais. (Entretenimento moderado e consumo racional)
114,Compra para desbloquear (Entretenimento moderado e consumo racional)
115,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
116,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
117,Compra para desbloquear (Entretenimento moderado e consumo racional)
118,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
119,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
120,Compra para desbloquear (Entretenimento moderado e consumo racional)
121,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
122,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
123,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
124,Itens de desbloqueio podem ser obtidos na máquina de cartão de montaria. (Entretenimento moderado e consumo racional)
126,Os itens desbloqueados podem ser obtidos na máquina de sorteio de cartas de montarias. (Entretenimento moderado e consumo racional)
127,Os itens desbloqueados podem ser obtidos na máquina de sorteio de cartas de montarias. (Entretenimento moderado e consumo racional)
128,Os itens desbloqueados podem ser obtidos na máquina de sorteio de cartas de montarias. (Entretenimento moderado e consumo racional)
129,Os itens desbloqueados podem ser obtidos na máquina de sorteio de cartas de montarias. (Entretenimento moderado e consumo racional)
130,Comprar para desbloquear (entretenimento moderado consumo racional)
131,Os itens desbloqueados podem ser obtidos na máquina de sorteio de cartas de montarias. (Entretenimento moderado e consumo racional)
132,Os itens desbloqueados podem ser obtidos na máquina de sorteio de cartas de montarias. (Entretenimento moderado e consumo racional)
133,Os itens desbloqueados podem ser obtidos na máquina de sorteio de cartas de montarias. (Entretenimento moderado e consumo racional)
134,Os itens desbloqueados podem ser obtidos na máquina de sorteio de cartas de montarias. (Entretenimento moderado e consumo racional)
137,Itens desbloqueados podem ser obtidos através de atividades.
138,Itens desbloqueados podem ser obtidos em eventos.
139,Itens desbloqueados podem ser obtidos em eventos.
140,Itens desbloqueados podem ser obtidos em eventos.
141,Itens de desbloqueio podem ser obtidos em eventos.
142,Itens de desbloqueio podem ser obtidos em eventos.
143,
144,
145,Pode-se obter itens de desbloqueio em eventos.
146,Obtido comprando (Jogue e gaste com moderação)
147,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
148,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
149,Obtido comprando (Jogue e gaste com moderação)
150,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
151,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
152,Obtido comprando (Jogue e gaste com moderação)
153,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
154,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
155,
156,Obtido através de compra
157,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
158,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
159,Obtido através de compra
160,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
161,Pode-se obter itens de desbloqueio no Sorteador de Montarias. (Jogue e gaste com moderação)
162,Pode-se obter itens de desbloqueio em eventos.
163,Pode-se obter itens de desbloqueio em eventos.
164,Pode-se obter itens de desbloqueio em eventos.
165,
166,
