ID,名字
ID,EnumName
100101,Velocidade base
100102,Velocidade de corrida
100103,Velocidade de natação
100104,Velocidade de furtividade
100201,HP
100202,Fome
100203,Temperatura
100301,Dano corporal
100302,Danos à distância
100303,Dano de Explosão
100304,Dano Queimar
100305,Dano Tóxico
100306,Dano Caos
100307,Dano a Elites
100308,Dano a Monstros
100309,Dano ao Jogador
100310,Dano ao Selvagem
100311,Todos Danos
100313,Dano de Gelo
100401,Dano Corporal
100402,Dano à Distância
100403,Dano de Explosão
100404,Dano Queimar
100405,Dano Tóxico
100406,Dano Caos
100407,Dano de Elites
100408,Dano de Monstros
100409,Dano ao Jogador
100410,Dano ao Selvagem
100411,Dano por queda
100412,Todos Danos
100413,Dano de Gelo
100501,Defesa Corporal
100502,Defesa à Distância
100503,Defesa de Explosão
100504,Resistência a Queimadura
100505,Resistência a Veneno
100506,Resistência a Caos
100507,Todas Defesas
100508,Resistência a Congelamento
100601,Cavar
100602,Caçar
100701,Corpo
100702,Cabeça
100801,Embaixo D' Água
100802,No espaço
100901,Ataque Corporal
100902,Ataque à Distância
100903,Ataque de Explosão
100904,Ataque Queimar
100905,Ataque Tóxico
100906,Ataque Caos
100907,Todos Ataques
100908,Ataque de Gelo
101001,Dano Corporal
101002,Dano à Distância
101003,Dano de Explosão
101004,Dano de Chamas
101005,Dano Tóxico
101006,Dano Caos
101007,Dano Verdadeiro
101008,Dano de Gelo
101101,Energia
101102,Expanda a resistência
101201,Todas as ações que esgotam o vigor
101202,Correr
101203,Nadar
101204,Correr e pular
101205,Bloco de Escavação
101206,Use ferramentas carregadas
101301,Todos os status de recuperação de Stamina
101302,Inativo
101303,Caminhar
101304,Esgueirar-se
101401,Exercício intenso
101402,Correr
101403,Nadar
101404,Pular correndo
101405,Cavar bloco
101406,Usar ferramentas para fazer upload
101501,Temperatura baixa
101502,Temperatura alta
101601,Tudo
101602,Bloco de água
101603,Bloco de areia movediça
101604,Bloco de mel
101605,Bloco de lava
101701,Tudo
101702,Cru
101703,Assado
101704,Cozido
101705,Remédio
101801,Tudo
101802,PV
101803,Estamina
101804,Escudo
101805,Firmeza
101806,Oxigênio
