ID,Name,ChildName,Desc,Remarks
ID,Name,ChildName,Desc,Remarks
1010001,Quando o tempo muda,Mundo,Qualquer mudança no clima,Quando o tempo muda
1010002,Quando o clima do grupo do terreno muda,Mundo,Quando o clima para o |@1| especificado muda,Grupos comuns: Planície/Floresta/Penhasco/Selva/Bacia/Ilha Flutuante/Rio; Grupo do Oceano: Praia/Mar profundo/Mar Raso/Ilhas; Grupo do Deserto: Deserto/Oásis; Zona Frígida Comum: Floresta de Coníferas/Campo de Gelo; Zona Frígida Alpina: Iceberg; Grupo Vulcânico: Vulcão; Grupo das Zonas Úmidas: Floresta Tropical/Pântano; Ilha Plana e Flutuante
1020001,Quando o jogo é criado,Lógica do Jogo,Ativado quando o jogo esta criado,Quando o jogo é criado
1020002,Tempo no Jogo,Lógica do Jogo,Tempo de jogo as |@1|,Tempo no jogo
1020003,Tempo do Jogo,Lógica do Jogo,Tempo de execução do jogo |@1| segundos depois,Tempo de execução do jogo
1020004,Vitória do Jogo,Lógica do Jogo,Ativado por qualquer vitória do jogador,@Null@
1020005,Jogo Falhou,Lógica do Jogo,Ativado por qualquer falha do jogador,@Null@
1020007,Jogador entrou no jogo,Lógica do Jogo,Quando qualquer jogador entra no jogo,@Null@
1020008,Jogador deixou o jogo,Lógica do Jogo,Quando qualquer jogador deixa o jogo,@Null@
1020009,Alterar Temporizador,Lógica do Jogo,Quando algum cronometro mudar,Mudanças de cronômetro
1020010,Mudanças do cronometro,Lógica do Jogo,Quando |@1| alterar,Designar mudanças de cronômetro
1020011,Durante cada tempo de execução do jogo (loop),Lógica do Jogo,O jogo por tempo de execução é |@1| segundos,Durante cada tempo de execução do jogo (loop)
1020012,Quando o mapa recebe informações,Lógica do Jogo,Quando o mapa recebe qualquer informação de carrossel,@Null@
1030001,Derrotado por Jogador,Jogador,Ativado por ser derrotado por qualquer jogador,@Null@
1030002,Respawn,Jogador,Ativado por qualquer ressurreição do jogador,@Null@
1030003,Alteração de Atributos,Jogador,A mudança de |@1| de qualquer jogador,Alteração de atributos
1030004,Derrotar o Alvo,Jogador,Qualquer jogador derrota qualquer outro jogador ou criatura,Derrote o alvo
1030005,Ataque,Jogador,Quando qualquer jogador atacar,@Null@
1030006,Ataque o Alvo,Jogador,Qualquer jogador ataca qualquer outro jogador ou criatura,Alvo de acerto
1030007,Causar Dano,Jogador,Qualquer jogador causa dano a qualquer outro jogador，criatura ou blocos,Causar dano
1030008,Sendo Atacado,Jogador,Qualquer jogador leva dano,@Null@
1030009,Mover,Jogador,Qualquer jogador se move um quarteirão de distância,@Null@
1030010,Usar Expressão e Ação,Jogador,Qualquer jogador usa expressão,@Null@
1030011,Use Props,Jogador,Qualquer jogador usa algum item,@Null@
1030012,Obter Props,Jogador,Qualquer jogador obtém todos os itens,@Null@
1030013,Consumir Props,Jogador,Qualquer jogador consome qualquer objeto,@Null@
1030014,Clique em Criatura,Jogador,Qualquer jogador clica em qualquer criatura,@Null@
1030015,Clique no Bloco,Jogador,Qualquer jogador usa qualquer bloco,@Null@
1030016,Montar Montaria,Jogador,Qualquer jogador dirigindo qualquer sela ou veículo,@Null@
1030017,Cancelar Passeio,Jogador,Qualquer jogador cancela a condução de qualquer sela ou veículo,@Null@
1030018,Alteração do estado de movimento,Jogador,Qualquer jogador entra no estado |@1|,@Null@
1030019,Colisão,Jogador,Ativado quando qualquer jogador/criatura falha,@Null@
1030020,Pegar Item,Jogador,Qualquer jogador pega qualquer coisa caída,@Null@
1030021,Jogador entra na área,Jogador,Quando algum jogador entrar |@1|,@Null@
1030022,Jogador deixa a área,Jogador,Quando algum jogador sair |@1|,@Null@
1030023,Mudança de Armadura,Jogador,Mudança da barra de armadura de qualquer jogador,@Null@
1030024,Alteração de item da mochila,Jogador,Mudança da mochila de qualquer jogador,@Null@
1030025,Alterar barra de atalhos,Jogador,Mudança de barra de objeto de qualquer jogador,@Null@
1030026,Selecione a Barra de Atalhos,Jogador,Cualquier jugador elige cualquier ranura en la Barra,@Null@
1030027,Descarte o item,Jogador,Qualquer jogador descarta o item,@Null@
1030028,Coloque a armadura,Jogador,Qualquer jogador coloca a armadura,@Null@
1030029,Saia da armadura,Jogador,Qualquer jogador sai da armadura,@Null@
1030030,Mostrar string de caracteres no chat,Jogador,Mostrar |@1| no quadro do chat,@Null@
1030031,Introduzir string caracteres,Jogador,Qualquer jogador introduzir |@1|,@Null@
1030032,Tipo,Jogador,Qualquer jogador pressiona |@1|,@Null@
1030033,Pressionando continuamente,Jogador,Qualquer jogador pressiona por longo tempo |@1|,@Null@
1030034,Soltar,Jogador,Qualquer jogador libera a pressão de |@1|,@Null@
1030035,Obter efeito de status,Jogador,Jogador aleatório obtém efeito de status,@Null@
1030036,Perder efeito de status,Jogador,Jogador aleatório perde efeito de status,@Null@
1030037,Perder efeito de status específico,Jogador,Jogador aleatório perde |@1|,@Null@
1030038,Mudanças de Nível,Jogador,Mudanças de nível aleatórias do jogador,@Null@
1030039,Os jogadores inserem informações de bate-papo (incluindo strings),Jogador,Qualquer entrada de jogador de caixas de chat com |@1|,Os jogadores inserem informações de bate-papo (incluindo strings)
1040001,Ser Atacado,Criatura,Quando qualquer criatura recebe dano,@Null@
1040002,Atacar,Criatura,Quando qualquer criatura está atacando,@Null@
1040003,Sendo Atacado,Criatura,Quando qualquer criatura ataca qualquer outro jogador ou criatura,@Null@
1040004,Causar Dano,Criatura,Quando qualquer criatura prejudica qualquer outro jogador ou criatura,@Null@
1040005,Derrotado por Criatura,Criatura,Quando qualquer criatura por derrotada,@Null@
1040006,Vencer Alvo,Criatura,Quando qualquer criatura derrotar qualquer outro jogador ou criatura,@Null@
1040007,Criatura entra na área,Criatura,Quando qualquer criatura entrar |@1|,@Null@
1040008,Criatura deixa a área,Criatura,Quando qualquer criatura sair |@1|,@Null@
1040009,Mudança do Estado Movim.,Criatura,Quando qualquer criatura entra no estado |@1|,@Null@
1040010,Colisão,Criatura,Quando qualquer criatura colide com um jogador ou outra criatura,@Null@
1040011,Alteração de Atributos,Criatura,Mudança de |@1| de qualquer criatura,@Null@
1040012,Ao ser criado,Criatura,Qualquer criatura é criada,@Null@
1040013,Obter efeito de status,Criatura,Criatura aleatória ganha efeito de status,@Null@
1040014,Perder efeito de status,Criatura,Criatura aleatória perde efeito de status,@Null@
1040015,Perder efeito de status específico,Criatura,Criatura aleatoria perde |@1|,@Null@
1040016,Ao ser atacado,Criatura,Quando esta criatura está sendo atacada,@Null@
1040017,Ao começar a atacar,Criatura,Quando esta criatura começa a atacar,@Null@
1040018,Ao atingir o alvo,Criatura,Quando esta criatura começa a atacar e atinge o alvo,@Null@
1040019,Ao causar danos,Criatura,Quando esta criatura causa dano ao alvo,@Null@
1040020,Ao ser derrotado,Criatura,Quando esta criatura é derrotada,@Null@
1040021,Ao derrotar o alvo,Criatura,Quando esta criatura derrota o alvo,@Null@
1040022,Quando o status da ação mudar,Criatura,Quando esta criatura entrar |@1|,@Null@
1040023,Colisão,Criatura,Quando esta criatura colide com outros jogadores ou criaturas,@Null@
1040024,Quando o atributo mudar,Criatura,"Quando esta criatura colide com outros jogadores ou criaturas
 |@1| alterar",@Null@
1040025,Ao ser criado,Criatura,Quando esta criatura está sendo criada,@Null@
1040026,Ao obter o status,Criatura,Quando esta criatura obtém status aleatório,@Null@
