ID,任务名,任务描述,任务追踪
ID,Name,Desc,TrackDesc
1001001,Posiziona il frutto sacro,"Posiziona@item_587 #@1 sul piedistallo della vita #r (""Sacred Fruit"" rappresenta la più brillante tecnologia di modificazione genetica mai realizzata da ""The Past"".)",Posiziona@item_587 sulla Pietra della Vita
1001002,Posiziona la spada rotta fiammeggiante,"Posiziona@item_588#@1 sulla Pietra del Coraggio#r (""Flame Broken Sword"" rappresenta il simbolo della cooperazione a lungo termine tra ""The Former"" e ""Black Dragon"".)",Posiziona@item_588# sulla Pietra del Coraggio
1001003,Metti l'occhio dell'uomo di pietra,"Posiziona@item_589#@1 sulla Pietra della Saggezza#r (""L'Occhio dell'Uomo di Pietra"" rappresenta l'intelligenza artificiale di cui ""Il Vecchio"" una volta era orgoglioso.)",Posiziona@item_589# sulla Pietra della Saggezza
1001004,Battaglia Void Phantom!,"Sconfiggi il Fantasma del Vuoto!#r (Non si può tornare indietro, per il mini universo!)",Sconfiggi il fantasma del vuoto!
1001005,Contatta il vuoto,Ottieni@item_11333##r (Questo è... un nuovo inizio?...),Ottieni@item_11333#
1002001,Ritorno a Mira,"Finalmente sono arrivati sani e salvi sul pianeta.#r Ma quando hanno sfondato il blocco della catena stellare, l'intera squadra è stata sciolta. Non so se ci sono altri partner che sono arrivati sul pianeta?",Arrivo a Mira
1002002,Ho bisogno di pietre,"Collect@item_110# Get@item_11627#@1#r (premere a lungo la pietra per raccogliere, è anche possibile aprire il pannello di controllo, process@item_104# get@item_11627# sull'interfaccia di elaborazione)",Cattura@item_110# Cattura@item_11627#@1
1002003,Più materiale,"Raccogliere rami per ottenere@item_11006#@1#r (premere a lungo i rami per raccogliere, alcuni rami di alberi crescono in un luogo relativamente alto, in che modo puoi spingerti in alto)",Ottieni@item_11006#@1 dall'albero
1002004,Inizia una buona vita ~,Usa@item_11627# e@item_11006# per elaborare@item_11002#@1#r (strumenti pratici possono raccogliere risorse più velocemente),Apri il pannello di controllo Machining@item_11002#@1
1002005,boscaiolo,"Palmare@item_11002#, raccogli i bauli! Ottieni@item_11323#@1#r (@item_11323# è cruciale nel viaggio che ci attende)",Collezione di alberi da taglio@item_11323#@1
1002006,Esperto di costruzione,"Usa@item_11323# per elaborare@item_206#@1#r (tranne@item_206#, la maggior parte degli oggetti di scena in legno deve utilizzare@item_11323#, puoi raccogliere di più)",Lavorazione@item_206#@1
1002007,Posto dove vivere,"Place@item_206#@1#r (sembra esserci una casa rotta vicino alla stazione stellare che è appena arrivata, forse può essere riparata con@item_206#, quindi non devi preoccuparti di vivere)",Luogo@item_206#@1
1002008,Arm Yourself,"Use @item_11323# and @item_11627# to craft @item_12012#@1#r (Surviving in the wilderness can be dangerous, so having a handy weapon is essential!)",Craft @item_12012#@1
1002009,Fallo!,Sconfiggi qualsiasi creatura@1#r (La migliore difesa è l'attacco? Prova l'arma appena fatta. Come ci si sente),Sconfiggi qualsiasi creatura@1
1002010,Luce nel buio!,"Usa@item_11006# e@item_11226# per elaborare@item_298#@1#r (Nota! La piccola torcia ha un tempo di combustione limitato e deve essere riaccesa se si spegne, ma non è assolutamente un problema agire come strumento di illuminazione temporanea)",Lavorazione@item_298#@1
1002011,falò,"Usa@item_298# per illuminare@item_1200#@1#r (potrebbe esserci un@item_1200# pronto nella casa rotta vicino alla stazione stellare, oppure puoi elaborarne uno tu stesso.)",Ignita@item_1200#@1
1002012,Artigiano,"Usa@item_11323# e@item_11627# per elaborare@item_800#@1#r (tavolo artigiano, un must per i viaggi e la casa! Wow ~ può elaborare più articoli)",Lavorazione@item_800#@1
1002013,Un must per la sopravvivenza,"Usa@item_12600# e@item_11226# per elaborare@item_828#@1#r (devi usare@item_800# durante l'elaborazione. Dopo l'elaborazione, ricordati di mettere@item_828# in un luogo sicuro, se c'è una minaccia nelle vicinanze, non puoi dormire!)",Lavorazione@item_828#@1
1002014,Buon riposo,"Usa@item_828# per dormire#r (fai clic su@item_828# per sdraiarti, ma non riesci a dormire durante il giorno, devi aspettare fino a notte. La notte su Mira inizia alle 20: 00, fai attenzione all'ora)",Clicca sul posto@item_828# sleep
1003001,"Bbq, fragrante!","Metti@item_12513# sul fuoco e ottieni@item_12514#@1#r (la maggior parte della carne lasciata cadere dagli animali può essere arrostita, ed è anche molto pericoloso mangiare carne cruda direttamente in natura, per favore arrostiscila prima di mangiarla!)",Usa@item_1200# per ottenere@item_12514#@1
1003002,Conquistata dal barbecue,Mangia un po '@item_12514# riconquista le forze@1#r (sentiti pieno di forza dopo aver mangiato!),Cibo@item_12514#@1
