ID,名字,Desc
ID,Name,Desc
1001,เปลี่ยนความเร็วการเคลื่อนที่,ทำให้ผู้เล่น @1 @2
1002,เปลี่ยนความเร็วการขุด,ทำให้ผู้เล่นความเร็วขุด @1
1003,เปลี่ยนจำนวนความเสียหาย,ผู้เล่นที่เกิดจาก @1 @2
1004,กระโดด,เพิ่มแรงกระโดดของผู้เล่นโดย @1
1005,เปลี่ยนระดับ HP/ค่าความหิวสูงสุด,ทำให้สูงสุดของผู้เล่น @1 @2
1006,ให้เปลี่ยนระดับความหิว,ทุก @1 วินาทีระดับความหิวของผู้เล่น @2 จุด
1007,ให้การฟื้นฟู HP,ทุก @1 วินาทีของผู้เล่นฟื้นฟู HP @2
1008,ให้ได้รับบาดเจ็บ,ทุก @1 ผู้เล่นที่สองได้รับ @2 @3
1009,สว่างวิสัยทัศน์,วิสัยทัศน์สว่าง @1
1010,อัตราการได้รับบาดเจ็บ,ผู้เล่นได้รับ @1 @2
1011,ความเร็วหิว,ผู้เล่นความเร็วหิว @1
1012,โชค,เครื่องเล่น @1 @2 มีความน่าจะเป็นที่จะได้รับ @3
1013,เคาะกลับต่อไป,เคาะกลับระยะทางเพิ่มขึ้น @1 บล็อก
1014,ต้านทานจังหวะ,เคาะกลับลดลงระยะ @1 บล็อก
1015,ปริมาณรุ่น,ทำให้ขนาดของผู้เล่น @1 @2
1016,เปลี่ยนโหมด,เปลี่ยนโหมดเข้าสู่ @1
1017,เกิดความสับสนและงง,ย้ายไปในทิศทางตรงข้าม
1018,อยู่ยงคงกระพัน,ทำให้อยู่ยงคงกระพันผู้เล่น
1019,ฟอง,ทำให้ผู้เล่นที่ล้อมรอบไปด้วยฟองอากาศ
1020,ตรึง,ผู้เล่นไม่สามารถเคลื่อนย้าย
1021,ออกซิเจน,ผู้เล่นออกซิเจน @3 @1 @2 ทุกครั้งที่สอง
1022,ดูดซับความเสียหาย,ผู้เล่นได้รับโล่ที่สามารถดูดซับ @1 ความเสียหาย
1023,เปลี่ยนการโจมตี,ทำให้ผู้เล่น @1 @2
1024,เคาะขึ้น,ผู้เล่นโจมตี meele จะเคาะศัตรูขึ้นสำหรับ @1 บล็อก
1025,โจมตีรัฐที่แนบมาด้วย,เมื่อเป้าหมายถูกตีจะมี @1 ความน่าจะเป็นที่จะมีผลกระทบ 3 @@สำหรับ 2 วินาที
1026,เปลี่ยนค่าการป้องกัน,ตรวจ @1 @2
1027,สะท้อนให้เห็นถึงความเสียหาย,เมื่อเป้าหมายถูกตีจะมี @1 น่าจะเป็นสาเหตุ @2 ความเสียหาย
1028,ปีนกำแพง,ผู้เล่นสามารถย้ายบนพื้นผิวใด ๆ เช่นการปีนบันได
1029,อัตราการฟื้นฟู HP,อัตราการฟื้นฟู HP ของตัวละคร @1
1030,อัตรา EXP,อัตรา EXP ของตัวละคร @1
1031,ความแข็งแรงสูงสุด %,ตัวละครสูงสุด @1 เพิ่มขึ้น @2
1032,ความแข็งแรงสูงสุด,ตัวละครสูงสุด @1 เพิ่มขึ้น @2
1033,ฟื้นฟูความแข็งแรงอย่างต่อเนื่อง,ฟื้นฟู @2 ความแข็งแรงทุกๆ 1 วินาที
1034,อัตราการเหนื่อยล้า,เมื่อตัวละครทำ @1 ความแข็งแรงจะหมดไป @2
1035,อัตราการฟื้นฟูความแข็งแรง,เมื่อตัวละครอยู่ในสถานะ @1 อัตราการฟื้นฟูความแข็งแรงจะเพิ่มขึ้น @2
1036,ฟื้นฟูความเหนื่อยล้า,เมื่อค่าความแข็งแรงของตัวละครกลับมาสูงกว่า @1 สถานะเหนื่อยล้าจะถูกลบออก
1037,อดอาหาร,กินอาหารไม่ได้
1038,เมื่อสถานะมีผล ไอเทมจะดรอป,เมื่ออยู่ในสถานะ @1 ตัวละครจะสร้าง @2
1039,ดรอปไอเทมอย่างต่อเนื่อง,ทุกๆ @1 วินาที ตัวละครจะสร้าง @2
1040,วิ่งไม่ได้,ตัวละครไม่สามารถวิ่งได้
1041,เมื่อสถานะสิ้นสุด ไอเทมจะดรอป,เมื่อสถานะ @1 สิ้นสุดลง ตัวละครจะสร้าง @2
1042,เปลี่ยนโมเดล (สกิน),เปลี่ยนโมเดลตัวละครของคุณเป็น @1
1043,ฟื้นฟูเลือดอย่างต่อเนื่อง,ฟื้นฟูเลือดของตนเองและเพื่อนร่วมทีม 2 HP ต่อวินาที
1044,สร้างความเสียหายอย่างต่อเนื่อง,ทำให้มอนสเตอร์ได้รับความเสียหาย 2 แต้มต่อวินาที
1045,ความเสียหายจากการใช้ความแข็งแรง,ตัวละครเสีย @1 จำนวนเท่ากันเมื่อใช้ความแข็งแรง
1046,ความเสียหายจากการกระทำ,ตัวละครเสีย @2 แต้ม @3 เมื่อแสดง @1
1047,สถานะต้านทาน,เพิ่มภูมิคุ้มกันตัวละคร@1
1048,บัฟเสริม,ให้@2 กับตัวละคร ทุก @1 วินาที
1049,ห้ามกระทำ,ห้ามการกระทำทั้งหมด
1050,ลดบัฟต้านทาน,ตัวละครต้านทานต่อทุกสถานะของ @1
1051,ตก,ทำให้สิ่งมีชีวิตบินหล่นลงพื้น
1052,ห้ามเคลื่อนที่,ห้ามเคลื่อนที่
1053,,
1054,,
1055,,
1056,ดีคอลสกรีน,ทำให้สกรีนตัวละครแสดงดีคอล
1057,หยุดแอกชัน,ทำให้แอกชันตัวละครหยุดที่เฟรมปัจจุบัน
1058,เปลี่ยนแมปปิง,ทำให้แมปปิงตัวละครเปลี่ยนเป็นเทกซ์เจอร์น้ำแข็ง
1059,เอฟเฟกต์น้ำแข็ง,เพิ่มเอฟเฟกต์น้ำแข็งลงในตัวละคร
1060,สิ้นสุดการเปลี่ยนแปลงอุณหภูมิ,เมื่อสถานะสิ้นสุดลง จะตั้งค่าอุณหภูมิของตัวละครเป็น @2
1061,เล่นเอฟเฟกต์เสียงเมื่อสิ้นสุด,เมื่อสถานะสิ้นสุดลง จะเล่นเอฟเฟกต์และเสียง
1062,ระยะเวลาผลกระทบจากอุณหภูมิ,ระยะเวลาของสถานะจะเปลี่ยนไปตามอุณหภูมิโดยรอบ
1063,ยกเลิกสถานะเมื่อได้รับดาเมจสะสม,ได้รับดาเมจ@1สะสมถึง@2จะยกเลิกสถานะ
1064,เปลี่ยนแปลงอุณหภูมิอย่างต่อเนื่อง,ทำให้อุณหภูมิของตัวละครเปลี่ยนไป @2 ในทุก ๆ @1 วินาที
1065,การเปลี่ยนแปลงในอุณหภูมิที่ร่างกายมนุษย์รู้สึกได้,ทำให้อุณหภูมิสภาพแวดล้อมที่ตัวละครรู้สึกได้เปลี่ยนไป @1
1066,เปลี่ยนอุณหภูมิรอบข้าง,ทำให้อุณหภูมิสภาพแวดล้อมรอบตัวละครในระยะ @1 ช่องเพิ่มขึ้น @2
1067,การแข็งตัวและละลายของบล็อก,ทำให้หยดน้ำในบริเวณรอบตัวละคร @1 ช่อง และความสูง @2 ช่องแข็งตัว
1068,สร้างบล็อกแบบสุ่มรอบข้าง,ในขอบเขตทรงกระบอกรอบๆ ผู้เล่นที่มีรัศมี @1 และความสูง @2 จะสร้าง@4อยู่พื้นผิวด้านบนของบล็อกทุกๆ @3 วินาที
1069,ทำให้ผู้โจมตีได้รับสถานะเมื่อ,เมื่อได้รับการโจมตี @1 ครั้ง มีโอกาส @2 ทำให้ผู้โจมตีได้รับ @3
1070,เปลี่ยนอัตราเท่าจำนวนคืนค่าอาหาร,@1จำนวนคืนค่า@2ของอาหารเพิ่มขึ้น@3
