ID,名字,描述
ID,Name,Desc
1001,ตัวอย่างความเร็วในการเคลื่อนที่,@Null@
1002,ตัวอย่างความเร็วในการเคลื่อนที่,@Null@
1003,ตัวอย่างความเร็วในการเคลื่อนที่,@Null@
2001,ตัวอย่างความเร็วในการขุด,@Null@
3001,ฟื้นฟูชีวิตอย่างช้าระดับ 1,ฟื้นฟูพลังชีวิต5แต้ม/4วินาที
3002,ฟื้นฟูชีวิตอย่างช้าระดับ 2,ฟื้นฟูพลังชีวิต5แต้ม/2วินาที
3003,ฟื้นฟูชีวิตอย่างช้าระดับ 3,ฟื้นฟูพลังชีวิต5แต้ม/1วินาที
4001,วิ่งระดับ 1,เพิ่มความเร็ว 25%
4002,วิ่งระดับ 2,เพิ่มความเร็ว 50%
4003,วิ่งระดับ 3,เพิ่มความเร็ว 75%
4004,วิ่งระดับ 4,เพิ่มความเร็ว 75%
5001,ว่ายอย่างรวดเร็วระดับ 1,ว่ายน้ำเร็วขึ้น 25%
5002,ว่ายอย่างรวดเร็วระดับ 2,ว่ายน้ำเร็วขึ้น 50%
5003,ว่ายอย่างรวดเร็วระดับ 3,ว่ายน้ำเร็วขึ้น 75%
6001,กระโดดสูงๆ ระดับ 1,กระโดดสูงขึ้น
6002,กระโดดสูงๆ ระดับ 2,กระโดดสูงขึ้น
6003,กระโดดสูงๆ ระดับ 3,กระโดดสูงขึ้น แต่ระวังขาหักด้วยล่ะ!
6004,กระโดดสูงๆ ระดับ 4,กระโดดสูงขึ้น แต่ระวังขาหักด้วยล่ะ!
6005,ตีบวกปาร์กูร์,ความเร็วพื้นฐานเพิ่มขึ้น 90% กระโดดเพิ่มขึ้น 25
7001,ขุดอย่างบ้าคลั่งระดับ 1,ขุดเร็วขึ้น 25%
7002,ขุดอย่างบ้าคลั่งระดับ 2,ขุดเร็วขึ้น 50%
7003,ขุดอย่างบ้าคลั่งระดับ 3,ขุดเร็วขึ้น 75%
8001,เชื่องช้าระดับ 1,ความเร็วลดลง 25%
8002,เชื่องช้าระดับ 2,ความเร็วลดลง 50%
8003,เชื่องช้าระดับ 3,ความเร็วลดลง 75%
9001,ขุดจนเหนื่อยระดับ 1,ขุดช้าลง 25%
9002,ขุดจนเหนื่อยระดับ 2,ขุดช้าลง 50%
9003,ขุดจนเหนื่อยระดับ 3,ขุดช้าลง 75%
10001,ดูดดาเมจระดับ 1,มอบชีวิตดูดดาเมจ 2 แต้ม
10002,ดูดดาเมจระดับ 2,มอบชีวิตดูดดาเมจ 4 แต้ม
10003,ดูดดาเมจระดับ 3,มอบชีวิตดูดดาเมจ 6 แต้ม
11001,คริติคอลระดับ 1,คริติคอลดาเมจสูงขึ้น 25%
11002,คริติคอลระดับ 2,คริติคอลดาเมจสูงขึ้น 50%
11003,คริติคอลระดับ 3,คริติคอลดาเมจสูงขึ้น 75%
12001,ตีถอยสุดแรงระดับ 1,ขยายระยะตีถอย 2 เมตร
12002,ตีถอยสุดแรงระดับ 2,ขยายระยะตีถอย 4 เมตร
12003,ตีถอยสุดแรงระดับ 3,ขยายระยะตีถอย 6 เมตร
13001,ต่อต้านตีถอยระดับ 1,ลดระยะถูกตีถอย 1 เมตร
13002,ต่อต้านตีถอยระดับ 2,ลดระยะถูกตีถอย 2 เมตร
13003,ต่อต้านตีถอยระดับ 3,ลดระยะถูกตีถอย 3 เมตร
14001,มีโชคดีในการขุดระดับ 1,โอกาสได้ของดรอปพิเศษสูงขึ้น 1%
14002,มีโชคดีในการขุดระดับ 2,โอกาสได้ของดรอปพิเศษสูงขึ้น 2%
14003,มีโชคดีในการขุดระดับ 3,โอกาสได้ของดรอปพิเศษสูงขึ้น 3%
