ID,描述
ID,Desc
1,ไม่สามารถนอนหลับในสถานะนี้ได้
2,นอนตรงนี้ไม่ได้ คุณต้องมีเตียง
3,ไม่สามารถนอนตอนกลางวัน
4,ห่างจากถุงนอนมากเกินไป
5,ที่นี่ร้อนเกินไป ไม่สามารถเทน้ำได้
6,ไม่สามารถวางถุงนอนในดาวเปลวไฟได้
7,กระสุนไม่พอ
8,โปรดรอสักครู่ กำลังอัปโหลด/ดาวน์โหลดแมพ
9,โปรดรอสักครู่ กำลังดาวน์โหลดแมพ
10,จำนวนไฟล์เต็มแล้ว โปรดลบไฟล์แมพที่ไม่ต้องการก่อน
11,แชร์แมพสำเร็จ ไปชวนเพื่อนๆ มาดาวน์โหลดกัน!
12,เน็ตหลุด การแชร์ถูกหยุดชั่วคราว โปรดเชื่อมต่อเน็ตแล้วลองใหม่
13,โปรดเลือกแมพที่จะเข้า!
14,กำลังแชร์อยู่ แมพจะเข้าไม่ได้จนกว่าจะอัปโหลดเสร็จ
15,แมพนี้ยังดาวน์โหลดไม่สำเร็จ ไม่สามารถเข้าได้
16,ลบไฟล์ที่กำลังดาวน์โหลดอยู่หรือไม่?
17,"ต้องการลบแมพนี้ถาวรหรือไม่?
#cef2d2d(แมพที่สำรองไว้จะถูกลบด้วย)
(หลังลบแล้วจะกู้คืนไม่ได้)#n"
18,ไม่ได้เชื่อมต่ออินเทอร์เน็ต โปรดแชร์แมพขณะใช้ Wifi
19,ไม่ได้เชื่อมต่ออินเทอร์เน็ต โปรดดาวน์โหลดแมพขณะใช้ Wifi
20,ไม่ได้เชื่อมต่ออินเทอร์เน็ต โปรดอัปเดตแมพขณะใช้ Wifi
21,"โปรดทราบ:คุณกำลังใช้ 2G/3G/4G แน่ใจไหมว่าจะทำต่อ?
(แนะนำให้เชื่อมต่อด้วย Wifi)"
22,หยุดการดาวน์โหลด เพราะอินเทอร์เน็ตไม่เสถียร โปรดเชื่อมต่อ Wifi แล้วลองใหม่
23,ขณะนี้ไม่มีแมพอื่นแล้ว รีบมาแชร์แมพของคุณสิ
24,ไม่มีแมพที่ติดตามแล้ว
25,การติดตามของฉันเต็มแล้ว โปรดลบแมพที่ติดตามบางส่วนก่อน
26,เพิ่มแมพสำเร็จ โปรดเช็คดูในการติดตามของฉัน
27,ยกเลิกติดตามหรือไม่
28,จำนวนไฟล์ที่ดาวน์โหลดเต็มแล้ว โปรดลบไฟล์แมพที่ไม่ต้องการก่อน
29,ดาวน์โหลดแมพล้มเหลว โปรดเช็คสถานะอินเทอร์เน็ตก่อน
30,วันนี้ให้คะแนนแมพนี้แล้ว ให้คะแนนได้วันละครั้งเท่านั้น
31,วันนี้ใช้สิทธิ์กดไลค์หมดแล้ว พรุ่งนี้โปรดลองอีกครั้ง
32,แมพจำกัด:สร้างแมพภูมิประเทศแบบสุ่มที่มีขนาดคงที่ เหมาะกับอุปกรณ์ทั่วไป
33,แมพขนาดใหญ่:สร้างแมพภูมิประเทศที่ไม่จำกัดขนาด เหมาะกับอุปกรณ์ที่สเป็คค่อนข้างสูง
34,ภูมิประเทศราบเรียบ:สร้างแมพที่ภูมิประเทศราบเรียบ เหมาะกับการสร้างสิ่งก่อสร้าง
35,โปรดเลือกไอเทมที่จะคราฟต์
36,ต้องการลบเพื่อนคนนี้หรือไม่
37,อินเทอร์เน็ตไม่เสถียร โปรดลองใหม่ภายหลัง
38,เขาเป็นเพื่อนของคุณแล้ว
39,จำนวนเพื่อนเต็มแล้ว
40,เพิ่มตัวเองเป็นเพื่อนไม่ได้
41,เพิ่มเพื่อนไม่สำเร็จ โปรดลองใหม่ในภายหลัง
42,ลบเพื่อนคนนี้สำเร็จ
43,ดาวน์โหลดไฟล์แมพจากในเกมไม่ได้ โปรดกลับไปลองในหน้าหลัก
44,ยังไม่พบเพื่อนที่อยู่ใกล้ๆ โปรดค้นหาในภายหลัง
45,ชื่อตัวละครที่ตั้งต้องเป็นตัวเลขหรือภาษาอังกฤษ
46,ชื่อนี้มีคนใช้อยู่แล้ว(คลิกที่ตัวอักษรเพื่อแก้ไข)
47,สเป็คสูง
48,สเป็คกลาง
49,สเป็คต่ำ
50,มุมมองหลัง
51,มุมมองหน้า
52,มุมมองหลัก
53,ทัศนวิสัย(ไกล)
54,ทัศนวิสัย(กลาง)
55,ทัศนวิสัย(ใกล้)
56,หีบเก็บของเต็มแล้ว
57,คะแนนภารกิจบัญชี:
58,ไม่มี
59,-ผจญภัย
60,-สร้างสรรค์
61,ขาด@1
62,คราฟต์@1×@2
63,ลบเพื่อน
64,@1เป็นเพื่อนของคุณ
65,ออกจากหน้าร่ายมนตร์แล้ว
66,ดาวที่ใช้ร่ายมนตร์มีไม่พอ
67,ยังไม่มีสถานะร่ายมนตร์
68,สุ่มมอบสถานะร่ายมนตร์
69,ไอเทมนี้ถูกร่ายมนตร์แล้ว
70,หลังรวม ไอเทมรองจะหายไป
71,โปรดวางไอเทมรอง
72,โปรดเลือกไอเทมร่ายมนตร์
73,ดาว
74,MCoin
75,ร่ายมนตร์ได้:
76,ไอเทมหลักที่ใช้ได้
77,ไอเทมรองที่ใช้ได้
78,ไม่มีลักษณะที่เหมาะสม
79,@1ร่ายมนตร์สำเร็จ!
80,โปรดวางไอเทมที่ต้องการร่ายมนตร์
81,วางในเป้จากหน้าร่ายมนตร์แล้ว
82,เอาชีวิตรอดในป่า สะสมทรัพยากร ผจญภัยในโลกของคุณ
83,เมื่อมีทรัพยากรต่างๆ ก็จะสร้างสิ่งที่ต้องการได้
84,สร้างไฟล์ใหม่\n เริ่มผจญภัยได้เลย
