ID,名字
ID,EnumName
100203,Температура
100307,Урон элитам
100308,Ущерб для животных
100313,Повреждения при замораживании
100407,Урон от элитных монстров.
100408,Ущерб от зверей
100413,Ущерб от замораживания
100504,Устойчивость к огню
100505,Устойчивость к токсинам
100506,Устойчивость к запутыванию
100508,Стойкость к замерзанию
100908,Атака при замораживании
101007,Истинный урон
101008,Повреждения при замораживании
101501,Низкая температура
101502,Высокая температура
101601,Все
101602,Водный блок
101603,Зыбучие пески
101604,Медовый блок
101605,Лавовый блок
101701,Все
101702,Данные.
101703,Жареный
101704,Вареный
101705,Медицина
101801,Все
101802,Здоровье
101803,Стамина очки.
101804,Щиты
101805,Исполнить
101806,Кислород
