ID,名字
ID,EnumName
10001,Солнечно или дождливо
10002,солнечно
10003,дождливый
10004,гроза
10005,плохая погода
10006,снег
10007,Песчаная буря
10008,шторм
10009,метель
20001,восток
20002,юг
20003,запад
20004,север
20005,вверх
20006,вниз
30001,Вид от первого лица
30002,Вид от третьего лица
30003,Вид спереди
30004,Четверть вид
30005,Пользовательский вид
30006,
40001,X
40002,Y
40003,Z
50001,Угловая система
50002,Радиан Мера
60001,Войти
60002,Ln
70001,книзу
70002,Округление чисел
70003,вверх
80001,Урон в ближнем бою
80002,Дальний урон
80003,Урон от взрыва
80004,Урон от огня
80005,Ущерб от яда
80006,Ущерб хаос
80007,Падение урона
80008,удушение
80009,Повреждение замораживанием
90001,да
90002,нет
100001,на
100002,от
110001,Максимум
110002,Минимум
120001,Равно
120002,Не равно
120003,Больше чем
120004,Меньше чем
120005,Больше или равно
120006,Меньше или равно
130001,добавлять
130002,вычитать
130003,Умножение
130004,водораздел
140001,Макс. HP
140002,Текущие HP
140003,Восстановление HP
140006,Текущая сытость
140008,Текущий кислород
140010,Скорость движения
140011,Скорость бега
140012,Stealth Speed
140013,Скорость плавания
140014,Перейти
140015,Скорость уклонения
140016,Атака ближнего боя
140017,Дальний арак
140018,Ближний бой
140019,Дальняя защита
140020,Размер модели
140022,Звезды
140023,Текущий EXP
140024,Текущий уровень
140025,Максимальная выносливость
140026,Текущая выносливость
140027,скорость восстановления выносливости
150001,Оставайся на месте
150002,движение
150004,пробег
150005,Перейти
150006,Двойной прыжок
150007,хитрость
150011,земля
160001,подвижной
160002,Блок Размещаемый
160003,Блок Взаимодействующий
160004,Блок разрушаемый
160005,Пункт пригодный для использования
160006,уязвимый
160007,Может быть поврежден
160008,отключаемый
160009,Предмет коллекционирования
160010,Победить падение
160011,Выбросьте Пункт
170001,Team1Red
170002,Team2Blue
170003,Team3Green
170004,Team4Yellow
170005,Team5Orange
170006,Team6Purple
170007,Нет команды
180001,Номер игрока
180002,счет
190001,Destructible
190002,Interactable
190003,Можно толкнуть
190004,Включить Drop
200001,пустой
200002,AFK
200003,прогуливающийся
200004,Атака ближнего боя
200005,Дальний арак
200006,следовать
200007,плавать
200008,Убежать
200009,Самоуничтожение
200010,Привлеченные
200011,мате
210001,Макс. HP
210002,Мин. HP
210003,Восстановление HP
210005,Текущая сытость
210007,Текущий кислород
210009,Скорость движения
210011,Скорость плавания
210012,Прыгать сила
210014,Скорость уклонения
210015,Атака ближнего боя
