ID,名字
ID,Name
1,Лампа один
2,Лампа два
3,Фруктовая деревянная мебель
4,Мебель из тополя
5,Сосновая мебель
6,мне нужна дверь
7,Удобная кровать
8,Жесткий парень
9,Доска объявлений
10,дальнобойное оружие
11,тарелка
12,Роскошное освещение
13,сад
14,Весенний фестиваль
15,Фестиваль фонарей
16,Национальный фестиваль творения （ ）
17,Национальный фестиваль творения （ Fence ）
18,Неделя Благополучия 2017 （ Рыба ）
19,Научно-фантастический сериал - Альфа
20,Серия научной фантастики - Бета
21,Инопланетные технологии
22,Древние технологии
23,активность
24,машины
25,Мебель Populus euphratica
26,Балала маленький сказочный реквизит
27,Китайская мебель
