ID,Name,ChildName,Desc,Remarks
ID,Name,ChildName,Desc,Remarks
1010001,Когда погода меняется,Мир,Any change in the weather,Погода обратилась от солнечного дождя，а дождь повернулся к солнечным дне.
1010002,Когда погода на местности группа меняется,Мир,При указании изменений погоды |@1|,общая группа: равнина / лес / скала / джунгли / бассейн / пустой остров / река; группа океана: пляж / глубокое море / мелкое море / остров; группа пустыни: пустыня / оазис; обычная холодная зона: хвойный лес / ледяное поле; пиковая холодная зона: айсберг; вулканическая группа: вулкан; группа водно-болотных угодий: тропический лес / болото; плоский пустой остров
1020001,Когда игра создана,Игровая логика,Triggered when the game is created,При входе в отсчет игры 3，2，1，запуск игры
1020002,Время в игре,Игровая логика,Game time at |@1|,Когда игра в указанной точке времени
1020003,Время выполнения игры,Игровая логика,Game running time |@1| seconds later,После ввода в игру запустите указанное время
1020004,Игра Победа,Игровая логика,Triggered by Any player's victory,@Null@
1020005,Игра не удалась,Игровая логика,Triggered by Any player's fail,@Null@
1020007,Игрок входит в игру,Игровая логика,When any player enters the game,@Null@
1020008,Игрок покидает игру,Игровая логика,When any player leaves the game,@Null@
1020009,Таймер изменения,Игровая логика,When any timer changes,Любая переменная таймера в изменении переменной библиотеки
1020010,Назначают изменения таймера,Игровая логика,Когда |@1| изменения,Когда указанные переменные таймера изменяются в изменении переменной библиотеки
1020011,Во время каждой игры Runtime (Loop),Игровая логика,Игра за время выполнения - |@1| секунды,"1. Минимальное значение составляет 0，05 секунды，0，01-0，09 займет 0，05
2. Игра срабатывает (цикл) каждый раз，когда указывается игра."
1020012,Когда карта получает информацию,Игровая логика,Когда карта получает любую строку информации,@Null@
1030001,Умереть,игрок,Triggered when any player dies,@Null@
1030002,респаун,игрок,Triggered when any player respawns,@Null@
1030003,Изменение атрибутов,игрок,Any player's change of |@1|,Когда игрок является атрибутом，если изменяется объем крови
1030004,Победить цель,игрок,Any player defeats any other player or creature,Когда игрок поражает других игроков，это био. Бить игроков，существа для целевых игроков，существ
1030005,Атака,игрок,When any player attacks,@Null@
1030006,Хит Цель,игрок,Любой игрок попадает любой другой игрок или существо,Когда игрок напал на других игроков，существ. Игрок，существо，целевой игрок，биологический
1030007,Нанести урон,игрок,Any player cause damage to any other player，creature or blocks,Когда игрок ранит других игроков，существа болят. Терновые игроки，игроки организма，существа в мероприятии
1030008,Быть атакованным,игрок,Any player takes damage,@Null@
1030009,перемещение,игрок,Any player moves one block away,@Null@
1030010,Используя выражение мультфильма,игрок,Any player uses Emoticon,@Null@
1030011,Используйте реквизит,игрок,Any player uses any items,@Null@
1030012,Получить реквизит,игрок,Any player obtains any items,@Null@
1030013,Потреблять реквизит,игрок,Any player consumes any items,@Null@
1030014,Нажмите на Существо,игрок,Any player clicks on any creature,@Null@
1030015,Нажмите на блок,игрок,Any player uses any blocks,@Null@
1030016,Верховая езда,игрок,Any player rides any mount or vehicle,@Null@
1030017,Отменить поездку,игрок,Any player cancel rides any mount or vehicle,@Null@
1030018,Изменение состояния движения,игрок,Any player enters status |@1|,@Null@
1030019,коллизия,игрок,Triggered when any player collides,@Null@
1030020,Забрать предмет,игрок,Any player picks up any drop,@Null@
1030021,Введите регион,игрок,When any player enters |@1|,@Null@
1030022,Покинуть регион,игрок,When any player leaves |@1|,@Null@
1030023,Смена брони,игрок,Any player's armor bar changes,@Null@
1030024,Изменение рюкзака,игрок,Any player's backpack bar changes,@Null@
1030025,Смена панели быстрого доступа,игрок,Any player's shortcut bar changes,@Null@
1030026,Выберите панель быстрого доступа,игрок,Любой игрок выбирает любые слоты на панели быстрого доступа,@Null@
1030027,Выбросьте пункт,игрок,Любой игрок сбрасывает пункт,@Null@
1030028,Нанести на броне,игрок,Любой игрок надевает доспехи,@Null@
1030029,Сойти броню,игрок,Любой игрок получает от брони,@Null@
1030030,Отоброжать строку персонажа в окне чата,Игрок,Показывать |@1| в окне чата,@Null@
1030031,Введите строку символов,игрок,Любой игрок входит |@1,@Null@
1030032,Нажми,игрок,Любой игрок нажимает |@1|,@Null@
1030033,Зажми,игрок,Любой игрок зажимает |@1|,@Null@
1030034,Отпусти,игрок,Любой игрок отпускает |@1|,@Null@
1030035,Получен эффект состояния,игрок,Случайный игрок получает эффект состояния,@Null@
1030036,Потерян эффект состояния,игрок,Случайный игрок теряет эффект состояния,@Null@
1030037,Потерян особый эффект состояния,игрок,Любой игрок проигрывает |@1,@Null@
1030038,Изменения уровня,игрок,Изменения уровня Случайные игрока,@Null@
1030039,Игроки входят в информацию об чате (включая строки),игрок,Любые входы игрока из ящиков чата с |@1|,Когда игрок входит в ящик чата и когда его выдается
1040001,Быть атакованным,Существо,When any creature is harmed,@Null@
1040002,Атака,Существо,When any creature is attacking,@Null@
1040003,Хит Цель,Существо,When any creature hits any other player or creature,@Null@
1040004,Нанести урон,Существо,When any creature cause harm on any other player or creature,@Null@
1040005,Умереть,Существо,When any creature dies,@Null@
1040006,Победить цель,Существо,When any creature defeats any other player or creature,@Null@
1040007,Введите регион,Существо,When any creature enters |@1|,@Null@
1040008,Покинуть регион,Существо,When any creature leaves |@1|,@Null@
1040009,Изменение состояния существа,Существо,When any creature enters status |@1|,@Null@
1040010,коллизия,Существо,When any creature collides with players or other creatures,@Null@
1040011,Изменение атрибутов,Существо,When any creature's |@1| changes,@Null@
1040012,При создании,Существо,When any creature is created,@Null@
1040013,Получен эффект состояния,Существо,Случайное существо получает эффект состояния,@Null@
1040014,Потерян эффект состояния,Существо,Случайное существо теряет эффект состояния,@Null@
1040015,Потерян особый эффект состояния,Существо,Случайное существо теряет |@1,@Null@
1040016,Когда нападение,Существо,Когда это существо подвергается нападению,@Null@
1040017,При запуске нападая,Существо,Когда это существо начинает нападать,@Null@
1040018,При попадании цели,Существо,Когда это существо начинает атаковать и ударяется цели,@Null@
1040019,При нанесении урона,Существо,Когда это существо наносит ущерб цели,@Null@
1040020,Когда поражение,Существо,Когда это существо поражение,@Null@
1040021,При разгроме цели,Существо,Когда это существо поражения цели,@Null@
1040022,Когда изменения статуса действия,Существо,Когда это существо входит |@1|,@Null@
1040023,коллизия,Существо,Когда это существо сталкивается с другими игроками или существ,@Null@
1040024,Когда изменения атрибутов,Существо,Когда это существо |@1| изменения,@Null@
1040025,Когда создается,Существо,Когда это существо создается,@Null@
1040026,При получении статуса,Существо,Когда это существо получает случайное состояние,@Null@
1040027,При потере статуса,Существо,Когда это существо теряет случайный статус,@Null@
1040028,Когда он нажал на игроков,Существо,Когда это существо щелкнул игроками,@Null@
1050001,Во время добычи,блок,When any block is mined,@Null@
1050002,Будучи уничтоженным,блок,When any block is broke,@Null@
1050003,Состояние зарядки блока,блок,When any block's charging state changed,@Null@
1050004,Изменения товара в контейнере,блок,when any items in storage changes,@Null@
1050005,Пока создается,блок,When any block is created,@Null@
1050006,Когда контейнер помещается в,блок,Когда любой контейнер помещается в,@Null@
1050007,Когда контейнер вынимают,блок,Когда какой-нибудь контейнер вынимают,@Null@
1050008,Когда время выкопал,блок,При случайном блок иссек,@Null@
1050009,При рытье прерывается,блок,Когда случайный блок выкопал，но прервал,@Null@
1050010,Когда время выкопал,блок,Когда этот блок выкопал,@Null@
1050011,Финиш быть выкопал,блок,При рытье этого блока закончил,@Null@
1050012,При рытье прерывается,блок,Когда этот блок выкопал，но прервал,@Null@
1050013,Когда разрушается,блок,Когда этот блок будет уничтожен,@Null@
