ID,购买提示
ID,BuyTips
1,Предмет разблокировки можно получить в Домашних плодах. (Умеренное развлечение и рациональное потребление)
2,Предмет разблокировки можно получить в Домашних плодах. (Умеренное развлечение и рациональное потребление)
3,Предмет разблокировки можно получить во время события
4,Предмет разблокировки можно получить во время события
5,Предмет разблокировки можно получить в Домашних плодах. (Умеренное развлечение и рациональное потребление)
6,Предмет разблокировки можно получить в Домашних плодах. (Умеренное развлечение и рациональное потребление)
7,"Доступ открывается после того, как Дом достигает 10-го уровня."
8,Предмет разблокировки можно получить в Домашних плодах. (Умеренное развлечение и рациональное потребление)
9,Предмет разблокировки можно получить в Домашних плодах. (Умеренное развлечение и рациональное потребление)
10,Предмет разблокировки можно получить во время события
11,Предмет разблокировки можно получить во время события
12,0
13,0
14,0
15,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
16,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
17,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
18,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
19,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
20,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
21,0
22,0
23,0
24,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
25,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
26,0
27,0
28,0
29,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
30,Предмет разблокировки можно получить в плодах во время Домашних событий. Нельзя получить в золотых плодах и обычных плодах. (Умеренное развлечение и рациональное потребление)
31,0
