ID,大类名称
ID,TypeName
1,мебель
2,мебель
3,мебель
4,мебель
5,мебель
6,мебель
7,мебель
8,мебель
9,мебель
10,мебель
11,мебель
12,мебель
13,мебель
14,мебель
15,мебель
16,мебель
17,мебель
18,мебель
19,мебель
20,мебель
21,мебель
22,мебель
23,мебель
24,мебель
25,мебель
26,мебель
27,мебель
28,мебель
29,мебель
30,мебель
31,мебель
32,мебель
33,мебель
34,мебель
35,мебель
36,мебель
37,мебель
38,мебель
39,мебель
40,мебель
41,мебель
42,мебель
43,архитектура
44,архитектура
45,архитектура
46,архитектура
47,архитектура
48,мебель
49,мебель
50,мебель
51,оборудование
52,оборудование
53,оборудование
54,оборудование
55,оборудование
56,оборудование
57,оборудование
58,оборудование
59,мебель
60,мебель
61,мебель
62,мебель
63,мебель
64,мебель
65,мебель
66,мебель
67,мебель
68,мебель
69,мебель
70,мебель
71,мебель
72,мебель
73,мебель
74,мебель
75,мебель
76,мебель
77,Фестиваль
78,Фестиваль
79,Фестиваль
80,Фестиваль
81,Фестиваль
82,Фестиваль
83,Фестиваль
84,Фестиваль
85,Фестиваль
86,Фестиваль
87,Фестиваль
88,Фестиваль
89,Фестиваль
90,архитектура
91,архитектура
92,архитектура
93,архитектура
94,архитектура
95,архитектура
96,архитектура
97,архитектура
98,архитектура
99,архитектура
100,архитектура
101,биология
102,биология
103,биология
104,архитектура
105,архитектура
106,архитектура
107,архитектура
108,архитектура
109,архитектура
110,архитектура
111,архитектура
112,архитектура
113,архитектура
114,архитектура
115,архитектура
116,архитектура
117,архитектура
118,архитектура
119,архитектура
120,архитектура
121,архитектура
122,архитектура
123,архитектура
124,оборудование
125,оборудование
126,оборудование
127,оборудование
128,оборудование
129,оборудование
130,оборудование
131,оборудование
132,Фестиваль
133,Фестиваль
134,Фестиваль
135,архитектура
136,архитектура
137,архитектура
138,архитектура
139,архитектура
140,архитектура
149,мебель
150,мебель
151,мебель
152,мебель
153,мебель
