ID,名字,Desc
ID,Name,Desc
1053,,
1054,,
1055,,
1056,화면 데칼,캐릭터 화면에 데칼이 표시되도록 합니다.
1057,작업 중지,현재 프레임에서 캐릭터 동작을 중지합니다
1058,지도 변경,문자맵을 각얼음 재료로 바꿔줍니다.
1059,아이스 큐브 효과,캐릭터에 얼음 조각 효과 추가
1060,온도 변경 종료,상태가 끝나면 캐릭터의 온도를 @2로 설정합니다.
1061,효과 음향 효과 재생을 종료합니다,효과와 음향 효과는 상태가 끝날 때 재생됩니다
1062,온도는 지속 시간에 영향을 미칩니다,상태 지속 시간은 주변 온도에 따라 변경됩니다
1063,누적 피해 기각 상태,@1이 받은 누적 피해가 @2 기각 상태에 도달합니다.
1064,지속적으로 온도 변경,@2초마다 캐릭터의 온도를 @1씩 변경합니다.
1065,체성 감각 온도 변화,주변 온도를 문자 @1로 변경합니다.
1066,주변 온도 변경,캐릭터 주변의 @1 타일 내 주변 온도를 @2만큼 높입니다.
1067,블록이 응축되고 녹습니다.,캐릭터 주변의 @1 타일과 상단과 하단 높이의 @ 2 타일 내에서 물을 응축합니다.
1068,주변에 무작위로 블록 생성,플레이어 주위의 반경 @1 높이 @2의 실린더 내에서 @3초마다 임의의 블록의 윗면에 @4가 생성됩니다
1069,공격자에게 상태 이상을 부여합니다.,"@1번 공격을 받을 때, @2%의 확률로 공격자에게 @3을 부여합니다."
1070,음식의 회복량 배율이 변경되었습니다.,@1음식의@2회복량이 증가@3합니다.
