ID,购买提示
ID,BuyTips
1,"잠금해제 소품은 터전 열매에서 얻을 수 있습니다. 
 (적절한 오락 이성 소비)"
2,"잠금해제 소품은 터전 열매에서 얻을 수 있습니다. 
 (적절한 오락 이성 소비)"
3,잠금해제 소품은 운영 이벤트를 통해 얻을 수 있습니다.
4,잠금해제 소품은 운영 이벤트를 통해 얻을 수 있습니다.
5,"잠금해제 소품은 터전 열매에서 얻을 수 있습니다. 
 (적절한 오락 이성 소비)"
6,"잠금해제 소품은 터전 열매에서 얻을 수 있습니다. 
 (적절한 오락 이성 소비)"
7,터전이 10등급에 도달하면 획득 경로를 개방합니다.
8,"잠금해제 소품은 터전 열매에서 얻을 수 있습니다. 
 (적절한 오락 이성 소비)"
9,"잠금해제 소품은 터전 열매에서 얻을 수 있습니다. 
 (적절한 오락 이성 소비)"
10,잠금해제 소품은 운영 이벤트를 통해 얻을 수 있습니다.
11,잠금해제 소품은 운영 이벤트를 통해 얻을 수 있습니다.
12,@Null@
13,@Null@
14,@Null@
15,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
16,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
17,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
18,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
19,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
20,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
21,@Null@
22,@Null@
23,@Null@
24,"잠금해제 소품은 홈 액티비티 열매에서 얻을 수 있으며, 금 열매 및 일반 열매에는 배치되지 않습니다(적절한 오락 이성 소비)"
