ID,名字
ID,EnumName
10001,맑음과 비가 엇갈림
10002,맑음
10003,비
10004,뇌우
10005,나쁜 날씨
10006,눈
10007,모래폭풍
10008,폭풍
10009,눈보라
20001,동
20002,남
20003,서
20004,북
20005,상
20006,하
30001,주시각
30002,뒤시각
30003,정시각
30004,부시각
30005,자기정의 시각
30006,
40001,X
40002,Y
40003,Z
50001,각도제
50002,호도제
60001,Log
60002,Ln
70001,아래로
70002,반올림
70003,위로
80001,근전상해
80002,원격상해
80003,폭발상해
80004,연소상해
80005,독상해
80006,혼돈의 손상
80007,추락상해
80008,질식상해
80009,동결 손상
90001,네
90002,아니오
100001,켜기
100002,끄기
110001,최대치
110002,최소치
120001,같기
120002,같지않기
120003,크기
120004,작기
120005,크기같기
120006,작기같기
130001,더하기
130002,빼기
130003,곱하기
130004,나누기
140001,최대생명치
140002,현재생명치
140003,생명복귀
140006,현재기아도
140008,현재산소치
140010,이동속도
140011,달리기속도
140012,잠행속도
140013,수영속도
140014,뛰기
140015,회피율
140016,근전공격
140017,원격공격
140018,근전방어
140019,원격방어
140020,모델크기
140022,별수
140023,현재경험치
140024,현재래벨
140025,최대체력치
140026,현재체력치
140027,체력치 회복 속도 배율
150001,정지
150002,이동
150004,달리기
150005,뛰기
150006,이단뛰기
150007,잠행
150011,착지
160001,이동가능
160002,세팅 가능 네모
160003,네모와 교제 가능
160004,가파괴각
160005,사용 가능한 도구
160006,공격 가능
160007,상처 가능
160008,살해 가능
160009,줍기 가능 아이템
160010,가사낙
160011,버림 가능 아이템
170001,팀1레드
170002,팀2불루
170003,팀3그린
170004,팀4옐로우
170005,팀5오렌지
170006,팀6퍼플
170007,노팀
180001,플레이어 수량
180002,점수
190001,파괴가능
190002,교체가능
190003,추동가능
190004,추락가능 아이템
200001,비어있음
200002,대기
200003,빈둥거리기
200004,근전공격
200005,원격공격
200006,따라가기
200007,수영
200008,도망
200009,자기 폭발
200010,끌림
200011,교배
210001,최대생명치
210002,현재생명치
210003,생명복귀
210005,현재기아도
210007,현재산소치
210009,이동속도
210011,수영속도
210012,도약력
210014,회피율
210015,근전공격
210016,원격공격
210017,근전방어
210018,원격방어
210019,모델크기
220001,이동가능
220002,공격가능
220003,살해가능
220004,아이템 줍기 가능
220005,가사낙
230001,세계 선택 영역
240001,사건중 위치
240002,출생점
240003,세계 선택 위치
250001,이벤트를 촉발한 선수
250002,이벤트 대상 선수
260001,공기 네모
260002,사건의 네모 종류
260003,마지막으로 만든 블록 유형
270001,이벤트 속 아이템 종류
270002,마지막으로 생성 된 소품 유형
280001,사건을 촉발하는 투척물
290001,사건 중의 낙하물
300001,사건을 촉발하는 바이오
300002,사건 중의 목표 바이오
300003,세계에서 바이오 선택하기
300004,마지막으로 만든 생물
310001,이벤트 중 애니메이션 이모티콘
320001,진실
320002,가짜
330001,Sin
330002,Cos
330003,Tan
340001,이벤트 효과 종류
340002,마지막으로 생성 된 특수 효과 유형
350001,정상 방향
350002,정하 방향
350003,정좌 방향
350004,정우 방향
350005,정앞 방향
350006,정뒤 방향
360001,동작을 수행하는 객체
370001,고음 1
370002,고음 1(승)
370003,고음 2
370004,고음 2(승)
370005,고음 3
370006,고음 4
370007,고음 4(승)
370008,고음5
370009,고음 5(승)
370010,고음 6
370011,고음 6(승)
370012,고음 7
370013,중음1
370014,중음1(승)
370015,중음2
370016,중음2(승)
370017,중음3
370018,중음4
370019,중음4(승)
370020,중음5
370021,중음5(승)
370022,중음6
370023,중음6(승)
370024,중음7
370025,저음1
370026,저음1(승)
370027,저음2
370028,저음2(승)
370029,저음3
370030,저음4
370031,저음4(승)
370032,저음5
370033,저음5(승)
370034,저음6
370035,저음6(승)
370036,저음7
380001,키 위치 W
380002,키 위치 A
380003,키 위치 S
380004,키 위치 D
380005,키 위치 Space
380006,키 위치 Shift
380007,키 B.
380008,키 C.
380009,키 E.
380010,키 F.
380011,키 G.
380012,키 H.
380013,키 I.
380014,키 J.
380015,키 K.
380016,키 L.
380017,키 M.
380018,키 N.
380019,키 O.
380020,키 P.
380021,키 Q.
380022,키 R.
380023,키 T.
380024,키 U.
380025,키 V.
380026,키 X.
380027,키 Y.
380028,키 Z.
390001,단축바1
390002,단축바2
390003,단축바3
390004,단축바4
390005,단축바5
390006,단축바6
390007,단축바7
390008,단축바8
400001,사건중의 단축바
410001,사건중의 상태 효과
420001,장비바 1 (헬멧)
420002,장비바 2 (흉갑)
420003,장비바 3 (다리 보호대)
420004,장비바 4 (부츠)
420005,장비바 5 (등장식)
430001,사건중의 장비바
440001,이벤트 유발 생물 종류
440002,이벤트에서 대상 생물 유형
440003,마지막으로 만든 생물 유형
450001,사건 속의 레시피
460001,사건 중의 정련
470001,사건 중의 시나리오
480001,사건 중의 아이템 수량
490001,문자판
490002,부유 문자
490003,진도표
490004,목표를 가리키는 화살표
490005,위치를 가리키는 화살표
490006,목표를 향해 가리키는 안내 영역
490007,가이드 영역 위치를 가리키는 것
490008,목표를 향해 가리키는 경로
490009,가이드 경로 위치를 향해 가리키는 경로
500001,오름차순
500002,내림차순
510001,이벤트 구성 요소
520001,현재 편집 인터페이스
520002,이벤트 인터페이스
530001,비행
530002,기본 이동
540001,년도
540002,월
540003,일
540004,시간
540005,분
540006,두번째
540007,타임스탬프(초)
550001,이벤트 문자열
570001,이벤트의 음악
580001,정지시키다
580002,재개하다
580003,닫다
590001,세계에서 디스플레이 창을 선택하십시오
600001,글로벌 개체
610001,루프
610002,싱글 플레이
990001,공통 그룹
990002,오션 그룹
990003,사막 그룹
990004,평범한 차가운 그룹
990005,피크 프리깃 존 그룹
990006,화산 형성
990007,습지 형성
