ID,名字,描述,追踪
ID,Name,Desc,TrackDesc
1000,,,
1001,,,
1002,,,
1003,,,
1004,,,
1005,,,
1006,,,
1007,,,
1008,,,
1009,,,
1010,,,
1011,,,
1012,,,
1013,,,
1014,,,
1015,,,
1016,,,
1017,,,
1018,,,
1022,,,
1023,,,
1024,드래곤 슬레이어,플라 즈 @1에서 고대 블랙 드래곤을 물리 치십시오.,#cfa7a0f원고 흑룡 격파
1025,,,
1026,,,
1027,,,
1028,,,
1029,,,
1030,,,
1031,,,
1032,,,
1033,,,
1034,,,
1035,,,
1036,,,
1037,,,
1038,,,
1039,,,
1040,,,
1041,,,
1042,,,
1043,,,
1044,,,
1045,,,
1046,,,
1047,,,
1048,,,
1049,핑크 트레이너,잔디 / 고기 피드 또는 당근 잔치를 사용하여 건초 더미 옆에 두 개의 송톤을 먹이기 때문에 번식 톤톤의 수가 200 @1에 이르기까지,번식 #cfa7a0f Tonton.
1050,워더 라더,소수의 잡초 또는 잔디 피드를 사용하여 200 개의 송아지 @1을 번식하기 위해 건초 더위 옆에 두 개의 암소를 먹이십시오 @1,번식 #cfa7a0f cow.
1051,매매!,소수의 잡초 또는 잔디 피드를 사용하여 건초 더미 옆에 두 양의 양을 먹이려면 양고기 @1까지,번식 #cfa7a0f 양
1052,병아리를 소환하십시오,잔디 피드를 사용하여 치킨 콩 옆에 두 개의 닭을 먹이므로 번식 닭의 수가 200 @1에 이르기까지,번식 #cfa7a0f 치킨
1053,대규모 번식 기지,전임자 작업을 완료 한 후 자동으로 작업을 완료하십시오,#cfa7a0f 번식 동물 시리즈 업적을 완성하십시오
1054,,,
1055,,,
1056,,,
1057,,,
1058,,,
1059,,,
1060,,,
1061,,,
1062,,,
1063,,,
1064,,,
1065,,,
1066,,,
1067,,,
1068,,,
1069,,,
1070,,,
1071,,,
1072,,,
1073,,,
1074,,,
1075,,,
1076,,,
1077,,,
1078,사냥꾼 공적,패배 200 개의 Spear Goblin @1,#cfa7a0f야인사냥꾼 격파
1079,지심 공적,패배 100 팬텀 @1,#cfa7a0f심인 격파
1080,야인 공적,500 개의 보아마 @1을 물리 쳤다,#cfa7a0f야인들 격파
1081,폭폭알,200 Boomegg @1을 물리 쳤다,#cfa7a0f폭폭알 격파
1082,신과 함께 이름을 떨치다.,전임자 작업을 완료 한 후 자동으로 작업을 완료하십시오,모두 완료 #cfa7a0f 패배 Miras Monster Series Achievements.
1083,근면 광부 1,100 #cfa7a0f 돌 pickaxe #n@1#r (돌 pickaxe는 철광석을 수집 할 수 있습니다),#cfa7a0f석광호 제작
1084,근면 광부 2,50 #cfa7a0f 철분 pickaxe #n@1#r (철 곡괭이가 고급 광산 수집 가능),#cfa7a0f철광호 제작
1085,근면 광부 3,20 #L#cfa7a0f 다이아몬드 드릴 #n@1#r (다이아몬드 드릴 수집 블랙 크리스탈 수집 가능),#cfa7a0f다이아몬드 제작
1086,유리 1,Smelt 10 #L#cfa7a0f 유리 블록 #n@1,용융#cfa7a0f유리 덩어리
1087,유리 2,Smelt 500 #L#cfa7a0f 유리 블록 #n@1,용융#cfa7a0f유리 덩어리
1088,유리 3,Smelt 2000 #L#cfa7a0f 유리 블록 #n@1,용융#cfa7a0f유리 덩어리
1089,정철 1 주세요.,Smelt 10 #L#cfa7a0f 철 잉곳 #n@1,용해#cfa7a0f정철소
1090,정철 2 주세요.,Smelt 100 #cfa7a0f 철 잉곳 #n@1,용해#cfa7a0f정철소
1091,정철 3 주세요.,Smelt 300 #cfa7a0f 철 잉곳 #n@1,용해#cfa7a0f정철소
1092,블루 다이아모드 광석 1,광산 10 #cfa7a0f 다이아몬드 광석 #n@1,채굴#cfa7a0f블루다이아몬드 광석
1093,블루 다이아모드 광석 2,광산 50 #cfa7a0f 다이아몬드 광석 #n@1,채굴#cfa7a0f블루다이아몬드 광석
1094,블루 다이아모드 광석 3,광산 200 #cfa7a0f 다이아몬드 광석 #n@1,채굴#cfa7a0f블루다이아몬드 광석
1095,강아지 훈련 대가 1,동물 뼈가있는 길들이기 1 늑대 @1,#cfa7a0f늑대 길들이기
1096,강아지 훈련 대가 2,동물 뼈가있는 길들이기 5 늑대 @1,#cfa7a0f늑대 길들이기
