ID,名字,描述
ID,Name,Desc
1001,Exemple de vitesse de déplacement,@Null@
1002,Exemple de vitesse de déplacement,@Null@
1003,Exemple de vitesse de déplacement,@Null@
2001,Vitesse de creusement de l'échantillon,@Null@
3001,Récupération lente de la vie (LV.1),Récupérer 5 PV toutes les 4 s.
3002,Récupération lente de la vie (LV.2),Récupérer 5 PV toutes les 2 s.
3003,Récupération lente de la vie (LV.1),Récupérer 5 PV toutes les 1 s.
4001,Sprint (LV.1),Augmenter la vitesse de sprint de 25%
4002,Sprint (LV.2),Augmenter la vitesse de sprint de 50%
4003,Sprint (LV.3),Augmenter la vitesse de sprint de 75%
4004,Sprint (LV.4),Augmenter la vitesse de sprint de 75%
5001,Nage rapide (LV.1),La vitesse de nage augmente de 25%.
5002,Nage rapide (LV.2),La vitesse de nage augmente de 50%.
5003,Nage rapide (LV.3),La vitesse de nage augmente de 75%.
6001,Sauter haut (LV.1),Sautez plus haut.
6002,Sauter haut (LV.2),Sautez plus haut.
6003,Sauter haut (LV.3),Sautez en hauteur. Mais faites attention à vos jambes !
6004,Sauter haut (LV.4),Sautez en hauteur. Mais faites attention à vos jambes !
6005,Parkour amélioré,"Vitesse de base augmentée de 90%, saut augmenté de 25."
7001,Fou fou (LV.1),La vitesse de creusement augmente de 25%.
7002,Fou creuser (LV.2),La vitesse de creusement augmente de 50%.
7003,Fou creuser (LV.3),La vitesse de creusement augmente de 75%.
8001,Lent (LV.1),La vitesse de sprint réduit de 25%.
8002,Lent (LV.2),La vitesse de sprint réduit de 50%.
8003,Lente (LV.3),La vitesse de sprint réduit de 75%.
9001,Creuser la fatigue (LV.1),La vitesse de creusement diminue de 25%.
9002,Creuser la fatigue (LV.2),La vitesse de creusement diminue de 50%.
9003,Creuser la fatigue (LV.3),La vitesse de creusement diminue de 75%.
10001,Absorption des dommages (LV.1),Donner 2 points de vie pour absorber les dégâts.
10002,Absorption des dommages (LV.2),Donner 4 points de vie pour absorber les dégâts.
10003,Absorption des dommages (LV.3),Donner 6 points de vie pour absorber les dégâts.
11001,Coup critique (LV.1),Les dégâts des frappes critiques augmentent de 25%.
11002,Coup critique (LV.2),Les dégâts des frappes critiques augmentent de 50%.
11003,Coup critique (LV.3),Les dégâts des frappes critiques augmentent de 75%.
12001,Puissant recul (LV.1),La distance de revers augmente de 2 mètres.
12002,Puissant recul (LV.2),La distance de revers augmente de 4 mètres.
12003,Puissant recul (LV.3),La distance de revers augmente de 6 mètres.
13001,Résistance au recul (LV.1),Réduit la distance de revers de 1 m.
13002,Résistance au recul (LV.2),Réduit la distance de revers de 2 m.
13003,Résistance au recul (LV.3),Réduit la distance de revers de 3 m.
14001,Heureusement creuser (LV.1),Augmente la chance d'un drop spécial de 1%.
14002,Heureusement creuser (LV.2),Augmente la chance d'un drop spécial de 2%.
14003,Heureusement creuser (LV.3),Augmente la chance d'un drop spécial de 3%.
15001,Chasse chanceuse (LV.1),La possibilité d'un drop spécial augmente de 1%.
15002,Chasse chanceuse (LV.2),La possibilité d'un drop spécial augmente de 2%.
15003,Chasse chanceuse (LV.3),La possibilité d'un drop spécial augmente de 3%.
16001,Vision nocturne (LV.1),Visibilité de nuit Augmentation de 20
16002,Vision nocturne (LV.2),Visibilité de nuit Augmentation de 40
16003,Vision nocturne (LV.3),Augmentation de la visibilité de nuit de 50
16004,Vision nocturne (LV.4),Augmentation de la visibilité de nuit de 60
16005,Vision nocturne 5,La luminosité du champ de vision est augmentée 50.
17001,Attaque puissante (LV.1),Les dégâts de melée augmentent de 25%.
17002,Attaque puissante (LV.2),Les dégâts de melée augmentent de 50%.
17003,Attaque puissante (LV.3),Les dégâts de melée augmentent de 75%.
18001,Tournage puissant (LV.1),Les dégâts à grande distance augmentent de 25%.
18002,Shoot puissant (LV.2),Les dégâts à grande distance augmentent de 50%.
18003,Tournage puissant (LV.3),Les dégâts à grande distance augmentent de 75%.
19001,Souffle puissant (LV.1),Les dégâts d'explosion augmentent de 25%.
19002,Souffle puissant (LV.2),Les dégâts d'explosion augmentent de 50%.
19003,Souffle puissant (LV.3),Les dégâts d'explosion augmentent de 75%.
20001,Frappe de flamme (LV.1),Les dégâts des flammes augmentent de 100%.
21001,Attaque de poison (LV.1),Les dégâts de poison augmentent de 100%.
22001,Attaque du chaos (LV.1),Les dégâts du chaos augmentent de 100%.
23001,Chasseur d'élite de niveau 1,Augmentation des dégâts sur les élites de 25%.
23002,Chasseur d'élite de niveau 2,Augmentation des dégâts sur les élites de 50%.
23003,Chasseur d'élite de niveau 3,Augmentation des dégâts sur les élites de 75%.
24001,Chasseur de bêtes de niveau 1.,Augmente les dégâts infligés aux bêtes de 25%.
24002,Niveau 2 chasseur de bêtes.,Augmente les dégâts infligés aux bêtes de 50%.
24003,Niveau 3 de Chasseur de bêtes.,Dégâts infligés aux bêtes augmentés de 75%.
25001,Chasseur humain (LV.1),Les dégâts infligés aux humains augmentent de 25%.
25002,Chasseur humain (LV.2),Les dégâts infligés aux humains augmentent de 50%.
25003,Chasseur humain (LV.3),Les dégâts infligés aux humains augmentent de 75%.
26001,Défense en mêlée (LV.1),Réduit les dégâts de melée de 25%.
26002,Défense en mêlée (LV.2),Réduit les dégâts de melée de 50%.
26003,Défense en mêlée (LV.3),Réduit les dégâts de melée de 75%.
27001,Défense à longue portée (LV.1),Réduit les dégâts des ATQ à distance de 25%.
27002,Défense à longue portée (LV.2),Réduit les dégâts des ATQ à distance de 50%.
27003,Défense à longue portée (LV.3),Réduit les dégâts des ATQ à distance de 75%.
28001,Défense anti-souffle (LV.1),Réduit les dégâts d'explosion de 25%.
28002,Défense anti-souffle (LV.2),Réduit les dégâts d'explosion de 50%.
28003,Défense anti-souffle (LV.3),Réduit les dégâts d'explosion de 75%.
29001,Résistance au feu (LV.1),Réduit les dégâts des flammes de 25%.
29002,Résistance au feu (LV.2),Réduit les dégâts des flammes de 50%.
29003,Résistance au feu (LV.3),Réduit les dégâts des flammes de 75%.
30001,Résistance au poison (LV.1),Réduit les dégâts de poison de 25%.
30002,Résistance au poison (LV.2),Réduit les dégâts de poison de 50%.
30003,Résistance au poison (LV.3),Réduit les dégâts de poison de 75%.
31001,Résistance au chaos (LV.1),Réduire les dégâts sombres de 25%
31002,Résistance au chaos (LV.2),Réduire les dégâts sombres de 50%
31003,Résistance au chaos (LV.3),Réduire les dégâts sombres de 75%
32001,Résistance aux chutes (LV.1),Réduit les dégâts des chutes de 25%.
32002,Résistance aux chutes (LV.2),Réduit les dégâts des chutes de 50%.
32003,Résistance aux chutes (LV.3),Réduit les dégâts des chutes de 75%.
33000,Niveau 0,nflige 3 points de dégâts toutes les 1 seconde.
33001,Pris au feu (LV.1),Inflige 5 pts de dégâts par s.
33002,Pris au feu (LV.2),Inflige 10 pts de dégâts par s.
33003,Pris au feu (LV.3),Inflige 15 pts de dégâts par s.
33004,Pris au feu (LV.4),Inflige 20 pts de dégâts par s.
33005,Pris dans le feu (LV.5),Inflige 25 pts de dégâts par s.
34001,Empoisonné (LV.1),Inflige 5 pts de dégâts par s.
34002,Empoisonné (LV.2),Inflige 10 pts de dégâts par s.
34003,Empoisonné (LV.3),Inflige 15 pts de dégâts par s.
35001,Ténèbres (LV.1),Inflige 10 pts de dégâts toutes les 2 s.
35002,Ténèbres (LV.2),Inflige 10 pts de dégâts toutes les 2 s.
35003,Ténèbres (LV.3),Inflige 10 pts de dégâts toutes les 2 s.
36001,Intoxication alimentaire (LV.1),Vous vous sentez plus affamé et votre vitesse de la faim augmente de 25%.
36002,Intoxication alimentaire (LV.2),Vous vous sentez plus affamé et votre vitesse de la faim augmente de 50%.
36003,Intoxication alimentaire (LV.3),Vous vous sentez plus affamé et votre vitesse de la faim augmente de 75%.
37001,Souffle subaquatique junior,Capable de respirer sous l'eau !
37002,Souffle sous-marin intermédiaire,Capable de respirer sous l'eau !
37003,Souffle sous-marin supérieur,Capable de respirer sous l'eau !
