ID,名字,描述,追踪
ID,Name,Desc,TrackDesc
1000,,,
1001,,,
1002,,,
1003,,,
1004,,,
1005,,,
1006,,,
1007,,,
1008,,,
1009,,,
1010,,,
1011,,,
1012,,,
1013,,,
1014,,,
1015,,,
1016,,,
1017,,,
1018,,,
1022,,,
1023,,,
1024,Chasseur de dragon,Vaincre l'ancien dragon noir sur le flamus @1,Vainquez l'ancien dragon noir
1025,,,
1026,,,
1027,,,
1028,,,
1029,,,
1030,,,
1031,,,
1032,,,
1033,,,
1034,,,
1035,,,
1036,,,
1037,,,
1038,,,
1039,,,
1040,,,
1041,,,
1042,,,
1043,,,
1044,,,
1045,,,
1046,,,
1047,,,
1048,,,
1049,Entraîneur rose,"Utilisez une fesse d'herbe / de viande ou de la carotte pour nourrir deux Tonton à côté de la fointe, de sorte que le nombre de reproducteurs Tonton atteigne 200 @1",Race #cfa7a0f Tonton
1050,Vacher,Utilisez une poignée de mauvaises herbes ou d'herbe pour nourrir deux vaches à côté de la botte de foin pour race 200 veaux @1,Élevez #cfa7a0f vache
1051,Bêlement!,Utilisez une poignée de mauvaises herbes ou d'herbe pour nourrir deux agneaux à côté de la botte de foin pour le faire race jusqu'à 200 agneaux @1,Élevez #cfa7a0f Moutons
1052,Invoquer nana,"Utilisez de l'herbe pour nourrir deux poulets à côté de la coopérative de poulet, de sorte que le nombre de poulets reproducteurs atteigne 200 @1",Race #cfa7a0f Poulet
1053,Base d'élevage à grande échelle,Terminer automatiquement la tâche après avoir terminé la tâche prédécessive,Complétez les réalisations #cfa7a0f SÉRIE SÉRIE SÉRIE DES ANIMAUX
1054,,,
1055,,,
1056,,,
1057,,,
1058,,,
1059,,,
1060,,,
1061,,,
1062,,,
1063,,,
1064,,,
1065,,,
1066,,,
1067,,,
1068,,,
1069,,,
1070,,,
1071,,,
1072,,,
1073,,,
1074,,,
1075,,,
1076,,,
1077,,,
1078,Ennemi commun des gobelins,Défait 200 Spear Goblin @1,Vainquez des gobelins de lance
1079,Ennemi public du noyau de terre,Vaincre 100 fantaom @1,Vainquez le fantôme
1080,Ennemi commun des sauvages,Vaincre 500 Boarman @1,Vainquez des sauvages
1081,Œufs explosifs,Vaincu 200 boomégg @1,Vainquez des œufs explosifs
1082,Bien connu comme dieu,Terminer automatiquement la tâche après avoir terminé la tâche prédécessive,Terminez toutes les réalisations de la série #cfa7a0f Miras Monster Series Miras Monster
1083,Mineur travailleur(I),Faire 100 #L#cfa7a0f PICHE PICKAXE #n@1#r (PICHER PICKAXE peut collecter le minerai de fer),Créez une pioche de mineur de pierre
1084,Mineur travailleur(II),Faire 50 #L#cfa7a0f Iron Pickaxe #n@1#r (Iron Pickaxe peut collecter des mines avancées),Créez des pioches de mineur de fer
1085,Mineur travailleur(III),Faire 20 #L#cfa7a0f Perce de diamant #n@1#r (la perceuse à diamants peut collecter du cristal noir),Créez des pioches de diamant
1086,Verre (I),Smelt 10 #L#cfa7a0f Bloc de verre #n@1,Fondre du verre
1087,Verre (II),Smelt 500 #L#cfa7a0f Bloc de verre #n@1,Fondre du verre
1088,Verre (III),Smelt 2000 #L#cfa7a0f Bloc de verre #n@1,Fondre du verre
1089,Collecteur de lingots de fer (I),Smelt 10 #L#cfa7a0f Fer lingot #n@1,Fondre des lingots de fer
1090,Collecteur de lingots de fer (II),Smelt 100 #L#cfa7a0f Fer lingot #n@1,Fondre des lingots de fer
1091,Collecteur de lingots de fer (III),Smelt 300 #L#cfa7a0f Fer lingot #n@1,Fondre des lingots de fer
1092,Mine de diamants (I),Mine 10 #L#cfa7a0f Diamond Ore #n@1,Exploitez du minerai de diamant
1093,Mine de diamants (II),Mine 50 # L # minerai diamant cfa7a0f #n@1,Exploitez du minerai de diamant
1094,Mine de diamants (III),Mine 200 #L#cfa7a0f Diamond Ore #n@1,Exploitez du minerai de diamant
1095,Maître d'entraînement des chiens(I),Tame 1 loup avec des os d'animaux @1,Domptez un loup
1096,Maître d'entraînement des chiens(II),Tame 5 loups avec des os d'animaux @1,Domptez un loup
1097,Maître d'entraînement des chiens(III),Tame 20 loups avec des os d'animaux @1,Domptez un loup
1098,Collecteur de lingots d'or (I),Smelt 5 #L#cfa7a0f Gold Lingot #n@1,Fondez du minerai d'or
