ID,名字
ID,EnumName
100203,Température
100307,Dommages aux élites
100308,Dommages aux bêtes
100313,Dégâts dus à la congélation
100407,Dommages des élites
100408,Dommages des bêtes
100413,Dommages causés par le gel
100504,Résistance au feu
100505,Résistance aux toxines
100506,Résistance à la confusion
100508,Résistance au gel
100908,Attaque de congélation
101007,Dommages réels
101008,Dégâts de congélation
101501,Basse température
101502,Température élevée
101601,Tout
101602,Blocage de l'eau
101603,Blocage des sables mouvants
101604,Bloc miel
101605,Bloc de lave
101701,Tout
101702,Crues
101703,Grillées
101704,Bouillies
101705,Médicaments
101801,Tout
101802,Points de vie
101803,Points de stamina
101804,Boucliers
101805,Résolution
101806,Oxygène
